Team,KO,Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Patriots,75,0,11,14.7,0,0,0,0,0,0
Raiders,72,0,3,4.2,0,0,0,0,0,0
Redskins,71,0,7,9.9,0,0,0,0,0,0
Steelers,67,0,11,16.4,0,0,0,0,0,0
Vikings,66,0,2,3,0,0,0,0,0,0
Broncos,65,0,6,9.2,0,0,0,0,0,0
Dolphins,64,0,0,0,0,0,0,0,0,0
Lions,63,0,3,4.8,0,0,0,0,0,0
Jets,63,0,6,9.5,0,0,0,0,0,0
Bills,62,0,3,4.8,0,0,0,0,0,0
Cowboys,62,0,1,1.6,0,0,0,0,0,0
Cardinals,62,0,8,12.9,0,0,0,0,0,0
Browns,61,0,6,9.8,0,0,0,0,0,0
Bengals,59,0,3,5.1,0,0,0,0,0,0
Packers,58,0,3,5.2,0,0,0,0,0,0
Rams,58,0,0,0,0,0,0,0,0,0
Chiefs,57,0,3,5.3,0,0,0,0,0,0
Eagles,55,0,9,16.4,0,0,0,0,0,0
Oilers,53,0,2,3.8,0,0,0,0,0,0
49ers,53,0,2,3.8,0,0,0,0,0,0
Giants,48,0,3,6.2,0,0,0,0,0,0
Chargers,48,0,8,16.7,0,0,0,0,0,0
Colts,47,0,2,4.3,0,0,0,0,0,0
Bears,43,0,8,18.6,0,0,0,0,0,0
Saints,42,0,2,4.8,0,0,0,0,0,0
Falcons,35,0,2,5.7,0,0,0,0,0,0
