Team,FGM,Att,FG %,1-19 > A-M,20-29 > A-M,30-39 > A-M,40-49 > A-M,50-59 > A-M,60+ > A-M,Lng,FG Blk
Patriots,31,33,93.9,0_0,13_13,7_7,12_11,0_0,0_0,48,0
Ravens,29,32,90.6,2_2,9_9,8_7,10_9,0_0,0_0,50,1
Broncos,29,34,85.3,0_0,10_10,8_7,12_9,0_0,0_0,52,1
Steelers,28,33,84.8,1_1,9_8,13_12,8_5,0_0,0_0,51,0
Bengals,27,31,87.1,0_0,7_7,12_10,8_7,0_0,0_0,53,0
Eagles,27,32,84.4,0_0,4_4,7_6,18_15,0_0,0_0,51,0
Raiders,25,28,89.3,1_1,7_7,8_7,10_8,0_0,0_0,52,0
Bills,24,28,85.7,0_0,14_13,11_10,3_1,0_0,0_0,43,0
Browns,24,29,82.8,0_0,11_11,8_6,9_6,0_0,0_0,50,0
Lions,24,28,85.7,0_0,9_9,11_10,8_5,0_0,0_0,48,0
Packers,24,28,85.7,0_0,8_8,9_8,8_6,0_0,0_0,53,0
Jaguars,24,31,77.4,0_0,10_10,11_8,7_5,0_0,0_0,53,0
Jets,24,29,82.8,0_0,10_9,6_4,11_10,0_0,0_0,53,1
Seahawks,23,25,92,1_1,7_7,9_8,7_6,0_0,0_0,54,0
Saints,22,27,81.5,0_0,3_3,15_12,6_5,0_0,0_0,53,1
Giants,22,28,78.6,1_1,8_8,8_6,7_4,0_0,0_0,53,2
Cardinals,22,29,75.9,0_0,6_6,7_5,7_6,0_0,0_0,55,0
Panthers,20,25,80,0_0,11_11,7_5,2_1,0_0,0_0,54,2
Cowboys,20,26,76.9,1_1,6_6,4_4,13_9,0_0,0_0,49,0
Colts,20,26,76.9,0_0,6_6,11_9,8_5,0_0,0_0,47,0
Chargers,20,25,80,1_1,11_9,2_2,6_5,0_0,0_0,53,0
Titans,19,27,70.4,0_0,6_5,5_4,12_9,0_0,0_0,50,4
Rams,19,24,79.2,0_0,7_7,6_5,6_3,0_0,0_0,53,0
Dolphins,19,23,82.6,0_0,6_5,8_7,6_5,0_0,0_0,51,0
Redskins,19,27,70.4,1_1,10_10,6_5,7_3,0_0,0_0,49,0
Falcons,18,23,78.3,1_1,7_7,9_7,6_3,0_0,0_0,47,0
Vikings,18,22,81.8,1_1,8_8,7_5,6_4,0_0,0_0,48,0
49ers,18,22,81.8,1_1,3_3,8_7,6_5,0_0,0_0,51,0
Texans,17,24,70.8,0_0,7_7,5_3,9_6,0_0,0_0,50,2
Chiefs,17,23,73.9,0_0,5_5,8_7,6_3,0_0,0_0,50,1
Bears,15,24,62.5,0_0,7_6,5_2,7_4,0_0,0_0,53,1
Buccaneers,15,24,62.5,0_0,7_6,9_5,6_2,0_0,0_0,53,1
