Team,Att,Cmp,Cmp %,Yds/Att,Pass Yds,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Lions,666,423,63.5,7.6,5071,41,16,97.2,244,36.6,65,16,73T,36,257
Saints,662,472,71.3,8.3,5505,46,14,110.5,280,42.3,69,11,79T,24,158
Patriots,612,402,65.7,8.6,5257,39,12,105.7,262,42.8,72,14,99T,32,173
Falcons,594,365,61.4,7.4,4365,29,13,91.1,215,36.2,56,10,80T,26,173
Redskins,591,346,58.5,6.9,4058,19,24,73.3,204,34.5,57,7,51T,41,285
Giants,589,359,61,8.4,4933,29,16,92.9,216,36.7,67,18,99T,28,199
Buccaneers,588,365,62.1,6.5,3838,17,24,73.6,180,30.6,37,6,65,32,188
Titans,584,353,60.4,7,4113,22,14,84.4,185,31.7,51,14,80T,24,190
Chargers,582,366,62.9,8,4624,27,20,88.7,234,40.2,69,8,58,30,198
Bills,578,356,61.6,6.7,3857,24,25,77,180,31.1,48,8,60,23,154
Browns,570,320,56.1,5.8,3300,16,13,72.8,173,30.4,32,6,76,39,210
Cowboys,570,376,66,7.8,4453,33,12,100.1,219,38.4,58,11,77,39,252
Eagles,554,330,59.6,7.7,4276,22,25,78.3,197,35.6,64,10,73T,32,166
Packers,552,376,68.1,9.4,5161,51,8,122.6,230,41.7,70,16,93,41,237
Cardinals,550,307,55.8,7.2,3954,21,23,73.9,175,31.8,55,15,73,54,387
Rams,549,292,53.2,5.9,3258,9,10,69,159,29,37,3,68,55,388
Jets,547,310,56.7,6.5,3542,26,18,78.4,173,31.6,41,3,74T,40,245
Ravens,544,314,57.7,6.7,3629,21,12,81.7,181,33.3,44,7,74,33,206
Steelers,539,341,63.3,8,4333,21,15,89.7,221,41,60,10,95T,42,279
Bengals,535,308,57.6,6.6,3507,21,14,79.6,160,29.9,51,11,84,25,167
Colts,534,302,56.6,6,3223,14,14,72.2,170,31.8,32,6,87T,35,228
Raiders,524,315,60.1,7.9,4119,20,23,79.4,186,35.5,63,14,78T,25,157
Panthers,519,312,60.1,7.9,4089,21,17,84.8,175,33.7,66,9,91T,35,260
Vikings,510,286,56.1,6.4,3255,20,17,74.6,159,31.2,41,7,72,49,298
Seahawks,509,299,58.7,6.8,3444,15,14,77.6,153,30.1,51,9,61,50,339
Chiefs,500,299,59.8,6.6,3288,13,18,73,163,32.6,39,7,52,34,208
Bears,473,268,56.7,7.1,3346,18,20,73.8,153,32.4,43,7,81,49,335
Jaguars,469,240,51.2,5.4,2510,12,15,62.2,122,26,30,4,74T,44,331
Dolphins,469,280,59.7,7.3,3425,20,13,84.9,166,35.4,56,7,65T,52,334
Texans,467,288,61.7,7.9,3696,20,9,92.7,176,37.7,55,11,80,33,190
Niners,451,277,61.4,7.1,3193,18,5,91.4,150,33.3,41,6,56,44,263
Broncos,429,217,50.6,6.3,2708,20,13,73.4,130,30.3,36,8,56,42,274
