Player,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
Manfred Moore,29.8,5,149,1,0,0,88,0,0
Lemar Parrish,18.8,18,338,2,0,0,90,1,0
Dick Jauron,16.8,17,286,0,0,0,58,7,0
Nat Moore,15.1,9,136,0,0,0,42,0,0
Dennis Morgan,15.1,19,287,1,0,0,98,0,0
Mack Herron,14.8,35,517,0,0,0,66,4,0
Charlie Babb,14.5,2,29,0,0,0,20,0,0
Lynn Swann,14.1,41,577,1,0,0,69,3,0
Gerald Tinker,13.9,14,195,1,0,0,72,1,0
Billy Johnson,13.6,30,409,0,0,0,49,3,0
Ken Houston,13.5,6,81,1,0,0,58,3,0
Bill Thompson,13.5,26,350,0,0,0,60,1,0
Terry Metcalf,13.1,26,340,0,0,0,43,3,0
Greg Pruitt,12.9,27,349,0,0,0,72,0,0
Al Dodd,12.7,27,344,0,0,0,57,0,0
Steve Odom,12.7,15,191,1,0,0,95,2,0
Ray Jarvis,12.4,5,62,0,0,0,34,0,0
Ray Rhodes,12.4,10,124,0,0,0,40,0,0
Jim Bertelsen,12,11,132,0,0,0,19,4,0
Carl Capria,12,1,12,0,0,0,12,2,0
Chris Farasopoulos,12,3,36,0,0,0,18,0,0
Ron Smith,11.8,41,486,0,0,0,55,2,0
Leon McQuay,11.6,7,81,0,0,0,28,1,0
Tim Rudnick,11.5,2,23,0,0,0,12,0,0
Bill Bradley,11.3,22,248,0,0,0,22,5,0
Jake Scott,11.2,31,346,0,0,0,30,3,0
Tommy Casanova,11,24,265,0,0,0,74,2,0
Herb Mul-key,10.8,13,140,0,0,0,17,0,0
Ray Brown,10.7,9,96,0,0,0,23,2,0
Joe Theismann,10.5,15,157,0,0,0,44,3,0
Freddie Scott,10.3,3,31,0,0,0,14,1,0
Howard Stevens,10.2,37,376,0,0,0,40,7,0
Jon Staggers,10.1,22,222,1,0,0,68,6,0
Cullen Bryant,10.1,17,171,0,0,0,23,0,0
Roger Wehrli,9.8,4,39,0,0,0,32,1,0
George Hoey,9.5,4,38,0,0,0,15,0,0
Larry Marshall,9.1,13,118,0,0,0,21,2,0
Pete Athas,9,20,180,0,0,0,22,1,0
Bobby Brooks,9,1,9,0,0,0,9,0,0
Ed Podolak,8.9,15,134,0,0,0,54,2,0
Donnie Walker,8.9,43,384,0,0,0,52,2,0
Rob Scribner,8.8,8,70,0,0,0,23,1,0
Danny Colbert,8.5,15,128,0,0,0,28,1,0
Harrison Davis,8.5,4,34,0,0,0,16,0,0
Floyd Little,8.5,4,34,0,0,0,17,1,0
Lou Piccone,8.3,9,75,0,0,0,13,0,0
Ralph McGill,8.3,20,166,0,0,0,47,3,0
Thom Darden,8.2,21,173,0,0,0,45,0,0
Jerry LeVias,8.2,5,41,0,0,0,22,0,0
Jazz Jackson,8.2,6,49,0,0,0,38,0,0
Glen Edwards,8,16,128,0,0,0,19,0,0
Charlie Waters,8,1,8,0,0,0,8,0,0
Roscoe Word,7.9,38,301,0,0,0,34,2,0
Dave Elmendorf,7.9,17,134,0,0,0,18,0,0
Jeff Severson,7.8,11,86,0,0,0,24,2,0
George Atkinson,7.8,4,31,0,0,0,13,1,0
Jackie Wallace,7.6,25,191,0,0,0,20,4,0
Kerry Reardon,7.5,4,30,0,0,0,19,0,0
Cliff Harris,7.4,26,193,0,0,0,19,2,0
Lem Barney,7.4,5,37,0,0,0,11,1,0
Gary Hammond,7.4,17,125,0,0,0,21,1,0
Tim Berra,7.1,16,114,0,0,0,14,2,0
Sam McCullum,7.1,12,85,0,0,0,13,2,0
Jim Beirne,7,1,7,0,0,0,7,0,0
Bill Knox,7,5,35,0,0,0,12,2,0
Charlie Greer,6.9,13,90,0,0,0,22,5,0
Dick Conn,6.9,10,69,0,0,0,18,0,0
Larry Jones,6.8,8,54,0,0,0,13,0,0
Cotton Speyrer,6.8,8,54,0,0,0,18,2,0
Gary Hayman,6.5,2,13,0,0,0,11,0,0
