Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
John Smith,73,0,0,11,15.1,0,0,0,0,0,0
Fred Cox,66,0,0,2,3,0,0,0,0,0,0
Garo Yepremian,64,0,0,0,0,0,0,0,0,0,0
Errol Mann,61,0,0,3,4.9,0,0,0,0,0,0
Mark Moseley,61,0,0,7,11.5,0,0,0,0,0,0
John Leypoldt,59,0,0,3,5.1,0,0,0,0,0,0
Jim Turner,59,0,0,6,10.2,0,0,0,0,0,0
Roy Gerela,58,0,0,11,19,0,0,0,0,0,0
Chester Marcol,57,0,0,3,5.3,0,0,0,0,0,0
Jan Stenerud,56,0,0,3,5.4,0,0,0,0,0,0
Tom Dempsey,55,0,0,9,16.4,0,0,0,0,0,0
Sergio Albert,54,0,0,8,14.8,0,0,0,0,0,0
Skip Butler,52,0,0,2,3.8,0,0,0,0,0,0
Efren Herrera,52,0,0,1,1.9,0,0,0,0,0,0
David Ray,50,0,0,0,0,0,0,0,0,0,0
Tom Wittum,50,0,0,2,4,0,0,0,0,0,0
Chris Gartner,49,0,0,5,10.2,0,0,0,0,0,0
Pete Gogolak,48,0,0,3,6.2,0,0,0,0,0,0
Ray Wersching,48,0,0,8,16.7,0,0,0,0,0,0
Toni Linhart,47,0,0,2,4.3,0,0,0,0,0,0
Bill McClard,42,0,0,2,4.8,0,0,0,0,0,0
Mirro Roder,41,0,0,8,19.5,0,0,0,0,0,0
Nick Mike-Mayer,35,0,0,2,5.7,0,0,0,0,0,0
Horst Muhlmann,35,0,0,2,5.7,0,0,0,0,0,0
Pat Leahy,33,0,0,3,9.1,0,0,0,0,0,0
Ray Guy,31,0,0,3,9.7,0,0,0,0,0,0
George Jakowenko,29,0,0,0,0,0,0,0,0,0,0
Dave Green,24,0,0,1,4.2,0,0,0,0,0,0
Bobby Howfield,22,0,0,3,13.6,0,0,0,0,0,0
George Blanda,12,0,0,0,0,0,0,0,0,0,0
Don Cockroft,12,0,0,1,8.3,0,0,0,0,0,0
Mike Bragg,10,0,0,0,0,0,0,0,0,0,0
Mac Percival,10,0,0,0,0,0,0,0,0,0,0
Bobby Walden,9,0,0,0,0,0,0,0,0,0,0
Jim Bakken,8,0,0,0,0,0,0,0,0,0,0
Mike Burke,8,0,0,0,0,0,0,0,0,0,0
Billy Van Heusen,6,0,0,0,0,0,0,0,0,0,0
Garry Puetz,5,0,0,0,0,0,0,0,0,0,0
Greg Gantt,3,0,0,0,0,0,0,0,0,0,0
Bruce Gossett,3,0,0,0,0,0,0,0,0,0,0
Dave Washington,3,0,0,0,0,0,0,0,0,0,0
Bruce Barnes,2,0,0,0,0,0,0,0,0,0,0
Bob Parsons,2,0,0,0,0,0,0,0,0,0,0
Leon Crosswhite,1,0,0,0,0,0,0,0,0,0,0
Marvin Davis,1,0,0,0,0,0,0,0,0,0,0
Dave Pureifory,1,0,0,0,0,0,0,0,0,0,0
Herman Weaver,1,0,0,0,0,0,0,0,0,0,0
Jerrel Wilson,1,0,0,0,0,0,0,0,0,0,0
