Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Cotton Speyrer,24.5,22,539,0,0,0,44,0,0
Mike Holmes,24.5,25,612,0,0,0,57,0,0
Jimmie Jones,24.4,38,927,0,0,0,59,0,0
Gary Hammond,24.4,11,268,0,0,0,34,0,0
Tom Geredine,24.3,9,219,0,0,0,28,0,0
George Hoey,24.3,3,73,0,0,0,27,0,0
Gerald Tinker,24.3,29,704,0,0,0,59,0,0
Randy Jackson,24.2,14,339,0,0,0,52,0,0
Otis Armstrong,24.1,16,386,0,0,0,41,0,0
Willie McGee,24,12,288,0,0,0,35,0,0
Brent McClanahan,23.9,23,549,0,0,0,52,0,0
Bernard Jackson,23.5,29,682,0,0,0,45,0,0
Dennis Morgan,23.5,35,823,0,0,0,43,0,0
Steve Crosby,23.5,2,47,0,0,0,29,0,0
Larry Marshall,23.4,20,468,0,0,0,44,0,0
Larry Brunson,23.3,12,280,0,0,0,57,0,0
Doug Kotar,23.3,15,350,0,0,0,52,0,0
Eddie Brown,23,6,138,0,0,0,36,0,0
Steve Odom,23,31,713,0,0,0,52,0,0
Terry Schmidt,23,1,23,0,0,0,23,0,0
Eldridge Small,23,2,46,0,0,0,24,0,0
Bill Thomas,22.8,25,571,0,0,0,33,0,0
Charlie Leigh,22.8,11,251,0,0,0,30,0,0
Howard Stevens,22.7,33,749,0,0,0,41,0,0
Joe Orduna,22.7,3,68,0,0,0,24,0,0
Mack Herron,22.5,28,629,0,0,0,62,0,0
Steve Davis,22.4,12,269,0,0,0,34,0,0
Steve Schubert,22.4,5,112,0,0,0,32,0,0
Rocky Bleier,22.3,3,67,0,0,0,35,0,0
Willie Belton,22.2,5,111,0,0,0,30,0,0
Cleo Miller,22.1,14,310,0,0,0,29,0,0
Manfred Moore,22.1,18,398,0,0,0,51,0,0
Ron Smith,22.1,19,420,0,0,0,41,0,0
Billy Lefear,22.1,26,574,0,0,0,41,0,0
Melvin Baker,22,1,22,0,0,0,22,0,0
Mike Bass,22,1,22,0,0,0,22,0,0
Rick Kingrea,22,1,22,0,0,0,22,0,0
Ken Reaves,22,1,22,0,0,0,22,0,0
Larry Walton,22,1,22,0,0,0,22,0,0
Danny Colbert,21.5,10,215,0,0,0,26,0,0
Preston Pearson,21.5,12,258,0,0,0,29,0,0
Floyd Little,21.4,8,171,0,0,0,31,0,0
Johnnie McDaniel,21.3,3,64,0,0,0,24,0,0
Jon Keyworth,21.2,4,85,0,0,0,26,0,0
Bobby Brooks,21.2,5,106,0,0,0,33,0,0
Sam Hunt,21,1,21,0,0,0,21,0,0
Cliff Taylor,21,27,567,0,0,0,38,0,0
Pete Van Valkenburg,21,2,42,0,0,0,22,0,0
Molly McGee,20.9,8,167,0,0,0,26,0,0
Wilbur Jackson,20.6,5,103,0,0,0,30,0,0
Freddie Scott,20.3,3,61,0,0,0,26,0,0
Don Woods,20.3,3,61,0,0,0,29,0,0
Charlie Davis,20.2,12,243,0,0,0,28,0,0
Andy Johnson,20.2,15,303,0,0,0,41,0,0
Tommy Thompson,20.2,12,242,0,0,0,35,0,0
Charley Young,20.1,8,161,0,0,0,35,0,0
Bob Gresham,20,9,180,0,0,0,40,0,0
Odell Lawson,20,1,20,0,0,0,20,0,0
Eric Torkelson,20,1,20,0,0,0,20,0,0
Donnie Walker,20,1,20,0,0,0,20,0,0
Tim Berra,19.9,13,259,0,0,0,54,0,0
Po James,19.8,12,238,0,0,0,29,0,0
Hubert Ginn,19.6,12,235,0,0,0,30,0,0
Kent Kramer,19.5,2,39,0,0,0,23,0,0
Jerry LeVias,19.3,6,116,0,0,0,27,0,0
Lenny Dunlap,19,1,19,0,0,0,19,0,0
Roy Kirksey,19,1,19,0,0,0,19,0,0
Boyd Brown,18.7,3,56,0,0,0,22,0,0
Hank Bjorklund,18.2,4,73,0,0,0,28,0,0
John Andrews,18,1,18,0,0,0,18,0,0
Guy Dennis,18,1,18,0,0,0,18,0,0
Doug Dennison,18,3,54,0,0,0,27,0,0
Reggie Harrison,18,4,72,0,0,0,27,0,0
Ray Jarvis,18,5,90,0,0,0,23,0,0
Lemar Parrish,18,2,36,0,0,0,21,0,0
Jeff Severson,18,6,108,0,0,0,28,0,0
Charlie West,17.8,4,71,0,0,0,25,0,0
Jess Phillips,17.7,7,124,0,0,0,27,0,0
Fred Pagac,17.7,3,53,0,0,0,21,0,0
Bob Burns,17.3,3,52,0,0,0,21,0,0
Roscoe Word,17.2,4,69,0,0,0,24,0,0
Pete Banaszak,17.1,8,137,0,0,0,30,0,0
Lyle Blackwood,17,1,17,0,0,0,17,0,0
Ray Easterling,17,2,34,0,0,0,21,0,0
Don McCauley,17,1,17,0,0,0,17,0,0
Donnie Joe Morris,17,1,17,0,0,0,17,0,0
Oliver Ross,16.7,7,117,0,0,0,31,0,0
Eddie Moss,16.6,8,133,0,0,0,21,0,0
Ed Williams,16.5,2,33,0,0,0,22,0,0
Joe Wilson,16.5,2,33,0,0,0,18,0,0
Ken Criter,16,3,48,0,0,0,20,0,0
Pat Curran,16,1,16,0,0,0,16,0,0
Dave Gagnon,16,2,32,0,0,0,16,0,0
Dave Gallagher,16,1,16,0,0,0,16,0,0
Woody Green,16,1,16,0,0,0,16,0,0
Jack LeVeck,16,2,32,0,0,0,20,0,0
Bob Thomas,16,2,32,0,0,0,18,0,0
Glen Edwards,15.5,2,31,0,0,0,19,0,0
Sammy Johnson,15.5,2,31,0,0,0,17,0,0
Jackie Wallace,15.5,2,31,0,0,0,16,0,0
Don Calhoun,15,6,90,0,0,0,25,0,0
Bo Cornell,15,3,45,0,0,0,20,0,0
Charlie Evans,15,4,60,0,0,0,19,0,0
Tom Bailey,14,1,14,0,0,0,14,0,0
Dave Davis,14,1,14,0,0,0,14,0,0
Cliff Harris,14,1,14,0,0,0,14,0,0
Al Johnson,14,1,14,0,0,0,14,0,0
Dave Osborn,14,1,14,0,0,0,14,0,0
Bob Matheson,13,5,65,0,0,0,25,0,0
C.L. Whittington,12.3,3,37,0,0,0,19,0,0
Les Goodman,12.2,4,49,0,0,0,20,0,0
Bill Butler,12,1,12,0,0,0,12,0,0
Dexter Bussey,11.8,5,59,0,0,0,21,0,0
Burgess Owens,11.7,3,35,0,0,0,18,0,0
Ron Mayo,11.5,2,23,0,0,0,14,0,0
Leon Crosswhite,11,1,11,0,0,0,11,0,0
Dan Ryczek,11,1,11,0,0,0,11,0,0
Mickey Zofko,11,3,33,0,0,0,17,0,0
Doug Dressler,10.7,3,32,0,0,0,18,0,0
Dick Jauron,10.5,2,21,0,0,0,21,0,0
Warren Bankston,10,1,10,0,0,0,10,0,0
Joe Federspiel,10,2,20,0,0,0,12,0,0
Tom Keating,10,1,10,0,0,0,10,0,0
Ron Saul,10,1,10,0,0,0,10,0,0
Rusty Tillman,10,1,10,0,0,0,10,0,0
Gary Parris,9.7,3,29,0,0,0,13,0,0
Jim Romaniszyn,9.6,5,48,0,0,0,17,0,0
Les Strayhorn,9.5,2,19,0,0,0,18,0,0
Ken Brown,9,1,9,0,0,0,9,0,0
Rick Middleton,9,2,18,0,0,0,11,0,0
Ken Mitchell,9,4,36,0,0,0,13,0,0
Mike Adamle,8.5,2,17,0,0,0,14,0,0
George Amundson,8.5,2,17,0,0,0,13,0,0
John Cappelletti,8.5,2,17,0,0,0,12,0,0
John Tanner,8.5,2,17,0,0,0,17,0,0
Brian Kelley,8.3,3,25,0,0,0,19,0,0
Roger Finnie,8,1,8,0,0,0,8,0,0
Jimmy Allen,7,1,7,0,0,0,7,0,0
Tom Humphrey,7,1,7,0,0,0,7,0,0
Don Coleman,6.5,2,13,0,0,0,9,0,0
Bill Brown,6.3,3,19,0,0,0,19,0,0
Larry Krause,6,1,6,0,0,0,6,0,0
Steve Okoniewski,5.5,2,11,0,0,0,11,0,0
Lynn Swann,5.5,2,11,0,0,0,11,0,0
J.V. Cain,5,1,5,0,0,0,5,0,0
Ed Marinaro,5,1,5,0,0,0,5,0,0
Tim Rudnick,5,1,5,0,0,0,5,0,0
Lenvil Elliott,2,1,2,0,0,0,2,0,0
Wes Chesson,1,1,1,0,0,0,1,0,0
Bob Crum,1,1,1,0,0,0,1,0,0
Wayne Stewart,1,1,1,0,0,0,1,0,0
Charlie Babb,0,1,0,0,0,0,0,0,0
Morris Bradshaw,0,1,0,0,0,0,0,0,0
Henry Childs,0,1,0,0,0,0,0,0,0
Neal Craig,0,1,0,0,0,0,0,0,0
Sandy Durko,0,1,0,0,0,0,0,0,0
Brad Dusek,0,1,0,0,0,0,0,0,0
Ted Fritsch,0,1,0,0,0,0,0,0,0
Levi Johnson,0,1,0,0,0,0,0,0,0
Doug Jones,0,1,0,0,0,0,0,0,0
Harris Jones,0,1,0,0,0,0,0,0,0
Steve Kinney,0,1,0,0,0,0,0,0,0
David Knight,0,2,0,0,0,0,0,0,0
Ray Oldham,0,1,0,0,0,0,0,0,0
Clyde Powers,0,1,0,0,0,0,0,0,0
Ahmad Rashad,0,1,0,0,0,0,0,0,0
Paul Ryczek,0,1,0,0,0,0,0,0,0
Rob Scribner,0,1,0,0,0,0,0,0,0
Donnell Smith,0,1,0,0,0,0,0,0,0
Bob West,0,1,0,0,0,0,0,0,0
Jim Youngblood,0,1,0,0,0,0,0,0,0
Don Zimmerman,0,1,0,0,0,0,0,0,0
Mo Spencer,-2,1,-2,0,0,0,-2,0,0
