Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Ken Anderson,2667,8.1,328,213,64.9,18,10,95.7,89,27.1,0,0,77,36,292
Joe Namath,2616,7.2,361,191,52.9,20,22,69.4,103,28.5,0,0,89,19,195
Fran Tarkenton,2598,7.4,351,199,56.7,17,12,82.1,92,26.2,0,0,80,17,142
Roger Staubach,2552,7.1,360,190,52.8,11,15,68.4,89,24.7,0,0,58,45,309
Ken Stabler,2469,8,310,178,57.4,26,12,95,88,28.4,0,0,67,18,141
Jim Plunkett,2457,7,352,173,49.2,19,22,64.1,105,29.8,0,0,69,21,174
Jim Hart,2411,6.2,388,200,51.6,20,8,79.5,117,30.2,0,0,80,16,134
Charley Johnson,1969,8.1,244,136,55.7,13,9,84.6,44,18,0,0,73,36,270
Bob Griese,1968,7.8,253,152,60.1,16,15,80.9,78,30.8,0,0,54,27,202
Bill Munson,1874,6.4,292,166,56.8,8,7,75.3,67,23,0,0,56,24,172
Roman Gabriel,1867,5.5,338,193,57.1,9,12,66.8,76,22.5,0,0,64,35,259
John Hadl,1752,5.9,299,142,47.5,8,14,55.5,72,24.1,0,0,68,15,106
Dan Fouts,1732,7.3,237,115,48.5,8,13,61.4,80,33.8,0,0,75,12,99
Gary Huff,1663,5.9,283,142,50.2,6,17,50.4,53,18.7,0,0,73,24,260
Billy Kilmer,1632,7,234,137,58.6,10,6,83.5,57,24.4,0,0,51,13,96
Bert Jones,1610,6,270,143,53,8,12,62.4,52,19.3,0,0,57,36,328
Joe Ferguson,1588,6.8,232,119,51.3,12,12,69,67,28.9,0,0,55,32,235
Len Dawson,1573,6.7,235,138,58.7,7,13,65.8,46,19.6,0,0,84,25,199
Dan Pastorini,1571,6.4,247,140,56.7,10,10,72.4,59,23.9,0,0,65,23,225
James Harris,1544,7.8,198,106,53.5,11,6,85.1,43,21.7,0,0,50,12,101
Craig Morton,1522,6.4,239,124,51.9,9,13,61.7,63,26.4,0,0,72,13,97
Archie Manning,1429,5.5,261,134,51.3,6,16,49.8,47,18,0,0,79,26,172
Mike Phipps,1384,5.4,256,117,45.7,9,17,46.7,36,14.1,0,0,55,33,280
Tom Owen,1327,7.2,184,88,47.8,10,15,56.1,31,16.8,0,0,68,25,202
Joe Gilliam,1274,6,212,96,45.3,4,8,55.4,36,17,0,0,61,7,79
Sonny Jurgensen,1185,7.1,167,107,64.1,11,5,94.5,26,15.6,0,0,44,10,69
Norm Snead,983,6.2,159,97,61,5,8,68.2,25,15.7,0,0,53,7,57
Bob Lee,852,5,172,78,45.4,3,14,32.4,31,18,0,0,52,31,269
Marty Domres,803,5.2,153,77,50.3,0,12,33.2,22,14.4,0,0,44,13,71
Terry Bradshaw,785,5.3,148,67,45.3,7,8,55.2,34,23,0,0,56,10,104
Mike Livingston,732,5.2,141,66,46.8,4,10,42.6,29,20.6,0,0,48,10,101
Jesse Freitas,719,6.6,109,49,45,3,8,45.6,19,17.4,0,0,71,11,76
Jerry Tagge,709,4.9,146,70,48,1,10,36,39,26.7,0,0,30,5,35
Lynn Dickey,704,6.2,113,63,55.8,2,8,50.9,26,23,0,0,59,10,73
Brian Sipe,603,5.6,108,59,54.6,1,7,47,19,17.6,0,0,37,15,122
Mike Boryla,580,5.7,102,60,58.8,5,3,78.9,36,35.3,0,0,29,4,39
Steve Ramsey,580,7.8,74,41,55.4,5,7,64,14,18.9,0,0,43,9,55
Greg Landry,572,7,82,49,59.8,3,3,77.9,22,26.8,0,0,45,11,83
Pat Sullivan,556,5.3,105,48,45.7,1,8,33.7,4,3.8,0,0,48,10,92
Bobby Douglass,387,3.9,100,41,41,2,4,42.4,12,12,0,0,40,9,69
Jack Concannon,381,7.1,54,28,51.8,1,3,57.7,13,24.1,0,0,56,3,21
Kim McQuilken,373,4.7,79,34,43,0,9,18,10,12.7,0,0,26,9,113
Bobby Scott,366,5.2,71,31,43.7,4,4,55.2,0,0,0,0,36,6,62
Joe Reed,316,4.3,74,29,39.2,2,7,22.1,12,16.2,0,0,58,7,50
Bob Berry,305,6.4,48,34,70.8,5,1,113.6,9,18.8,0,0,21,2,12
Earl Morrall,301,11.2,27,17,63,2,3,86.1,12,44.4,0,0,46,3,16
Larry Cipa,242,4.4,55,20,36.4,0,0,50.7,4,7.3,0,0,30,4,36
Dennis Morrison,227,4.4,51,21,41.2,1,5,21.9,9,17.6,0,0,26,0,0
Clint Longley,209,10,21,12,57.1,2,0,122.9,0,0,0,0,50,2,18
Jim Del Gaizo,165,5.2,32,12,37.5,0,3,15.8,3,9.4,0,0,44,1,11
Joe Theismann,145,13.2,11,9,81.8,1,0,149,0,0,0,0,69,2,11
Ron Jaworski,144,6,24,10,41.7,0,1,44.4,1,4.2,0,0,22,3,24
Gary Marangi,140,7.8,18,9,50,2,3,73.6,0,0,0,0,44,1,1
Dean Carlson,116,7.7,15,7,46.7,0,1,45.4,0,0,0,0,34,2,13
Greg Pruitt,115,57.5,2,2,100,2,0,158.3,0,0,0,0,60,0,0
Wayne Clark,98,4.4,22,9,40.9,0,3,15.2,3,13.6,0,0,19,1,1
Terry Hanratty,95,3.6,26,3,11.5,1,5,15.5,0,0,0,0,35,1,13
John Reaves,84,4.2,20,5,25,0,2,5,0,0,0,0,29,3,21
Gary Hammond,81,81,1,1,100,0,0,118.8,0,0,0,0,81,0,0
John Hufnagel,70,7,10,6,60,0,1,41.7,0,0,0,0,28,1,7
Carl Summerell,59,4.5,13,6,46.2,0,3,19.9,0,0,0,0,26,1,6
Drew Pearson,46,46,1,1,100,1,0,158.3,0,0,0,0,46,0,0
Danny Abramowicz,41,41,1,1,100,0,0,118.8,1,100,0,0,41,0,0
Billy Van Heusen,41,41,1,1,100,0,0,118.8,0,0,0,0,41,0,0
Duane Carrell,37,37,1,1,100,0,0,118.8,0,0,0,0,37,0,0
Dick Shiner,37,6.2,6,3,50,0,1,29.9,0,0,0,0,18,0,0
Daryle Lamonica,35,3.9,9,3,33.3,1,4,43.5,0,0,0,0,13,3,14
Nat Moore,31,31,1,1,100,0,0,118.8,0,0,0,0,31,0,0
Joe Barnes,29,3.2,9,2,22.2,0,1,0.9,0,0,0,0,24,3,30
Larry Lawrence,29,2.6,11,4,36.4,0,1,7,0,0,0,0,17,3,22
Larry Walton,29,14.5,2,1,50,0,0,95.8,0,0,0,0,29,0,0
George Blanda,28,7,4,1,25,1,0,95.8,0,0,0,0,28,0,0
Don Woods,28,9.3,3,1,33.3,1,1,68.8,0,0,0,0,28,0,0
Don Cockroft,27,27,1,1,100,0,0,118.8,0,0,0,0,27,0,0
Dave Green,22,11,2,1,50,0,0,89.6,0,0,0,0,22,0,0
Neil Graff,20,20,1,1,100,0,0,118.8,0,0,0,0,20,0,0
Lenvil Elliott,17,17,1,1,100,0,0,118.8,0,0,0,0,17,0,0
Larry Brown,16,16,1,1,100,0,0,118.8,0,0,0,0,16,0,0
Al Woodall,15,1.9,8,3,37.5,0,2,6.2,0,0,0,0,8,0,0
Jim Kiick,13,13,1,1,100,0,0,118.8,0,0,0,0,13,1,11
Don McCauley,11,5.5,2,1,50,1,0,106.2,0,0,0,0,11,0,0
Mike Eischeid,6,6,1,1,100,0,0,91.7,0,0,0,0,6,0,0
Steve Spurrier,2,0.7,3,1,33.3,0,0,42.4,0,0,0,0,2,1,7
George Amundson,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Marlin Briscoe,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Mike Burke,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Harold Carmichael,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Ronnie Coleman,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
Ray Guy,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Ike Hill,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Norm Hodgins,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
David Jaynes,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
MacArthur Lane,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Bill McClard,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Terry Metcalf,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
Joel Parker,0,0,1,0,0,0,0,39.6,0,0,0,0,0,1,6
Bob Parsons,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Bo Rather,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
O.J. Simpson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Jerrel Wilson,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
Sam Wyche,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
