Player,Avg,Net Avg,Net Yds,Punts,Lng,Yds,IN 20,OOB,Dn,TB,FC,Ret,RetY,TD,P Blk
Steve Crosby,60,60,60,1,60,60,0,0,1,0,0,0,0,0,0
Ray Guy,42.2,34.3,2541,74,66,3124,0,7,5,15,7,40,283,0,0
Tom Blanchard,42.1,30.4,2672,88,71,3704,0,20,2,7,1,58,892,2,0
Jerrel Wilson,41.7,33.4,2768,85,64,3462,0,18,5,3,0,55,634,0,2
Tom Wittum,41.2,31.9,2169,69,67,2800,0,5,7,7,2,46,491,0,1
Dave Green,40.9,31,2044,66,53,2701,0,6,4,10,5,41,457,0,0
John James,40.5,32,3073,97,61,3891,0,11,6,8,11,59,658,1,1
Marv Bateman,40.5,33.4,2240,67,66,2712,0,13,10,10,3,31,272,0,0
Don Cockroft,40.5,30.2,2718,90,64,3643,0,5,1,11,5,68,705,1,0
Billy Van Heusen,40.3,32.5,2435,76,61,3024,0,21,4,3,1,45,529,0,1
Dennis Partee,40,32.9,2501,76,65,3042,0,13,6,7,2,48,401,0,0
Dave Jennings,39.8,29.3,1991,70,64,2709,0,7,4,12,0,43,478,0,2
Duane Carrell,39.8,31.4,1256,40,59,1591,0,6,3,5,7,19,235,1,0
David Beverly,39.2,32.4,2560,79,69,3100,0,7,4,2,10,56,500,0,0
Bobby Walden,39,30.9,2407,78,65,3040,0,9,7,11,4,47,413,0,0
Hal Roberts,38.6,30.5,2473,81,57,3131,0,8,7,7,3,56,518,1,0
Larry Seiple,38.6,34,2212,65,60,2511,0,7,6,2,8,42,259,0,0
Herman Weaver,38.5,31.9,2297,74,61,2772,0,3,10,10,10,37,275,0,2
Randy Walker,38.4,31.5,2172,69,58,2648,0,5,8,6,2,48,356,0,0
Mike Bragg,38.2,29.8,2205,75,57,2823,0,8,3,8,4,50,458,1,1
Bob Parsons,37.9,29.3,2635,91,59,3408,0,10,6,7,8,58,633,1,1
Spike Jones,37.3,28.9,1013,35,56,1305,0,4,3,2,0,26,252,0,0
David Lee,37.1,30.2,2141,72,58,2634,0,8,6,4,6,46,413,0,1
Mike Burke,37,30,1379,46,51,1701,0,12,2,4,2,26,242,0,0
Dave Chapple,36.3,28.7,1578,56,57,1995,0,14,4,4,4,28,337,1,1
Mike Eischeid,36.1,30.3,2211,74,50,2636,0,13,6,4,4,45,345,0,1
Merritt Kersey,36.1,32.7,2679,84,59,2959,0,9,19,2,14,36,240,0,2
Greg Gantt,35.8,28.2,2117,75,59,2689,0,21,6,11,10,27,352,0,0
Bruce Barnes,35.6,29.7,1336,45,50,1604,0,9,0,4,5,27,188,0,0
Bill Bradley,33.5,27.5,55,2,35,67,0,0,1,0,0,1,12,0,0
Donnie Gibbs,33,28.3,85,3,35,99,0,2,0,0,0,1,14,0,0
Bruce Gossett,28,28,56,2,31,56,0,1,1,0,0,0,0,0,0
Joe Barnes,27,27,27,1,27,27,0,0,1,0,0,0,0,0,0
Errol Mann,18,18,18,1,18,18,0,1,0,0,0,0,0,0,0
