Player,INT,INT TD,INT Yds,Lng
Tom Myers,3,0,43,21
Burgess Owens,3,1,68,39
Steve Preece,3,0,38,17
Floyd Rice,3,0,44,15
Charlie Weaver,3,0,4,3
Nemiah Wilson,3,0,35,34
Willie Alexander,2,0,56,29
Pete Athas,2,0,0,0
Ralph Baker,2,1,87,67
Duane Benson,2,0,0,5
Mel Blount,2,1,74,52
Bill Bradley,2,0,19,10
Eddie Brown,2,0,24,24
Terry Brown,2,0,15,11
Waymond Bryant,2,0,11,11
John Bunting,2,0,23,12
Nick Buoniconti,2,0,29,16
Tommy Casanova,2,0,26,26
Clarence Duren,2,0,29,20
Tim Foley,2,0,-2,0
John Garlington,2,0,33,28
Ken Geddes,2,0,15,15
Bob Geddes,2,1,32,29
Cornell Green,2,0,2,2
Van Green,2,1,56,36
Charlie Hall,2,0,22,19
Jim Hill,2,0,47,24
Ken Houston,2,0,40,37
Delles Howell,2,0,23,16
Pat Hughes,2,0,4,4
Gerald Irons,2,0,23,12
Lee Roy Jordan,2,0,23,13
Bill Knox,2,0,26,21
Paul Krause,2,0,53,45
Jack Lambert,2,0,19,13
Willie Lanier,2,0,28,14
D.D. Lewis,2,0,45,27
Carl Lockhart,2,0,0,0
Randy Logan,2,0,2,2
Tommy Maxwell,2,0,30,15
Ray May,2,0,40,25
Randy Montgomery,2,0,56,33
Zeke Moore,2,1,38,22
John Outlaw,2,0,22,22
Isiah Robertson,2,0,11,6
Dave Robinson,2,0,29,29
Jeff Siemon,2,0,24,22
Rich Sowells,2,0,0,0
Larry Stallings,2,0,13,13
Steve Tannen,2,0,33,19
Jim Tolbert,2,0,22,22
Skip Vanderbundt,2,0,22,18
Brad Van Pelt,2,0,22,13
Rick Volk,2,0,0,0
Mike Wagner,2,0,13,9
Jimmy Warren,2,0,58,34
Dave Washington,2,1,72,72
Charlie Waters,2,0,26,24
Roger Wehrli,2,1,54,53
Roscoe Word,2,0,19,19
Steve Zabel,2,0,12,7
Doug Allen,1,0,16,16
Nate Allen,1,0,52,52
Dick Anderson,1,0,3,3
Billy Andrews,1,0,18,18
Charles Anthony,1,0,23,23
Bob Babich,1,0,4,4
Al Beauchamp,1,0,34,34
Joe Beauchamp,1,0,35,35
Bobby Bell,1,1,28,28
Matt Blair,1,0,-3,-3
Greg Brezina,1,0,9,9
Willie Brown,1,0,31,31
Doug Buffone,1,0,0,0
Fred Carr,1,0,0,0
Jim Carter,1,0,0,0
Jim Cheyunski,1,0,6,6
Wayne Colman,1,0,17,17
Neal Craig,1,1,55,55
Dwayne Crump,1,0,10,10
Ben Davis,1,0,14,14
Dan Dickel,1,0,5,5
Chris Farasopoulos,1,0,14,14
Joe Federspiel,1,0,9,9
Johnny Fuller,1,0,16,16
Carl Gersbach,1,0,0,0
Joe Greene,1,0,26,26
Charlie Greer,1,0,23,23
Dean Halverson,1,0,0,0
Don Hansen,1,0,0,0
Dwight Harrison,1,0,24,24
Tom Hayes,1,0,2,2
Wally Hilgenberg,1,0,0,0
George Hoey,1,0,20,20
Ron Hornsby,1,0,2,2
Bernard Jackson,1,0,17,17
Tom Jackson,1,0,39,39
Dick Jauron,1,0,26,26
Monte Johnson,1,0,17,17
Doug Jones,1,0,13,13
Brian Kelley,1,0,31,21
Marv Kellum,1,0,0,0
Steve Kiner,1,0,34,34
Steve King,1,0,9,9
Mike Kolen,1,0,3,3
Merv Krakau,1,0,37,37
Bruce Laird,1,0,15,15
Bill Laskey,1,0,3,3
Jim Laslavic,1,0,14,14
Joe Lavender,1,1,37,37
Rolland Lawrence,1,0,0,0
Rich Lewis,1,0,33,33
Bob Matheson,1,0,10,10
Mike McCoy,1,0,5,5
Harold McLinton,1,1,14,14
Jerry Moore,1,0,0,0
Paul Naumoff,1,0,8,8
Doug Nettles,1,0,0,0
Tommy Nobis,1,0,10,10
Ray Oldham,1,0,3,3
Jerry Patton,1,0,4,4
Mel Phillips,1,0,27,27
John Pitts,1,0,2,2
Ken Reaves,1,0,54,54
Mel Renfro,1,0,6,6
Jamie Rivers,1,0,0,0
Andy Russell,1,0,0,0
Bryant Salter,1,0,0,0
Andy Selfridge,1,0,12,12
Jeff Severson,1,0,0,0
Donnie Shell,1,0,0,0
Bill Simpson,1,0,0,0
Otis Sistrunk,1,0,2,2
Eldridge Small,1,0,0,0
Ed Smith,1,0,2,2
Tody Smith,1,0,34,34
Henry Stuckey,1,0,21,21
Bruce Taylor,1,0,0,0
Joe Taylor,1,0,27,27
Jim Thaxton,1,0,0,0
Maurice Tyler,1,0,0,0
Marv Upshaw,1,1,52,52
Jackie Wallace,1,0,3,3
Mark Washington,1,0,0,0
Clyde Werner,1,0,7,7
Charlie West,1,0,0,0
Stan White,1,0,40,40
Dave Wilcox,1,1,21,21
Clarence Williams,1,0,23,23
Sam Williams,1,0,25,25
Wilbur Young,1,1,52,52
John Zook,1,0,14,14
Lonnie Hepburn,0,0,22,22
