Team,Att,Cmp,Cmp %,Yds/Att,Pass Yds,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Chiefs,641,369,57.6,7.3,4684,29,19,83.2,208,32.4,69,14,53,46,343
Chargers,635,369,58.1,7.7,4891,27,33,75.1,232,36.5,83,7,59T,28,230
Giants,575,284,49.4,6.7,3854,12,31,55.7,164,28.5,59,12,62,49,363
Bills,571,317,55.5,6,3438,30,28,70.5,174,30.5,40,3,43,37,351
Browns,567,324,57.1,6.9,3932,27,28,73.9,184,32.4,63,6,66T,33,271
Jets,559,330,59,6.7,3742,21,28,70.8,173,31,39,5,64,43,317
Vikings,555,310,55.9,6.3,3514,15,22,67.5,170,30.6,38,6,68,43,303
Cowboys,554,346,62.4,7.5,4156,31,25,85.2,207,37.4,46,11,80,37,314
49ers,528,339,64.2,7.6,4021,27,12,94.9,201,38.1,49,8,77,33,224
Buccaneers,528,300,56.8,6.6,3490,18,24,69.4,158,29.9,33,11,80,49,366
Packers,526,311,59.1,8.9,4688,33,32,84,212,40.3,75,16,75T,42,323
Falcons,507,321,63.3,7.5,3793,24,10,93.6,192,37.9,46,10,76,55,389
Raiders,504,301,59.7,7.8,3910,31,24,84.8,182,36.1,41,9,99,55,464
Lions,503,263,52.3,6.6,3297,19,23,66.5,158,31.4,36,9,80T,45,342
Broncos,499,254,50.9,7,3466,17,22,66.4,156,31.3,57,9,78,55,439
Rams,489,286,58.5,7,3411,23,23,76,150,30.7,41,9,61T,23,190
Eagles,486,252,51.8,7.3,3532,22,18,75.2,149,30.7,53,12,83,57,415
Oilers,482,260,53.9,6.8,3286,16,29,61.4,155,32.2,46,7,66,49,384
Redskins,463,278,60,8.1,3765,29,11,97,174,37.6,53,9,84,35,251
Cardinals,460,267,58,7.2,3309,29,21,82.4,147,32,51,7,71,59,441
Bengals,454,290,63.9,7.7,3492,14,18,81.1,179,39.4,47,8,80T,40,309
Seahawks,449,251,55.9,7.4,3316,25,18,81.3,155,34.5,51,8,50T,47,343
Bears,447,255,57,7.7,3461,21,22,77,135,30.2,49,12,87,53,358
Dolphins,442,254,57.5,7.3,3235,28,11,91.2,149,33.7,37,9,85,23,190
Saints,425,243,57.2,6.6,2782,14,25,63.5,136,32,39,2,48,35,305
Patriots,412,220,53.4,7.4,3040,16,18,72.1,139,33.7,44,7,76T,45,334
Steelers,409,211,51.6,6.7,2754,15,23,61.9,141,34.5,40,6,52,52,350
Colts,377,188,49.9,7.1,2663,12,22,59.4,109,28.9,42,6,72T,47,340
