Team,KO,Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Dolphins,23,1498,21,91.3,2,60.5,0,0,0,1
Cowboys,21,1369,20,95.2,1,28,0,0,0,0
Bills,20,1291,15,75,5,22.8,0,0,0,0
49ers,20,1284,14,70,5,25.4,0,0,1,0
Seahawks,19,1221,16,84.2,2,22.5,0,0,0,0
Eagles,18,1164,16,88.9,2,31,0,0,0,0
Browns,17,1089,12,70.6,4,16.5,0,0,0,0
Colts,17,1089,12,70.6,4,19.2,0,0,0,0
Rams,17,1030,14,82.4,2,25,1,0,0,0
Cardinals,17,1107,16,94.1,1,21,0,0,0,0
Chargers,17,1105,17,100,0,0,0,0,0,0
Chiefs,16,1040,16,100,0,0,0,0,0,0
Falcons,15,984,12,80,2,27.5,0,0,0,0
Ravens,15,975,15,100,0,0,0,0,0,0
Broncos,15,876,13,86.7,0,0,2,0,0,0
Lions,15,947,10,66.7,5,18.8,0,0,0,0
Packers,15,974,8,53.3,7,19.3,0,0,0,0
Texans,15,975,9,60,4,22.5,0,0,0,0
Panthers,14,795,8,57.1,4,25.5,2,0,0,0
Vikings,14,859,12,85.7,1,23,1,0,0,0
Saints,14,916,13,92.9,1,24,0,0,0,0
Steelers,14,910,14,100,0,0,0,0,0,0
Buccaneers,14,922,11,78.6,3,20.7,0,0,0,0
Titans,13,842,6,46.2,7,22.9,0,0,0,0
Jaguars,13,826,9,69.2,4,33,0,0,0,1
Jets,13,830,10,76.9,2,5.5,0,0,0,0
Bears,12,731,9,75,2,27.5,1,0,0,0
Bengals,12,760,10,83.3,1,16,0,0,0,0
Patriots,12,761,9,75,3,22,0,0,0,0
Commanders,12,780,12,100,0,0,0,0,0,0
Raiders,11,729,8,72.7,3,32,0,0,0,0
Giants,11,714,10,90.9,1,19,0,0,0,0
