Player,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
Avery Williams,16.2,18,292,0,3,1,56,19,1
Tremon Smith,13.2,4,53,0,1,0,26,2,0
Kalif Raymond,13.2,20,264,1,3,2,47,20,1
Pharoh Cooper,13,9,117,0,1,0,28,6,0
Keisean Nixon,12.7,11,140,0,1,0,24,0,0
Marquez Callaway,12.5,2,25,0,1,0,21,4,0
Marcus Jones,12.5,29,362,1,5,1,84,8,1
Kyle Philips,12.4,5,62,0,1,1,46,2,2
Donovan Peoples-Jones,12.4,18,223,1,2,1,76,10,0
Kendall Hinton,12.3,3,37,0,0,0,17,2,0
Devin Duvernay,11.9,16,190,0,2,2,46,18,1
DeAndre Carter,11.7,29,339,0,4,0,28,17,1
Braxton Berrios,11.4,21,240,0,2,0,22,28,1
Jamison Crowder,11.1,9,100,0,1,0,20,4,1
Ray-Ray McCloud,10.8,33,356,0,3,0,35,21,1
C.J. Board,10.5,14,147,0,0,0,19,5,1
Jaelon Darden,10.4,33,345,0,2,0,24,19,0
KaVontae Turpin,10.4,29,303,0,4,1,52,26,3
Trent Taylor,10.3,33,340,0,5,0,27,19,2
Deven Thompkins,10.2,6,61,0,0,0,14,10,1
Nyheim Hines,9.8,27,264,0,3,0,28,14,2
Rashid Shaheed,9.6,20,193,0,1,1,42,25,0
Desmond King,9.4,33,309,0,2,0,31,16,1
Britain Covey,9.3,33,308,0,3,0,27,18,2
Randall Cobb,9.2,4,37,0,0,0,15,1,0
Raheem Blackshear,9.2,6,55,0,1,0,21,0,1
Mecole Hardman,9.2,6,55,0,2,0,22,2,1
Dante Pettis,9.1,18,163,0,2,0,27,8,1
Keke Coutee,8.9,17,152,0,0,0,19,9,3
Jarvis Landry,8.5,2,17,0,0,0,14,1,0
Montrell Washington,8.5,32,271,0,3,0,30,14,4
Jamal Agnew,8.2,25,205,0,1,0,22,12,0
Robert Woods,8.2,11,90,0,1,0,21,14,1
Justin Watson,7.8,5,39,0,0,0,17,3,0
Dax Milne,7.8,40,311,0,0,0,19,22,1
Khalil Shakir,7.7,3,23,0,0,0,17,3,0
DeVonta Smith,7.5,2,15,0,0,0,12,0,0
Ced Wilson,7.5,13,97,0,0,0,15,16,0
Brandon Powell,7.4,24,177,0,1,0,22,19,1
DeeJay Dallas,7.3,14,102,0,1,0,20,11,1
Richie James,7.2,24,174,0,2,0,23,14,3
Velus Jones Jr.,7,5,35,0,0,0,19,1,2
Tyler Lockett,7,1,7,0,0,0,7,8,1
Amari Rodgers,7,20,139,0,1,0,20,15,4
Gunner Olszewski,6.9,8,55,0,1,0,20,5,2
Hunter Renfrow,6.7,11,74,0,0,0,17,4,0
Greg Dortch,6.6,26,172,0,0,0,18,5,1
Isaiah Rodgers,6.5,2,13,0,0,0,13,1,1
Jalen Reagor,6.4,26,167,0,2,0,25,14,4
Alex Erickson,6.2,4,25,0,0,0,13,4,0
Christian Kirk,6.2,4,25,0,0,0,10,2,0
Shi Smith,6.2,23,143,0,1,0,22,9,3
Skyy Moore,6.1,14,86,0,0,0,15,4,3
Kadarius Toney,6.1,10,61,0,0,0,9,4,1
Keelan Cole,6.1,13,79,0,0,0,13,8,1
Demetric Felton,6,7,42,0,0,0,15,1,1
James Proche,6,4,24,0,0,0,9,2,0
Myles Bryant,5.6,10,56,0,0,0,16,2,1
Steven Sims,5.5,19,105,0,1,0,24,13,3
Jevon Holland,4.5,4,18,0,0,0,8,10,1
Andre Roberts,4.5,4,18,0,0,0,10,6,1
Chester Rogers,4.5,4,18,0,0,0,7,4,1
Dallis Flowers,4.3,3,13,0,0,0,9,8,1
Deonte Harty,2.7,3,8,0,0,0,12,7,1
Dontrell Hilliard,2,2,4,0,0,0,4,0,0
Adoree' Jackson,1.7,3,5,0,0,0,3,1,0
DJ Turner,1.5,2,3,0,0,0,3,0,1
Jake Gervase,1,1,1,0,0,0,1,0,0
Xavier Crawford,0,1,0,0,0,0,0,0,1
Nick Cross,0,1,0,0,0,0,0,0,1
Dee Delaney,0,1,0,0,0,0,0,0,1
Darnay Holmes,0,1,0,0,0,0,0,0,0
Amani Hooker,0,1,0,0,0,0,0,0,1
Brandon Johnson,0,1,0,0,0,0,0,0,1
Tyron Johnson,0,1,0,0,0,0,0,0,0
Taiwan Jones,0,1,0,0,0,0,0,0,1
Mason Kinsey,0,2,0,0,0,0,0,3,1
Chris Lammons,0,1,0,0,0,0,0,0,0
Jason Pinnock,0,1,0,0,0,0,0,0,1
Freddie Swain,0,1,0,0,0,0,0,0,1
Keith Taylor,0,1,0,0,0,0,0,0,1
Josh Thompson,0,1,0,0,0,0,0,0,1
Tyreek Hill,-2,2,-4,0,0,0,-2,2,0
