Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
Josh Jacobs,1653,340,12,7,2,86,93,27.4,2
Derrick Henry,1538,349,13,10,4,56,65,18.6,4
Nick Chubb,1525,302,12,13,1,41,69,22.8,1
Saquon Barkley,1312,295,10,9,2,68,62,21,1
Miles Sanders,1269,259,11,9,1,40,62,23.9,1
Dalvin Cook,1173,264,8,5,3,81,50,18.9,3
Justin Fields,1143,160,8,10,4,67,65,40.6,8
Christian McCaffrey,1139,244,8,9,1,49,59,24.2,1
Travis Etienne,1125,220,5,8,4,62,52,23.6,3
Aaron Jones,1121,213,2,6,0,36,54,25.4,3
Jamaal Williams,1066,262,17,4,2,58,65,24.8,3
Kenneth Walker III,1050,228,9,10,3,74,51,22.4,0
Rhamondre Stevenson,1040,210,5,7,1,49,49,23.3,2
Tyler Allgeier,1035,210,3,6,3,44,53,25.2,0
Najee Harris,1034,272,7,1,0,36,45,16.5,2
Tony Pollard,1007,193,9,9,3,57,46,23.8,0
Dameon Pierce,939,220,4,7,2,75,54,24.6,4
Austin Ekeler,915,204,13,4,2,72,46,22.6,3
D'Onta Foreman,914,203,5,8,1,60,45,22.2,1
Alvin Kamara,897,223,2,3,0,27,40,17.9,2
Raheem Mostert,891,181,3,6,1,67,44,24.3,1
Ezekiel Elliott,876,231,12,5,0,27,52,22.5,0
Jonathan Taylor,861,192,4,5,1,66,39,20.3,3
Jeff Wilson,860,176,5,7,1,41,43,24.4,2
Isiah Pacheco,830,170,5,3,0,31,37,21.8,3
Devin Singletary,819,177,5,5,0,33,42,23.7,3
Joe Mixon,814,210,7,4,1,40,47,22.4,0
David Montgomery,801,201,5,2,0,28,41,20.4,1
Brian Robinson,797,205,2,2,0,24,49,23.9,2
Cam Akers,786,188,7,3,1,42,39,20.7,2
James Conner,782,183,7,3,0,23,48,26.2,3
AJ Dillon,770,186,7,3,0,27,47,25.3,0
Lamar Jackson,764,112,3,5,1,79,46,41.1,2
Josh Allen,762,124,7,8,1,44,55,44.4,7
Jalen Hurts,760,165,13,7,1,42,67,40.6,5
Latavius Murray,760,171,6,5,1,52,44,25.7,1
Khalil Herbert,731,129,4,4,2,63,26,20.2,0
Daniel Jones,708,120,7,4,0,25,57,47.5,2
Cordarrelle Patterson,695,144,8,4,1,40,39,27.1,1
Leonard Fournette,668,189,3,1,0,23,39,20.6,0
Taysom Hill,575,96,7,3,2,60,34,35.4,1
Antonio Gibson,546,149,3,1,0,20,32,21.5,1
D'Andre Swift,542,99,5,3,2,50,21,21.2,0
J.K. Dobbins,520,92,2,4,1,44,26,28.3,0
James Cook,507,89,2,6,0,33,24,27,1
Kenyan Drake,482,109,4,5,1,40,21,19.3,1
Rachaad White,481,129,1,2,0,35,27,20.9,1
Kareem Hunt,468,123,3,2,0,24,30,24.4,1
Chuba Hubbard,466,95,2,3,0,35,23,24.2,0
Breece Hall,463,80,4,3,1,62,20,25,0
Damien Harris,462,106,3,2,0,30,23,21.7,0
Zack Moss,456,93,1,2,1,43,18,19.4,1
Marcus Mariota,438,85,4,4,0,30,30,35.3,4
Gus Edwards,433,87,3,3,0,37,30,34.5,1
James Robinson,425,110,3,4,1,50,22,20,1
Kyler Murray,418,67,3,3,1,42,23,34.3,5
Michael Carter,402,114,3,3,0,25,14,12.3,1
Samaje Perine,394,95,2,1,0,29,19,20,0
Jaylen Warren,379,77,1,3,0,31,20,26,1
Caleb Huntley,366,76,1,2,0,30,18,23.7,1
Geno Smith,366,68,1,2,0,25,24,35.3,3
Patrick Mahomes,358,61,4,1,0,20,25,41,4
Rashaad Penny,346,57,2,5,1,41,15,26.3,1
Melvin Gordon,318,90,2,0,0,17,15,16.7,4
Eno Benjamin,313,77,2,1,1,45,14,18.2,0
Clyde Edwards-Helaire,302,71,3,2,1,52,15,21.1,0
Bam Knight,300,85,1,1,1,48,14,16.5,1
Trevor Lawrence,291,62,5,1,0,24,27,43.6,5
Jerick McKinnon,291,72,1,2,0,30,12,16.7,0
Joshua Kelley,287,69,2,1,0,22,16,23.2,0
Darrell Henderson,283,70,3,1,0,23,14,20,0
Alexander Mattison,283,74,5,0,0,15,21,28.4,0
Elijah Mitchell,279,45,2,1,0,37,15,33.3,0
Russell Wilson,277,55,3,0,0,19,21,38.2,2
Justice Hill,262,49,0,1,0,34,15,30.6,1
Jordan Mason,258,43,1,1,1,55,10,23.3,0
Joe Burrow,257,75,5,2,0,23,27,36,0
Chase Edmonds,245,68,2,3,0,28,8,11.8,0
Jacoby Brissett,243,49,2,3,0,22,28,57.1,1
Kenneth Gainwell,240,53,4,0,0,13,17,32.1,0
Kenny Pickett,237,55,3,1,0,23,23,41.8,3
Deon Jackson,236,68,1,0,0,17,13,19.1,1
Mark Ingram,233,62,1,0,0,14,12,19.4,1
Deebo Samuel,232,42,3,3,1,51,8,19,3
Matt Breida,220,54,1,0,0,18,13,24.1,0
Boston Scott,217,54,3,1,0,21,12,22.2,0
Javonte Williams,204,47,0,0,0,17,9,19.2,1
JaMycal Hasty,194,46,2,1,1,61,7,15.2,0
Curtis Samuel,187,38,1,2,0,21,11,29,1
DeeJay Dallas,186,35,0,1,0,27,9,25.7,0
Dak Prescott,182,45,1,1,0,25,19,42.2,1
Deshaun Watson,175,36,1,2,0,21,10,27.8,1
Justin Jackson,170,42,1,1,0,27,8,19,0
Malik Davis,161,38,1,2,0,23,6,15.8,0
Ty Johnson,160,30,1,2,0,32,5,16.7,0
Jonathan Williams,152,37,0,1,0,23,6,16.2,0
Justin Herbert,147,54,0,1,0,23,17,31.5,3
Dontrell Hilliard,145,22,0,2,0,30,4,18.2,0
Gary Brightwell,141,31,1,1,0,25,9,29,0
Kyren Williams,139,35,0,0,0,17,6,17.1,0
Tyler Huntley,137,43,1,0,0,14,12,27.9,3
Dare Ogunbowale,123,42,1,0,0,11,10,23.8,0
Malik Willis,123,27,1,0,0,17,8,29.6,2
Royce Freeman,117,41,0,0,0,11,7,17.1,1
Avery Williams,109,22,1,1,0,21,6,27.3,0
Davis Mills,108,32,2,0,0,17,7,21.9,3
Sam Darnold,106,26,2,1,0,26,9,34.6,5
Sony Michel,106,36,0,0,0,12,8,22.2,0
Velus Jones Jr.,103,9,1,1,1,42,5,55.6,1
Mike Boone,102,24,0,0,0,18,6,25,0
Derek Carr,102,24,0,1,0,20,10,41.7,1
Mac Jones,102,47,1,0,0,15,12,25.5,2
Craig Reynolds,102,23,0,1,0,21,4,17.4,0
Darrel Williams,102,21,1,1,0,30,8,38.1,0
Zach Wilson,102,28,1,0,0,18,7,25,0
Pierre Strong,100,10,1,1,1,44,5,50,0
Tyrion Davis-Price,99,34,0,1,0,20,5,14.7,0
Ryan Tannehill,98,34,2,0,0,17,12,35.3,1
Kirk Cousins,97,31,2,0,0,19,11,35.5,2
Taylor Heinicke,96,28,1,0,0,15,6,21.4,1
J.D. McKissic,95,22,0,1,0,33,5,22.7,0
