Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Desmond King,50,1,50,0,1,1,50,0,0
Kyle Dugger,37,1,37,0,1,0,37,0,0
Khalil Shakir,34,1,34,0,1,0,34,0,0
Kalif Raymond,32.5,2,65,0,1,1,52,0,1
Brandon Bolden,32,1,32,0,1,0,32,0,0
Cordarrelle Patterson,31.6,9,284,1,7,1,103,0,0
Dallis Flowers,31.1,23,715,0,22,3,89,0,1
Khalil Herbert,29.2,5,146,0,4,1,50,0,0
Nyheim Hines,29.2,19,554,2,14,2,101,0,0
Russ Yeast,29,1,29,0,1,0,29,0,0
Keisean Nixon,28.8,35,1009,1,21,5,105,0,0
Godwin Igwebuike,28,11,308,0,9,2,50,0,0
Ty Montgomery,28,1,28,0,1,0,28,0,0
Velus Jones Jr.,27.6,22,607,0,20,4,63,0,0
Laviska Shenault Jr.,27.3,3,82,0,2,0,36,0,0
Boston Scott,27.1,15,406,0,9,2,66,0,0
Raheem Blackshear,27,19,513,0,13,3,66,0,0
D'Ernest Johnson,27,1,27,0,1,0,27,0,0
Justin Jackson,26.6,23,613,0,22,1,42,0,0
Kene Nwangwu,26.3,35,920,1,28,1,97,0,0
Jamal Agnew,26,21,547,0,17,2,54,0,0
Devin Duvernay,25.5,15,383,1,9,1,103,0,0
Steven Sims,25.5,17,434,0,10,1,89,0,0
Isaiah Rodgers,25.1,18,452,0,13,1,45,0,0
Jonathan Ward,25,1,25,0,1,0,25,0,0
Justice Hill,24.7,10,247,0,8,1,56,0,0
Maurice Alexander,24.3,6,146,0,4,1,47,0,0
JaMycal Hasty,24.2,4,97,0,3,0,29,0,0
Jaret Patterson,24.2,4,97,0,4,0,27,0,0
KaVontae Turpin,24.2,21,508,0,13,1,63,0,0
Jerome Ford,24.1,30,723,0,18,3,48,0,0
Pharoh Cooper,24,12,288,0,8,0,33,0,0
Isaiah McKenzie,24,6,144,0,4,1,42,0,0
Marcus Jones,23.9,27,645,0,18,1,46,0,0
Antonio Gibson,23.1,21,486,0,15,2,45,0,0
Braxton Berrios,23.1,26,600,0,21,1,42,0,0
Ray-Ray McCloud,23,26,599,0,18,0,39,0,1
Taysom Hill,23,3,69,0,2,0,26,0,1
Dontrell Hilliard,23,1,23,0,1,0,23,0,0
Dare Ogunbowale,23,2,46,0,2,0,25,0,0
Pierre Strong,23,5,115,0,5,0,26,0,0
Shane Zylstra,23,2,46,0,2,0,26,0,0
Rashid Shaheed,22.9,14,320,0,11,0,31,0,0
Deonte Harty,22.8,6,137,0,5,0,33,0,0
Trestan Ebner,22.6,10,226,0,7,0,30,0,0
Eno Benjamin,22.5,8,180,0,5,1,44,0,0
DeeJay Dallas,22.5,12,270,0,8,0,30,0,0
Duke Johnson,22.4,7,157,0,5,1,43,0,0
Jaelon Darden,22.3,3,67,0,2,0,25,0,0
Trayveon Williams,22.2,16,356,0,10,1,42,0,0
Rachaad White,22.2,11,244,0,8,0,30,0,1
Michael Hoecht,22,1,22,0,1,0,22,0,0
Tremon Smith,22,19,417,0,13,0,32,0,0
Deven Thompkins,21.9,12,263,0,6,1,54,0,0
Hassan Haskins,21.8,19,414,0,10,0,37,0,0
Julius Chestnut,21.5,10,215,0,7,0,33,0,0
D'Wayne Eskridge,21.4,7,150,0,5,0,29,0,0
Gary Brightwell,21.4,26,555,0,14,2,47,0,0
Chester Rogers,21.2,8,170,0,4,0,28,0,0
Chris Evans,21.1,10,211,0,7,0,29,0,0
Jalen Virgil,21,1,21,0,1,0,21,0,1
Ameer Abdullah,20.9,26,543,0,15,0,33,0,0
Chuba Hubbard,20.8,5,104,0,2,0,36,0,1
Britain Covey,20.6,10,206,0,8,0,26,0,0
Isiah Pacheco,20.6,29,597,0,12,3,48,0,1
C.J. Board,20.5,4,82,0,3,0,22,0,0
Amari Rodgers,20.3,6,122,0,2,0,34,0,0
Brandon Powell,20.2,30,605,0,15,0,34,0,0
Raheem Mostert,20.1,25,502,0,14,0,31,0,0
Marlon Mack,20,1,20,0,1,0,20,0,0
Dax Milne,20,15,300,0,6,0,33,0,0
Greg Dortch,19.8,11,218,0,5,0,31,0,0
Avery Williams,19.6,16,313,0,8,0,30,0,0
Romeo Doubs,19.5,2,39,0,1,0,21,0,0
DJ Turner,19.5,4,78,0,2,0,22,0,0
Chris Claybrooks,19.2,4,77,0,2,0,22,0,0
DeAndre Carter,19.1,26,497,0,10,0,33,0,1
Jonathan Williams,19,1,19,0,0,0,19,0,0
Brandon Zylstra,19,1,19,0,0,0,19,0,0
Montrell Washington,18.9,18,340,0,8,0,29,0,1
Peyton Hendershot,18,1,18,0,0,0,18,0,1
Bam Knight,18,1,18,0,0,0,18,0,0
Andre Roberts,17.5,2,35,0,0,0,18,0,0
Christian Watson,17.5,2,35,0,0,0,18,0,0
Dwayne Washington,17.2,4,69,0,1,0,24,0,0
Jamison Crowder,17,1,17,0,0,0,17,0,0
Ihmir Smith-Marsette,17,1,17,0,0,0,17,0,0
Skyy Moore,16.7,3,50,0,1,0,23,0,0
Trenton Cannon,16.5,2,33,0,0,0,19,0,0
Jonnu Smith,15.5,2,31,0,0,0,16,0,0
Gunner Olszewski,15.3,3,46,0,1,0,27,0,0
Kylen Granson,15,1,15,0,0,0,15,0,0
Jakob Johnson,15,1,15,0,0,0,15,0,0
Nikola Kalinic,15,1,15,0,0,0,15,0,0
Joshua Kelley,15,1,15,0,0,0,15,0,0
Patrick Ricard,15,1,15,0,0,0,15,0,0
Michael Burton,14.5,2,29,0,1,0,20,0,0
Devin Asiasi,14,1,14,0,0,0,14,0,0
Giovani Bernard,14,1,14,0,0,0,14,0,0
Nick Boyle,14,1,14,0,0,0,14,0,0
Durham Smythe,13.5,2,27,0,0,0,18,0,0
