Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Ty Johnson,13,3,39,0,0,0,19,0,0
Keith Smith,12.3,3,37,0,0,0,16,0,0
David Bell,12,1,12,0,0,0,12,0,0
Jody Fortson,12,1,12,0,0,0,12,0,1
Demetric Felton,11,1,11,0,0,0,11,0,0
Eric Saubert,10.5,2,21,0,0,0,15,0,0
Quez Watkins,10.2,5,51,0,0,0,17,0,0
Alec Ingold,10,2,20,0,0,0,12,0,0
Benny Snell,10,3,30,0,0,0,15,0,0
Tyrie Cleveland,9,2,18,0,0,0,10,0,0
Elijah Moore,9,1,9,0,0,0,9,0,0
Tommy Tremble,8,1,8,0,0,0,8,0,1
Trent Taylor,7.5,2,15,0,0,0,9,0,0
Tyler Higbee,7,1,7,0,0,0,7,0,0
Ko Kieft,7,1,7,0,0,0,7,0,0
Stephen Sullivan,5,1,5,0,0,0,5,0,0
Mecole Hardman,4,1,4,0,0,0,4,0,0
Taiwan Jones,2,1,2,0,0,0,2,0,0
Corey Ballentine,0,1,0,0,0,0,0,0,0
Josiah Deguara,0,1,0,0,0,0,0,0,0
Cam Lewis,0,1,0,0,0,0,0,0,0
Johnny Mundt,0,1,0,0,0,0,0,0,0
James Pierre,0,1,0,0,0,0,0,0,1
