Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Justin Jefferson,128,1809,8,28,6,64,80,62.5,0,613,184
Tyreek Hill,119,1710,7,25,7,64,77,64.7,1,482,170
Travis Kelce,110,1338,12,19,2,52,78,70.9,1,657,152
Stefon Diggs,108,1429,11,17,6,53,72,66.7,1,419,154
Austin Ekeler,107,722,5,4,0,23,36,33.6,2,848,127
CeeDee Lamb,107,1359,9,24,0,39,67,62.6,0,486,156
Amon-Ra St. Brown,106,1161,6,11,1,49,68,64.2,0,531,146
Chris Godwin,104,1023,3,10,1,44,53,51,2,531,142
Davante Adams,100,1516,14,24,7,60,65,65,1,493,180
Michael Pittman,99,925,4,8,0,28,51,51.5,2,344,141
DeVonta Smith,95,1196,7,18,4,45,57,60,1,476,136
DK Metcalf,90,1048,6,11,3,54,47,52.2,2,211,141
A.J. Brown,88,1496,11,23,6,78,59,67,2,548,145
Ja'Marr Chase,87,1046,9,13,3,60,58,66.7,2,421,134
T.J. Hockenson,86,914,6,5,2,81,44,51.2,1,413,129
Diontae Johnson,86,882,0,7,0,37,45,52.3,1,235,147
Christian McCaffrey,85,741,5,8,1,49,36,42.4,0,695,108
Christian Kirk,84,1108,8,18,2,49,55,65.5,0,377,133
Tyler Lockett,84,1033,9,14,1,40,50,59.5,1,274,117
Garrett Wilson,83,1103,4,13,3,60,56,67.5,1,384,147
Zay Jones,82,823,5,7,1,59,44,53.7,0,289,121
Brandon Aiyuk,78,1015,8,17,1,54,47,60.3,1,388,114
Amari Cooper,78,1160,9,18,4,55,61,78.2,0,308,132
JuJu Smith-Schuster,78,933,3,9,4,53,47,60.3,3,465,101
Mike Evans,77,1124,6,19,5,63,53,68.8,0,216,127
Terry McLaurin,77,1191,5,16,6,52,56,72.7,0,382,120
Cooper Kupp,75,812,6,11,2,75,42,56,2,413,98
Jaylen Waddle,75,1356,8,21,6,84,60,80,1,510,117
Tee Higgins,74,1029,7,14,3,59,46,62.2,0,286,109
Mark Andrews,73,847,5,7,0,36,48,65.8,1,243,113
Evan Engram,73,766,4,10,0,36,33,45.2,0,465,98
Leonard Fournette,73,523,3,3,1,44,26,35.6,0,563,83
Tyler Higbee,72,620,3,4,0,26,32,44.4,0,404,108
Drake London,72,866,4,10,1,40,48,66.7,3,231,117
Chris Olave,72,1042,4,13,4,53,48,66.7,2,210,119
Josh Palmer,72,769,3,7,2,50,39,54.2,1,252,107
Adam Thielen,70,716,6,7,0,36,45,64.3,0,152,107
Rhamondre Stevenson,69,421,1,3,1,40,13,18.8,2,488,88
Marquise Brown,67,709,3,9,1,47,33,49.2,1,236,107
Jerry Jeudy,67,972,6,14,5,67,41,61.2,0,392,100
Jakobi Meyers,67,804,6,14,1,48,38,56.7,1,238,96
Keenan Allen,66,752,4,7,2,46,39,59.1,1,263,89
DeAndre Hopkins,64,717,3,8,0,33,35,54.7,2,165,96
Curtis Samuel,64,656,4,10,1,49,36,56.2,0,289,92
Courtland Sutton,64,829,2,11,1,51,38,59.4,0,152,109
Parris Campbell,63,623,3,7,1,49,32,50.8,1,276,91
Pat Freiermuth,63,732,2,9,1,57,37,58.7,0,291,98
DJ Moore,63,888,7,17,4,62,44,69.8,0,178,118
Mike Williams,63,895,4,11,2,55,39,61.9,0,319,93
Donovan Peoples-Jones,61,839,3,14,1,42,33,54.1,1,191,96
George Kittle,60,765,11,12,1,54,36,60,1,382,86
Allen Lazard,60,788,6,13,2,47,45,75,0,248,100
Joe Mixon,60,441,2,4,0,35,17,28.3,0,468,75
K.J. Osborn,60,650,5,6,2,66,32,53.3,1,300,90
Aaron Jones,59,395,5,5,0,30,19,32.2,2,477,72
Tyler Boyd,58,762,5,10,3,60,41,70.7,0,249,82
Tyler Conklin,58,552,3,6,0,30,25,43.1,2,289,87
Gerald Everett,58,555,4,4,0,26,29,50,0,320,87
David Njoku,58,628,4,8,0,38,36,62.1,1,332,80
Saquon Barkley,57,338,0,2,1,41,10,17.5,0,434,76
Brandin Cooks,57,699,3,13,3,44,29,50.9,0,205,93
Mack Hollins,57,690,4,9,2,60,34,59.6,0,192,94
Richie James,57,569,4,3,0,33,29,50.9,0,176,70
Alvin Kamara,57,490,2,3,1,54,17,29.8,2,465,77
Dalton Schultz,57,577,5,5,0,30,27,47.4,1,204,89
Jerick McKinnon,56,512,9,6,1,56,28,50,1,541,71
Deebo Samuel,56,632,2,7,1,57,25,44.6,0,493,94
Dallas Goedert,55,702,3,11,0,31,40,72.7,1,420,69
Josh Jacobs,53,400,0,2,1,43,16,30.2,1,374,64
Robert Tonyan,53,470,2,6,0,24,20,37.7,0,230,67
Robert Woods,53,527,2,3,1,41,31,58.5,0,156,91
