Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Sean Hill,38,1,38,0,1,0,38,0,0
Ben Bronson,31,1,31,0,1,0,31,0,0
Ronnie Harris,29,1,29,0,1,0,29,0,0
Thomas Lewis,28.6,9,257,1,6,1,91,0,0
Leslie Shepherd,28.3,3,85,0,2,0,36,0,0
Robert Brooks,28,1,28,0,1,0,28,0,0
Ron Carpenter,27.6,20,553,0,13,2,58,0,2
Glyn Milburn,27,47,1269,0,33,4,86,0,0
Clayton Holmes,26.8,5,134,0,4,1,46,0,1
Jeff Hill,26.7,17,454,0,12,3,55,0,0
Napoleon Kaufman,26,22,572,1,14,2,84,0,0
Lovell Pinkney,26,1,26,0,1,0,26,0,0
Brian Mitchell,25.6,55,1408,0,35,5,59,0,1
Derrick Witherspoon,25.5,18,459,1,12,2,86,0,0
Tamarick Vanover,25.5,43,1095,2,27,3,99,0,0
Dave Meggett,25.4,38,964,0,26,4,62,0,1
Leroy Thompson,25.3,6,152,0,4,1,40,0,0
Jamal Willis,25.1,17,427,0,13,0,39,0,0
Lou Benfatti,25,1,25,0,1,0,25,0,0
Corey Sawyer,25,2,50,0,2,0,28,0,0
Allen Williams,25,4,100,0,3,0,32,0,1
Steve Broussard,24.7,43,1064,0,31,5,70,0,4
Qadry Ismail,24.7,42,1037,0,28,3,71,0,2
O.J. McDuffie,24.5,23,564,0,19,1,47,0,0
Tyrone Hughes,24.5,66,1617,0,45,5,83,0,0
Ernie Mills,24.2,54,1306,0,35,5,57,0,1
Randal Hill,23.9,12,287,0,11,0,33,0,0
Don Beebe,23.9,9,215,0,6,0,38,0,0
Aaron Bailey,23.6,21,495,1,11,1,95,0,0
LeShon Johnson,23.6,11,259,0,6,1,70,0,1
Charles Johnson,23.5,2,47,0,1,1,40,0,0
J.T. Thomas,23.5,32,752,0,22,2,46,0,1
Michael Timpson,23.3,18,420,0,9,2,51,0,1
Antonio Freeman,23.2,24,556,0,16,1,45,0,1
Eric Metcalf,23.2,12,278,0,7,1,47,0,0
Anthony Carter,23,2,46,0,2,0,23,0,0
Gary Harrell,23,1,23,0,1,0,23,0,0
Chris T. Jones,23,2,46,0,2,0,26,0,0
Dino Philyaw,23,1,23,0,1,0,23,0,0
Andre Coleman,22.8,62,1411,2,31,6,92,0,3
Kevin R. Williams,22.6,49,1108,0,34,3,43,0,1
Randy Baldwin,22.6,14,316,0,10,0,36,0,0
Jamal Anderson,22.5,24,541,0,15,0,35,0,0
Jimmy Smith,22.5,24,540,1,16,1,89,0,2
Dwight Stone,22.4,12,269,0,7,1,40,0,0
Mel Gray,22.3,53,1183,0,33,3,54,1,2
Ron Rivers,22.1,19,420,0,12,1,51,0,1
Earnest Hunter,22.1,23,508,0,15,0,37,0,1
Ray Buchanan,22,1,22,0,1,0,22,0,0
Kirby Dar Dar,22,1,22,0,1,0,22,0,0
Dexter Carter,21.9,56,1227,0,28,4,57,0,4
David Dunn,21.8,50,1092,0,27,1,45,0,1
Ryan Terry,21.8,37,808,0,22,1,53,0,1
Troy Brown,21.7,31,672,0,18,0,38,0,0
Johnnie Morton,21.7,18,390,0,10,0,32,0,0
Ronald Humphrey,21.6,21,453,0,12,1,64,0,1
Curtis Marsh,21.5,15,323,0,10,0,39,0,2
Nate Lewis,21.5,42,904,0,26,2,52,0,0
Herschel Walker,21.5,41,881,0,21,2,67,0,0
Willie Jackson,21.3,19,404,0,9,1,47,0,0
Erric Pegram,21.2,4,85,0,2,0,28,0,0
Todd Kinchen,21.2,35,743,0,21,1,50,0,2
Charles Jordan,21.1,21,444,0,11,0,33,0,0
Eric Bieniemy,21,8,168,0,5,0,34,0,1
Irving Spikes,21,18,378,0,8,1,55,0,0
Lamont Warren,21,15,315,0,9,0,34,0,0
Roell Preston,20.9,30,627,0,14,1,44,0,1
Corey Harris,20.9,19,397,0,12,0,35,0,0
David Palmer,20.8,17,354,0,6,1,42,0,0
Ronald Moore,20.8,8,166,0,4,1,46,0,0
Travis Jervey,20.6,8,165,0,6,0,28,0,0
Randy Jordan,20.5,2,41,0,2,0,21,0,0
Darick Holmes,20.5,39,799,0,21,1,42,0,1
Charlie Garner,20.3,29,590,0,17,1,41,0,0
Mike Caldwell,20,2,40,0,2,0,20,0,0
Daryl Hobbs,20,1,20,0,1,0,20,0,0
Amp Lee,20,5,100,0,3,0,24,0,0
Mark Pike,20,1,20,0,1,0,20,0,0
Lamar Smith,20,1,20,0,1,0,20,0,0
Jeff Sydner,20,4,80,0,2,0,35,0,0
Lewis Tillman,20,1,20,0,1,0,20,0,0
Derrick Alexander,20,21,419,0,11,1,42,0,1
Bobby Joe Edmonds,19.8,58,1147,0,26,2,44,0,1
Raghib Ismail,19.6,36,706,0,15,1,43,0,3
Earnest Byner,19.6,5,98,0,2,0,27,0,0
Michael Bates,19.6,9,176,0,5,0,38,0,0
Greg Primus,19.5,2,39,0,1,0,22,0,0
Johnny Bailey,19.4,5,97,0,2,0,28,0,0
Kelvin Martin,19.4,20,388,0,8,0,38,0,0
Marcus Dowdell,19.1,18,344,0,8,0,28,0,0
John Gerak,19,1,19,0,0,0,19,0,0
Vernon Turner,19,17,323,0,8,1,43,0,0
Butler By'Not'e,18.6,18,335,0,10,0,35,0,0
Tyrone Wheatley,18.6,10,186,0,5,0,32,0,0
Chris Green,18.5,2,37,0,1,0,22,0,0
Calvin Jones,18.4,5,92,0,1,0,22,0,0
Yonel Jourdain,18.3,19,348,0,8,1,41,0,2
Danan Hughes,18,1,18,0,0,0,18,0,0
Ricky Powers,18,3,54,0,1,0,20,0,0
Keenan McCardell,17.9,9,161,0,4,0,28,0,0
Desmond Howard,17.8,10,178,0,2,0,24,0,0
Jerry Ellison,17.4,15,261,0,4,0,33,0,0
Stevie Anderson,17,1,17,0,0,0,17,0,0
James Joseph,17,1,17,0,0,0,17,0,0
John Jurkovic,17,1,17,0,0,0,17,0,0
Adam Walker,17,1,17,0,0,0,17,0,0
Terrence Warren,16.8,4,67,0,1,0,21,0,0
Anthony Edwards,16.7,3,50,0,1,0,24,0,0
Derrick Ned,16.5,2,33,0,0,0,19,0,0
Chris Thomas,16.3,3,49,0,1,0,20,0,0
Terrell Fletcher,16.2,4,65,0,1,0,30,0,1
Mack Strong,16.2,4,65,0,1,0,30,0,1
Terrell Buckley,16,1,16,0,0,0,16,0,0
Vaughn Dunbar,16,2,32,0,1,0,21,0,0
Brock Marion,16,1,16,0,0,0,16,0,0
Rodney Thomas,16,3,48,0,1,0,23,0,0
Jeff Thomason,16,1,16,0,0,0,16,0,0
Anthony Morgan,15.3,3,46,0,1,0,20,0,0
William Bell,15.1,8,121,0,1,0,34,0,0
Jason Belser,15,1,15,0,0,0,15,0,0
Larry Centers,15,1,15,0,0,0,15,0,0
Joey Galloway,15,2,30,0,0,0,18,0,0
Ron George,15,3,45,0,1,0,21,0,0
Brian Kozlowski,15,5,75,0,0,0,17,0,0
Bobby Phillips,15,4,60,0,2,0,23,0,1
Deion Sanders,15,1,15,0,0,0,15,0,0
Ken Tippins,15,1,15,0,0,0,15,0,0
Curtis Buckley,14.5,2,29,0,0,0,18,0,0
Kevin Lee,14,1,14,0,0,0,14,0,0
