Player,Avg,Net Avg,Net Yds,Punts,Lng,Yds,IN 20,OOB,Dn,TB,FC,Ret,RetY,TD,P Blk
Don Silvestri,47.6,33.6,168,5,61,238,0,1,0,1,0,3,50,0,0
Rick Tuten,45,36.5,3026,83,73,3735,21,7,13,8,7,48,549,0,0
Darren Bennett,44.7,36.6,2632,72,66,3221,28,7,9,8,13,35,429,1,0
Sean Landeta,44.3,36.7,3046,83,63,3679,23,5,12,12,16,38,393,1,0
Louie Aguiar,43.8,36.4,3317,91,65,3990,29,5,14,12,18,42,433,0,0
Bryan Barker,43.8,38.6,3168,82,63,3591,19,10,11,5,11,45,323,0,0
Jeff Feagles,43.8,38.2,2748,72,60,3150,20,10,8,8,14,32,242,0,0
Tom Tupa,43.6,36.2,2355,65,64,2831,18,5,8,9,9,34,296,0,0
Tom Hutton,43.3,34.1,2895,86,63,3682,20,5,12,13,17,38,527,2,1
Reggie Roby,42.8,36.6,2821,78,61,3296,23,11,7,7,11,41,335,0,1
John Kidd,42.7,36.3,2068,57,56,2433,15,2,5,5,10,35,265,0,0
Chris Gardocki,42.6,33.4,2105,63,69,2681,16,4,10,7,5,37,436,0,0
Mike Horan,42.5,36.2,2606,72,60,3063,15,10,9,8,11,34,297,1,0
Matt Turk,42.4,37.7,2787,74,60,3140,29,15,11,9,13,26,173,0,0
Craig Hentrich,42.2,35.7,2321,67,61,2740,26,3,8,7,11,36,279,0,2
Tom Rouen,42.2,38.4,1995,53,61,2192,22,1,11,3,12,25,137,0,1
Bryan Wagner,42.1,35.4,1309,37,57,1557,13,2,6,4,5,20,168,0,0
Lee Johnson,42.1,38.6,2627,68,61,2861,26,12,6,4,19,27,154,0,0
Mark Royals,42,32.1,1831,59,69,2393,15,9,7,6,6,29,442,1,2
Brian Hansen,41.3,32.2,3187,100,67,4090,23,6,11,10,13,59,703,0,1
Jeff Gossett,41.2,35.1,2635,76,60,3089,22,10,11,8,8,38,294,0,1
Dan Stryzinski,41.2,36.2,2423,67,64,2759,21,6,7,5,21,28,236,0,0
Tommy Barnhardt,41.1,35.2,3344,95,54,3906,27,12,10,11,23,39,342,0,0
Rich Camarillo,41.1,35.3,2717,78,60,3165,26,7,10,8,17,35,288,1,1
Mike Saxon,40.9,33.1,2382,72,60,2948,21,7,8,6,10,41,446,1,0
John Jett,40.9,34.5,1830,53,58,2166,17,6,9,6,10,22,216,0,0
Klaus Wilmsmeyer,40.6,36,2632,74,53,2965,21,3,7,5,22,36,233,0,1
Tommy Thompson,40.6,33.7,1920,57,65,2312,13,1,5,5,20,26,292,0,0
Chris Mohr,40.4,36.2,3109,86,60,3473,23,12,14,7,30,23,224,1,0
Rohn Stark,40.1,33.2,1962,59,64,2368,20,3,14,11,9,22,186,0,0
Chris Boniol,38.5,38.5,77,2,56,77,2,2,0,0,0,0,0,0,0
Todd Sauerbrun,37.8,31.1,1712,55,61,2080,16,2,7,6,13,27,248,1,0
Pat O'Neill,36.4,30.9,1360,44,57,1603,14,6,8,3,6,21,183,0,0
Jason Hanson,34,14,14,1,34,34,0,0,0,1,0,0,0,0,0
John Kasay,32,32,32,1,32,32,1,0,1,0,0,0,0,0,0
Matt Bahr,29,9,9,1,29,29,0,0,0,1,0,0,0,0,0
Doug Pelfrey,26,26,52,2,27,52,0,1,0,0,1,0,0,0,0
Jason Elam,17,17,17,1,17,17,1,1,0,0,0,0,0,0,0
Dave Brown,15,15,15,1,15,15,0,0,0,0,1,0,0,0,0
Al Del Greco,15,15,15,1,15,15,0,1,0,0,0,0,0,0,0
