Player,INT,INT TD,INT Yds,Lng
Orlando Thomas,9,1,108,45
Willie Clay,8,0,173,39
William Thomas,7,1,104,37
Willie Williams,7,1,122,63
Larry Brown,6,2,124,65
Darryll Lewis,6,1,145,98
Brock Marion,6,1,40,32
Brett Maxie,6,0,59,49
Terry McDaniel,6,1,46,42
Corey Raymond,6,0,44,18
Kurt Schulz,6,1,48,32
Otis Smith,6,1,101,49
Aeneas Williams,6,2,86,48
Toby Wright,6,0,79,27
Robert Blackmon,5,0,46,21
LeRoy Butler,5,0,105,76
Tyronne Drakeford,5,0,54,37
Vencie Glenn,5,1,91,75
Merton Hanks,5,0,31,23
Rodney Harrison,5,0,22,17
Martin Mayhew,5,0,81,40
Sam Mills,5,1,58,36
Stevon Moore,5,0,55,28
Phillippi Sparks,5,0,11,6
Troy Vincent,5,1,95,69
Vincent Brown,4,0,1,1
Dale Carter,4,0,45,29
Tom Carter,4,1,116,51
Carlton Gray,4,0,45,26
Dwayne Harper,4,0,12,15
Todd Lyght,4,1,34,29
Tim McDonald,4,2,135,52
Darren Perry,4,0,71,26
Jimmy Spencer,4,0,11,9
Bracy Walker,4,0,56,23
Donnell Woolford,4,0,21,16
Ashley Ambrose,3,0,12,7
Steve Atwater,3,0,54,25
Chuck Cecil,3,1,35,20
Harry Colon,3,0,46,41
Eugene Daniel,3,1,142,97
Eric Davis,3,1,84,86
Cris Dishman,3,0,17,17
Donald Frank,3,0,72,42
Darrell Green,3,1,42,22
Myron Guyton,3,0,68,45
Corey Harris,3,0,-5,-5
James Hasty,3,1,89,64
Seth Joyner,3,0,9,11
Ty Law,3,0,47,38
Greg Lloyd,3,0,85,52
Keith Lyle,3,0,42,31
John Lynch,3,0,3,3
Tim McKyer,3,1,99,96
Mark McMillian,3,0,27,19
Charles Mincy,3,0,37,20
Kevin Miniefield,3,0,37,37
Ken Norton,3,2,102,46
Roman Phifer,3,0,52,25
Ricky Reynolds,3,0,6,4
Stanley Richard,3,0,24,24
Kevin Ross,3,0,70,33
Terry Taylor,3,0,31,31
Pat Terrell,3,0,33,21
Jessie Tuggle,3,1,84,49
Brian Washington,3,1,100,74
Brent Alexander,2,0,14,14
Elijah Alexander,2,0,5,4
Eric Allen,2,0,28,28
Tomur Barnes,2,0,6,6
Myron Bell,2,0,4,4
Jeff Brady,2,0,7,9
Tyrone Braxton,2,0,36,36
J.B. Brown,2,0,20,20
Ray Buchanan,2,0,60,60
Mike Caldwell,2,1,24,24
Marty Carter,2,0,20,15
Willie Clark,2,0,14,13
Andre Collins,2,0,3,3
Matt Darby,2,0,37,37
Ernest Dixon,2,0,17,11
Gerald Dixon,2,1,48,30
Doug Evans,2,0,24,24
Shaun Gayle,2,1,99,99
Keith Goganious,2,0,11,6
Dana Hall,2,0,41,36
Odie Harris,2,0,0,0
Terry Hoage,2,0,0,0
Tyrone Hughes,2,0,19,19
Patrick Hunter,2,0,21,21
Alfred Jackson,2,1,46,37
Steve Jackson,2,0,0,0
D.J. Johnson,2,0,4,2
Mike Johnson,2,0,23,14
Pepper Johnson,2,0,22,22
Gary Jones,2,1,51,49
Dwayne Joseph,2,0,31,31
Vance Joseph,2,0,39,39
Antonio Langham,2,0,29,29
Mo Lewis,2,1,22,15
Wilber Marshall,2,0,20,20
Clay Matthews,2,0,1,1
Alvoid Mays,2,1,35,32
Ryan McNeil,2,0,26,21
Shane Pahukoa,2,0,12,12
Anthony Parker,2,0,-5,3
Marvcus Patton,2,0,7,6
Bryce Paup,2,0,0,0
Tyrone Poole,2,0,8,4
Thomas Randolph,2,0,15,15
Bill Romanowski,2,0,5,7
Deion Sanders,2,0,34,34
Corey Sawyer,2,0,61,61
Junior Seau,2,0,5,3
Thomas Smith,2,0,23,13
Michael Strahan,2,0,56,56
Bobby Taylor,2,0,52,35
George Teague,2,0,100,74
James Washington,2,0,35,21
William White,2,0,48,30
James E. Williams,2,0,19,16
Lee Woodall,2,0,0,0
Darren Woodson,2,1,46,37
Eddie Anderson,1,0,0,0
Jessie Armstead,1,1,58,58
Gene Atkins,1,0,0,0
Michael Bankston,1,0,28,28
Roy Barker,1,0,-2,-2
Aubrey Beavers,1,0,8,8
Jason Belser,1,0,0,0
Cornelius Bennett,1,1,69,69
Blaine Bishop,1,1,62,62
Bennie Blades,1,0,0,0
Issac Booth,1,0,11,11
John Booty,1,0,21,21
Tony Bouie,1,0,19,19
Alundis Brice,1,0,2,2
Matt Brock,1,0,9,9
Aundray Bruce,1,1,1,1
Terrell Buckley,1,0,0,0
Jeff Burris,1,0,19,19
Devin Bush,1,0,0,0
Lewis Bush,1,0,0,0
Darren Carrington,1,0,17,17
Vinnie Clark,1,0,0,0
Mark Collins,1,0,8,8
Shane Conlan,1,0,1,1
Quentin Coryatt,1,0,6,6
Bryan Cox,1,0,12,12
Ron Cox,1,0,1,1
Kenny Davidson,1,0,3,3
Anthony Davis,1,0,11,11
Jack Del Rio,1,0,15,15
Charles Dimry,1,0,0,0
Dedrick Dodge,1,0,13,13
Torin Dorn,1,1,24,24
Mike Dumas,1,0,0,0
Greg Evans,1,0,18,18
D'Marco Farr,1,0,5,5
Derrick Frazier,1,0,3,3
Rob Fredrickson,1,0,14,14
Corey Fuller,1,0,0,0
Aaron Glenn,1,0,17,17
Kurt Gouveia,1,0,20,20
Steve Grant,1,0,9,9
Derwin Gray,1,0,10,10
Victor Green,1,0,2,2
Kevin Greene,1,0,0,0
Don Griffin,1,0,0,0
Monty Grow,1,0,2,2
Britt Hager,1,0,19,19
Roger Harper,1,0,0,0
Martin Harrison,1,0,15,15
Clayton Holmes,1,0,0,0
Derrick Hoskins,1,0,26,26
Maurice Hurst,1,0,0,0
Calvin Jackson,1,0,23,23
Greg Jackson,1,0,18,18
Rickey Jackson,1,0,1,1
Melvin Johnson,1,0,0,0
Henry Jones,1,0,10,10
Mike A. Jones,1,0,23,23
Rod Jones,1,0,24,24
Roger Jones,1,1,17,17
Selwyn Jones,1,0,0,0
Joe Kelly,1,0,0,0
George Koonce,1,0,12,12
Greg Kragen,1,0,29,29
Carnell Lake,1,1,32,32
Tyrone Legette,1,0,43,43
Jeremy Lincoln,1,0,32,32
Sean Lumpkin,1,1,47,47
Lorenzo Lynch,1,1,72,72
Van Malone,1,0,0,0
John Mangum,1,0,2,2
Anthony Marshall,1,0,0,0
Wayne Martin,1,0,12,12
Lonnie Marts,1,0,8,8
J.J. McCleskey,1,0,0,0
Ed McDaniel,1,0,3,3
Bubba McDowell,1,0,33,33
Barry Minter,1,1,2,2
Alton Montgomery,1,1,71,71
Winston Moss,1,0,0,0
Godfrey Myles,1,0,15,15
Craig Newsome,1,0,3,3
Chris Oldham,1,0,12,12
Tito Paul,1,0,4,4
Anthony Phillips,1,0,43,43
Joe Phillips,1,0,2,2
Marquez Pope,1,0,-7,-7
Darryl Pounds,1,0,26,26
Mike Prior,1,0,9,9
Terry Ray,1,0,21,21
Eddie Robinson,1,1,49,49
Eugene Robinson,1,0,32,21
Dan Saleaumua,1,0,0,0
Warren Sapp,1,1,5,5
Mike Scurlock,1,0,13,13
Ray Seals,1,0,0,0
Terrance Shaw,1,0,31,31
Clyde Simmons,1,1,25,25
Chris Singleton,1,0,3,3
Joel Smeenge,1,0,12,12
Chris Spielman,1,0,4,4
Michael Stewart,1,0,0,0
Dana Stubblefield,1,0,12,12
Ken Tippins,1,0,0,0
Steve Tovar,1,0,13,13
Winfred Tubbs,1,0,6,6
Scott Turner,1,0,0,0
Sean Vanhorse,1,0,0,0
Dewayne Washington,1,0,25,25
Mickey Washington,1,1,48,48
Damon Watts,1,0,9,9
David White,1,0,9,9
Barry Wilburn,1,0,0,0
Darryl Williams,1,0,1,1
Terry Wooden,1,0,9,9
Tito Wooten,1,0,38,38
Mike Zordich,1,0,10,10
Bo Orlando,0,0,37,37
