Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Boomer Esiason,2275,5.8,389,221,56.8,16,15,71.4,118,30.3,26,3,43,27,198
Mark Brunell,2168,6.3,346,201,58.1,15,7,82.6,107,30.9,23,1,45,39,238
Jeff Hostetler,1998,7,286,172,60.1,12,9,82.2,109,38.1,19,4,80,22,133
Elvis Grbac,1469,8,183,127,69.4,8,5,96.6,68,37.2,15,4,81,6,36
Mark Rypien,1448,6.7,217,129,59.4,9,8,77.9,69,31.8,18,2,50,11,60
Vince Evans,1236,7.1,175,100,57.1,6,8,71.5,56,32,17,4,73,11,70
Steve Beuerlein,952,6.7,142,71,50,4,7,60.5,47,33.1,12,1,71,17,103
Eric Zeier,864,5.4,161,82,50.9,4,9,51.9,42,26.1,8,4,59,15,91
John Friesz,795,6.6,120,64,53.3,6,3,80.4,44,36.7,7,1,43,3,12
Heath Shuler,745,6,125,66,52.8,3,7,55.6,40,32,13,1,44,13,76
Bubby Brister,726,4.3,170,93,54.7,4,8,53.7,35,20.6,3,0,32,16,122
Bernie Kosar,699,6.5,108,74,68.5,3,5,76.1,35,32.4,6,0,31,6,28
Mike Tomczak,666,5.9,113,65,57.5,1,9,44.3,36,31.9,5,0,29,6,42
Randall Cunningham,605,5,121,69,57,3,5,61.5,34,28.1,5,0,33,13,79
Craig Erickson,586,7.1,83,50,60.2,3,4,73.7,23,27.7,6,0,39,10,68
Steve McNair,569,7.1,80,41,51.2,3,1,81.7,23,28.8,8,2,53,6,63
Billy Joe Hobert,540,6.8,80,44,55,6,4,80.2,23,28.8,6,3,80,3,11
Casey Weldon,519,5.7,91,42,46.2,1,2,58.8,25,27.5,5,1,40,9,55
Will Furrer,483,4.9,99,48,48.5,2,7,40.1,23,23.2,4,2,48,5,35
Frank Reich,441,5.2,84,37,44,2,2,58.7,19,22.6,5,2,46,12,100
Jim Miller,397,7.1,56,32,57.1,2,5,53.9,17,30.4,6,1,42,2,8
Wade Wilson,391,6.9,57,38,66.7,1,3,70.1,19,33.3,4,0,38,4,29
Gale Gilbert,325,5.3,61,36,59,0,4,46.1,15,24.6,3,1,41,9,43
Bobby Hebert,313,7,45,28,62.2,2,1,88.5,15,33.3,4,0,37,0,0
Scott Zolak,282,5.8,49,28,57.1,1,0,80.5,15,30.6,2,1,72,4,28
Brad Johnson,272,7.6,36,25,69.4,0,2,68.3,10,27.8,4,0,39,2,18
Mike Buck,271,8.5,32,20,62.5,1,0,99.9,13,40.6,6,0,28,2,10
Paul Justin,212,5.9,36,20,55.6,0,2,49.8,9,25,1,0,20,3,22
Hugh Millen,197,4.9,40,26,65,1,0,85.1,10,25,0,0,18,4,35
Don Majkowski,161,8,20,15,75,1,0,114.8,8,40,1,0,22,1,5
Glenn Foley,128,4.4,29,16,55.2,0,1,52.1,6,20.7,1,0,32,4,21
Todd Collins,112,3.9,29,14,48.3,0,1,44,6,20.7,0,0,18,6,43
Alex Van Pelt,106,5.9,18,10,55.6,2,0,110,7,38.9,0,0,19,0,0
Jack Trudeau,100,5.9,17,11,64.7,0,3,40.9,7,41.2,0,0,19,2,8
Bill Musgrave,93,7.8,12,8,66.7,0,0,89.9,5,41.7,2,0,23,0,0
David Klingler,88,5.9,15,7,46.7,1,1,59.9,5,33.3,2,0,33,1,10
Ty Detmer,81,5.1,16,8,50,1,1,59.6,6,37.5,1,0,25,0,0
Kordell Stewart,60,8.6,7,5,71.4,1,0,136.9,3,42.9,1,0,32,1,0
Rich Gannon,57,5.2,11,7,63.6,0,0,76.7,3,27.3,0,0,18,0,0
Tommy Maddox,49,2.1,23,6,26.1,0,3,0,3,13,0,0,13,2,7
Cary Conklin,48,4,12,4,33.3,0,0,46.5,2,16.7,1,0,28,2,20
Reggie Roby,48,48,1,1,100,0,0,118.8,1,100,1,1,48,0,0
Jason Garrett,46,9.2,5,4,80,1,0,144.6,3,60,1,0,24,0,0
Eric Guliford,46,23,2,1,50,0,1,56.2,1,50,1,1,46,0,0
Dave Barr,42,4.7,9,5,55.6,0,0,67.8,1,11.1,0,0,18,1,4
Jerry Rice,41,41,1,1,100,1,0,158.3,1,100,1,1,41,0,0
T.J. Rubley,39,6.5,6,4,66.7,0,1,45.1,2,33.3,0,0,17,0,0
Rob Moore,33,16.5,2,1,50,0,1,56.2,1,50,1,0,33,0,0
Terry Kirby,31,31,1,1,100,1,0,158.3,1,100,1,0,31,0,0
Tom Tupa,25,25,1,1,100,0,0,118.8,1,100,1,0,25,0,0
Rob Johnson,24,3.4,7,3,42.9,0,1,12.5,0,0,0,0,19,1,13
John Taylor,21,21,1,1,100,0,0,118.8,1,100,1,0,21,0,0
Stoney Case,19,9.5,2,1,50,0,1,43.8,1,50,0,0,19,0,0
Klaus Wilmsmeyer,18,18,1,1,100,0,0,118.8,1,100,0,0,18,0,0
Garrison Hearst,16,8,2,1,50,0,0,77.1,1,50,0,0,16,0,0
Tom Hodson,14,2.8,5,3,60,0,0,64.6,0,0,0,0,9,0,0
Harvey Williams,13,13,1,1,100,1,0,158.3,1,100,0,0,13,0,0
Barry Sanders,11,5.5,2,1,50,0,0,66.7,1,50,0,0,11,0,0
Jim McMahon,6,6,1,1,100,0,0,91.7,0,0,0,0,6,0,0
Lee Johnson,5,5,1,1,100,0,0,87.5,1,100,0,0,5,0,0
Richie Anderson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Justin Armour,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Eric Bieniemy,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
Rich Camarillo,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Larry Centers,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Curtis Conway,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
David Dunn,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Chris Gardocki,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Daryl Hobbs,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Michael Jackson,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Todd Kinchen,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Tony Martin,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Dan McGwire,0,0,1,0,0,0,0,39.6,0,0,0,0,0,1,7
Dave Meggett,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Eric Metcalf,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Torrance Small,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Vince Workman,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
