Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
Emmitt Smith,1773,377,25,10,3,60,107,28.4,7
Barry Sanders,1500,314,11,16,6,75,70,22.3,2
Curtis Martin,1487,368,14,11,1,49,80,21.7,5
Chris Warren,1346,310,15,6,1,52,77,24.8,4
Terry Allen,1309,338,10,4,0,28,66,19.5,6
Ricky Watters,1273,337,11,6,1,57,76,22.6,4
Errict Rhett,1207,332,11,2,0,21,76,22.9,2
Rodney Hampton,1182,306,10,3,0,32,74,24.2,5
Terrell Davis,1117,237,7,7,1,60,58,24.5,4
Harvey Williams,1114,255,9,8,1,60,59,23.1,5
Craig Heyward,1083,236,6,3,0,31,64,27.1,3
Marshall Faulk,1078,289,11,6,1,40,68,23.5,7
Rashaan Salaam,1074,296,10,2,1,42,59,19.9,9
Garrison Hearst,1070,284,1,6,0,38,52,18.3,12
Edgar Bennett,1067,316,3,2,0,23,47,14.9,1
Thurman Thomas,1005,267,6,4,1,49,63,23.6,6
Mario Bates,951,244,7,5,1,66,50,20.5,2
Rodney Thomas,947,251,5,5,2,74,49,19.5,5
Marcus Allen,890,207,5,4,0,38,51,24.6,1
Bernie Parmalee,878,236,9,5,1,40,55,23.3,4
Erric Pegram,813,213,5,2,0,38,34,16,6
Adrian Murrell,795,192,1,5,0,30,44,22.9,1
Derrick Moore,740,195,4,3,1,53,35,18,4
Natrone Means,730,186,5,4,0,36,39,21,2
Derek Loville,723,218,10,1,0,27,47,21.6,1
Darick Holmes,698,172,4,2,0,38,41,23.8,3
Greg Hill,667,155,1,2,0,27,27,17.4,2
Harold Green,661,171,2,2,0,23,35,20.5,2
Jerome Bettis,637,183,3,1,1,41,24,13.1,4
Robert Smith,632,139,5,6,2,58,28,20.1,1
Charlie Garner,588,108,6,4,1,55,25,23.2,1
Robert Green,570,107,3,2,0,38,26,24.3,2
Bam Morris,559,148,9,2,0,30,37,25,3
Leroy Hoard,547,136,0,2,0,25,28,20.6,5
James Stewart,525,137,2,1,0,22,27,19.7,1
Napoleon Kaufman,490,108,1,3,0,28,28,25.9,0
