Player,FF,FR,FR TD
Greg Lloyd,6,0,0
Ed McDaniel,6,1,0
Anthony Pleasant,6,0,0
Clyde Simmons,6,0,0
Joe Bowden,5,1,0
D'Marco Farr,5,0,0
William Fuller,5,1,0
Ken Harvey,5,2,0
Sam Mills,5,4,0
Pat Swilling,5,0,0
Marvin Washington,5,0,0
Vencie Glenn,4,2,0
Antonio London,4,0,0
Lorenzo Lynch,4,0,0
Willie McGinest,4,0,0
Hardy Nickerson,4,3,0
Leslie O'Neal,4,0,0
Joel Smeenge,4,0,0
Chuck Smith,4,2,0
Neil Smith,4,1,0
Alonzo Spellman,4,1,0
Tony Stargell,4,0,0
Eddie Anderson,3,2,0
Tony Bennett,3,1,1
Blaine Bishop,3,4,0
Mark Collins,3,1,1
Harry Colon,3,0,0
Bryan Cox,3,1,0
Simon Fletcher,3,0,0
Corey Fuller,3,1,1
Andy Harmon,3,1,0
Greg Jackson,3,3,1
Sean Lumpkin,3,0,0
Marvcus Patton,3,1,0
Bryce Paup,3,1,0
Tyrone Poole,3,0,0
Terry Ray,3,2,0
Corey Sawyer,3,0,0
Michael Strahan,3,0,0
Doug Terry,3,0,0
Henry Thomas,3,2,0
Ray Agnew,2,1,0
Brent Alexander,2,0,0
Trace Armstrong,2,1,0
Steve Atwater,2,0,0
Micheal Barrow,2,1,0
Myron Bell,2,0,0
Greg Biekert,2,0,0
Robert Blackmon,2,0,0
Tim Bowens,2,2,0
Derrick Brooks,2,0,0
J.B. Brown,2,1,0
Aundray Bruce,2,0,0
Lewis Bush,2,2,0
Keith Byars,2,0,0
Marty Carter,2,1,0
John Copeland,2,0,0
Eric Davis,2,0,0
Cris Dishman,2,2,0
Ernest Dixon,2,0,0
Cedric Figaro,2,0,0
Paul Frase,2,0,0
Jumpy Geathers,2,0,0
Jason Gildon,2,1,0
Derwin Gray,2,1,0
Kevin Greene,2,0,0
Don Griffin,2,0,0
Charles Haley,2,0,0
Robert Harris,2,2,0
Tracy Hayworth,2,1,0
Jeff Herrod,2,0,0
Eric Hill,2,0,0
Bobby Houston,2,0,0
Jim Jeffcoat,2,0,0
Mike Johnson,2,4,0
