Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Jason Hanson,93,6221,1828,13,14,80,22.8,0,0,0,0
Norm Johnson,93,5411,1544,3,3.2,88,17.6,0,0,2,0
Pete Stoyanovich,89,5497,1760,3,3.4,84,21,1,0,1,0
Jason Elam,87,5338,1671,8,9.2,77,21.7,2,0,1,2
Fuad Reveiz,85,5254,1581,8,9.4,74,21.4,2,0,1,0
Steve Christie,83,5205,1600,9,10.8,72,22.2,1,0,1,0
Morten Andersen,82,5646,1217,27,32.9,54,22.5,0,0,1,0
Al Del Greco,81,4515,1427,0,0,76,18.8,5,1,1,0
Todd Peterson,80,5076,1669,8,10,70,23.8,1,0,1,2
Lin Elliott,79,4853,1448,6,7.6,71,20.4,1,0,1,0
Eddie Murray,77,4590,1434,2,2.6,70,20.5,1,0,4,1
Chris Gardocki,76,4856,1546,8,10.5,68,22.7,0,0,0,1
Chris Boniol,75,4585,1331,3,4,69,19.3,2,0,1,0
John Carney,74,4809,1496,9,12.2,63,23.8,0,0,2,0
Craig Hentrich,74,4708,1367,9,12.2,63,21.7,1,0,1,0
Gary Anderson,72,4476,1571,10,13.9,60,26.2,0,0,2,0
Doug Brien,72,4264,1405,3,4.2,67,21,2,0,0,0
Matt Stover,71,4449,1172,7,9.9,63,18.6,0,0,1,0
Greg Davis,70,4168,1593,1,1.4,65,24.5,4,0,0,2
John Kasay,70,3974,1159,3,4.3,61,19,4,0,2,0
Brad Daluiso,69,4427,1129,13,18.8,54,20.9,1,0,1,0
Mike Hollis,66,3615,1278,3,4.6,54,23.7,9,4,0,1
Todd Sauerbrun,65,4106,1172,6,9.2,54,21.7,0,0,5,0
Lee Johnson,64,3987,1094,9,14.1,50,21.9,1,0,4,0
Michael Husted,58,3728,856,8,13.8,46,18.6,1,0,3,0
Don Silvestri,57,3646,976,14,24.6,41,23.8,1,0,1,0
Jeff Wilkins,49,3148,1008,6,12.2,41,24.6,0,0,2,0
Jeff Jaeger,47,2655,878,4,8.5,40,22,2,1,1,0
Bryan Wagner,39,2282,751,0,0,38,19.8,0,0,1,0
Steve McLaughlin,35,2006,518,2,5.7,29,17.9,1,0,3,0
Dean Biasucci,34,1956,729,0,0,30,24.3,2,1,1,0
Chip Lohmiller,33,2072,557,1,3,31,18,1,0,0,0
Cole Ford,32,2047,579,3,9.4,27,21.4,0,0,2,0
Pat O'Neill,32,1996,669,1,3.1,31,21.6,0,0,0,0
Doug Pelfrey,17,971,381,0,0,15,25.4,2,1,0,0
Jon Baker,16,1038,313,1,6.2,15,20.9,0,0,0,0
Kevin Butler,16,926,336,1,6.2,14,24,0,0,1,0
Tommy Thompson,12,735,235,1,8.3,11,21.4,0,0,0,0
Dirk Borgognone,8,514,131,1,12.5,7,18.7,0,0,0,0
Chris Jacke,4,257,83,0,0,4,20.8,0,0,0,0
Tony Zendejas,4,258,96,0,0,4,24,0,0,0,0
Matt Bahr,3,149,47,0,0,2,23.5,1,0,0,0
Rich Camarillo,2,101,40,0,0,2,20,0,0,0,0
Chris Mohr,2,108,15,0,0,1,15,0,0,0,0
Tommy Barnhardt,1,41,0,0,0,1,0,0,0,0,0
Jeff Gossett,1,66,12,0,0,1,12,0,0,0,0
Brian Hansen,1,58,11,0,0,1,11,0,0,0,0
Tom Hutton,1,35,5,0,0,1,5,0,0,0,0
John Jett,1,69,17,0,0,1,17,0,0,0,0
John Kidd,1,52,22,0,0,1,22,0,0,0,0
Dan Stryzinski,1,48,10,0,0,1,10,0,0,0,0
