Team,FF,FR,FR TD
Falcons,0,12,0
Bills,0,11,1
Bears,0,14,0
Bengals,0,11,1
Browns,0,16,1
Cowboys,0,13,0
Broncos,0,11,0
Lions,0,13,0
Packers,0,12,1
Oilers,0,15,1
Colts,0,14,0
Chiefs,0,16,0
Rams,0,3,0
Raiders,0,14,2
Dolphins,0,17,0
Vikings,0,11,1
Patriots,0,14,0
Saints,0,19,0
Giants,0,10,1
Jets,0,9,0
Eagles,0,16,3
Cardinals,0,9,1
Steelers,0,22,1
Chargers,0,13,1
49ers,0,20,1
Redskins,0,15,1
