Team,FF,FR,FR TD
Cowboys,22,17,3
Giants,20,13,1
Seahawks,18,11,0
Jaguars,17,13,2
Broncos,16,8,0
49ers,16,10,1
Eagles,15,10,0
Chargers,15,10,0
Ravens,14,10,0
Bears,14,9,0
Bengals,14,10,1
Lions,14,10,0
Texans,14,10,0
Colts,14,11,0
Dolphins,13,6,2
Patriots,13,11,2
Saints,13,7,0
Packers,12,7,0
Chiefs,12,9,0
Cardinals,12,9,2
Buccaneers,12,10,0
Bills,11,10,0
Browns,11,9,2
Titans,11,6,0
Vikings,11,10,1
Jets,11,4,0
Rams,10,6,0
Raiders,10,7,2
Panthers,9,6,1
Steelers,9,3,0
Falcons,8,6,0
Commanders,8,9,1
