Team,Att,Cmp,Cmp %,Yds/Att,Pass Yds,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Jets,637,352,55.3,6.3,4023,23,29,67.5,192,30.1,50,8,63T,20,99
Packers,600,348,58,6.5,3916,21,16,78.2,197,32.8,43,7,67,34,238
Rams,587,380,64.7,9.4,5492,37,23,99.7,247,42.1,79,21,85T,44,260
49ers,583,366,62.8,7.6,4400,32,10,97,211,36.2,61,9,69T,25,161
Chiefs,582,342,58.8,7.6,4408,29,15,88.5,207,35.6,59,8,81T,34,259
Chargers,578,311,53.8,6.1,3540,19,30,61.8,156,27,41,9,83,53,302
Eagles,575,331,57.6,5.9,3386,21,15,75.9,182,31.6,46,5,70T,45,262
Colts,571,357,62.5,7.7,4413,33,15,94.7,213,37.3,51,8,78T,20,131
Broncos,569,354,62.2,7.8,4464,28,12,94.2,223,39.2,65,10,61,30,221
Panthers,566,340,60.1,6.8,3850,19,19,77.7,201,35.5,47,2,54,69,382
Patriots,565,328,58,6.1,3461,18,15,75.5,172,30.4,35,5,59T,48,280
Redskins,561,343,61.1,6.9,3892,18,21,77,185,33,43,10,77T,32,244
Cardinals,554,316,57,6.3,3478,16,24,67.4,156,28.2,41,11,70,35,228
Bills,546,312,57.1,7.2,3936,20,10,84.3,174,31.9,59,9,74T,59,360
Jaguars,545,333,61.1,7.2,3947,22,15,85.2,193,35.4,42,11,67,54,289
Bears,542,304,56.1,5.5,3005,12,16,67,143,26.4,29,6,68,34,200
Giants,529,311,58.8,6.8,3610,22,13,83.1,195,36.9,46,7,59,28,243
Falcons,514,285,55.4,6.2,3166,14,20,66.8,156,30.4,32,5,55,61,386
Seahawks,507,308,60.8,6.3,3198,21,21,75.5,168,33.1,26,7,71,46,238
Ravens,504,287,56.9,6.2,3102,20,19,72.7,156,31,37,8,59,43,287
Lions,503,277,55.1,6,2992,14,19,66.3,143,28.4,35,4,59T,53,317
Saints,497,298,60,7.2,3573,22,15,84.2,169,34,42,8,53,39,244
Vikings,495,307,62,8.1,4019,33,18,94.7,193,39,57,13,78T,35,187
Browns,483,278,57.6,5.6,2728,9,19,63.4,110,22.8,25,3,79,40,283
Raiders,475,284,59.8,7.2,3430,28,11,92,177,37.3,42,8,84T,28,124
Titans,462,286,61.9,7.4,3430,18,16,83.2,167,36.2,41,6,67,27,164
Bengals,454,207,45.6,4.9,2219,6,14,52,109,24,26,1,46,52,273
Cowboys,445,255,57.3,6.2,2771,14,21,66.6,128,28.8,33,6,76T,35,249
Steelers,439,217,49.4,6.2,2738,12,10,68.9,128,29.2,37,3,77,43,220
Buccaneers,433,237,54.7,6.5,2824,18,13,76.2,144,33.3,38,5,75,38,241
Dolphins,421,243,57.7,6.5,2720,15,17,72.2,122,29,32,8,61,28,153
