Team,FGM,Att,FG %,1-19 > A-M,20-29 > A-M,30-39 > A-M,40-49 > A-M,50-59 > A-M,60+ > A-M,Lng,FG Blk
Vikings,32,44,72.7,3_3,15_14,10_6,12_8,0_0,0_0,51,1
Patriots,30,40,75,0_0,7_7,16_11,14_9,0_0,0_0,52,1
Giants,29,38,76.3,0_0,11_10,14_13,11_5,0_0,0_0,52,0
49ers,29,36,80.6,3_3,8_8,9_8,15_10,0_0,0_0,47,2
Redskins,29,40,72.5,2_2,11_11,15_13,11_3,0_0,0_0,48,0
Broncos,27,33,81.8,3_3,14_13,8_8,7_3,0_0,0_0,46,0
Oilers,25,37,67.6,1_1,9_8,14_9,11_5,0_0,0_0,52,1
Chiefs,24,33,72.7,1_1,6_6,14_10,9_6,0_0,0_0,50,2
Falcons,23,32,71.9,1_1,8_8,10_8,11_4,0_0,0_0,54,0
Bills,23,30,76.7,0_0,6_5,9_8,15_10,0_0,0_0,48,0
Rams,23,30,76.7,1_1,8_7,7_7,10_8,0_0,0_0,48,1
Raiders,23,34,67.6,1_1,10_8,9_8,12_5,0_0,0_0,50,1
Packers,22,28,78.6,1_1,9_9,6_4,9_7,0_0,0_0,52,1
Buccaneers,22,28,78.6,0_0,9_9,6_6,10_5,0_0,0_0,53,1
Colts,21,27,77.8,2_2,6_6,10_9,5_3,0_0,0_0,55,0
Steelers,21,30,70,2_2,5_5,8_5,15_9,0_0,0_0,49,0
Lions,20,21,95.2,0_0,3_3,9_8,8_8,0_0,0_0,50,0
Saints,20,29,69,0_0,8_7,11_10,6_3,0_0,0_0,49,1
Eagles,20,33,60.6,2_2,5_4,13_8,13_6,0_0,0_0,49,3
Dolphins,19,26,73.1,1_1,8_8,6_5,8_4,0_0,0_0,59,1
Cardinals,18,26,69.2,0_0,7_7,6_5,11_5,0_0,0_0,50,1
Chargers,17,25,68,0_0,6_6,9_6,6_4,0_0,0_0,53,1
Browns,16,24,66.7,0_0,5_5,8_6,9_4,0_0,0_0,50,1
Bears,15,19,79,0_0,6_6,7_6,5_3,0_0,0_0,46,1
Seahawks,15,25,60,1_1,7_6,4_3,8_4,0_0,0_0,50,1
Bengals,14,20,70,0_0,10_10,5_3,5_1,0_0,0_0,47,1
Jets,14,21,66.7,1_1,7_6,4_3,8_4,0_0,0_0,46,2
Cowboys,10,20,50,1_1,2_2,5_3,9_4,0_0,0_0,47,1
