Team,FR TD,SFTY,INT TD
Ravens,4,1,2
Buccaneers,4,0,2
Titans,2,1,1
Chiefs,2,0,1
Rams,2,1,2
Patriots,2,1,3
Jets,2,2,3
Eagles,2,0,1
Steelers,2,0,1
49ers,2,0,3
Falcons,1,0,1
Panthers,1,2,0
Cowboys,1,0,0
Broncos,1,0,0
Lions,1,0,0
Jaguars,1,0,1
Vikings,1,1,1
Saints,1,1,2
Giants,1,1,1
Seahawks,1,0,2
Bills,0,1,0
Bears,0,1,1
Bengals,0,1,0
Browns,0,0,1
Packers,0,0,0
Texans,0,0,2
Colts,0,2,1
Raiders,0,0,2
Dolphins,0,1,1
Cardinals,0,0,0
Chargers,0,0,0
Redskins,0,0,0
