Team,FR TD,SFTY,INT TD
Vikings,2,0,0
Browns,1,0,0
Cowboys,1,0,2
Broncos,1,0,0
Colts,1,0,0
Jets,1,2,0
Cardinals,1,0,0
Steelers,1,1,1
Falcons,0,0,0
Ravens,0,1,0
Bills,0,0,1
Panthers,0,0,2
Bears,0,0,1
Bengals,0,0,1
Lions,0,0,1
Packers,0,0,1
Titans,0,0,0
Texans,0,0,0
Jaguars,0,0,2
Chiefs,0,0,0
Rams,0,0,0
Raiders,0,1,0
Dolphins,0,0,1
Patriots,0,1,0
Saints,0,0,1
Giants,0,0,1
Eagles,0,1,1
Chargers,0,0,0
49ers,0,0,0
Seahawks,0,0,2
Buccaneers,0,0,1
Commanders,0,0,0
