Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Dane Cruikshank,39,1,39,0,1,0,39,0,0
Darius Jennings,31.7,22,698,1,19,2,94,0,0
Alvin Kamara,31.5,4,126,0,4,1,50,0,0
D.J. Reed,30.2,11,332,0,10,1,90,0,2
Jakeem Grant,29.7,18,535,1,15,1,102,0,0
Andre Roberts,29.4,40,1174,1,29,7,99,0,2
Cordarrelle Patterson,28.8,23,663,1,19,2,95,0,1
Bobo Wilson,28.4,10,284,0,10,0,38,0,0
Holton Hill,28.3,3,85,0,3,0,30,0,0
Janarion Grant,28,2,56,0,2,0,32,0,0
Jamal Agnew,27,8,216,0,8,1,45,0,0
Tremon Smith,26.8,33,886,0,22,3,97,0,2
Mike Hughes,26.8,4,107,0,3,1,46,0,0
DJ Chark,26.6,7,186,0,5,2,47,0,0
Alex Erickson,26.2,40,1049,0,27,5,77,0,0
Ameer Abdullah,26.1,14,365,0,12,0,33,0,1
Odell Beckham Jr.,26,1,26,0,1,0,26,0,0
Corey Coleman,26,23,598,0,18,3,51,0,0
Tyler Lockett,26,19,493,0,14,2,84,0,0
Corey Clement,25.6,13,333,0,11,1,48,0,0
J'Mon Moore,25.5,4,102,0,3,0,37,0,1
Tyler Ervin,25.3,10,253,0,7,0,36,0,0
Richie James,25.2,23,580,1,15,2,97,0,0
Keenan Allen,25,1,25,0,1,0,25,0,0
Tommy Bohanon,25,1,25,0,1,0,25,0,0
Calvin Ridley,25,2,50,0,1,0,32,0,0
Marcus Murphy,24.9,13,324,0,9,1,49,0,0
Taysom Hill,24.9,14,348,0,11,1,47,0,0
Jaydon Mickens,24.8,6,149,0,5,0,31,0,0
T.J. Logan,24.7,12,296,0,8,0,36,0,0
Blake Countess,24.6,17,419,0,12,1,40,0,0
Cody Latimer,24.6,5,123,0,3,0,34,0,0
Deonte Thompson,24.5,6,147,0,5,0,35,0,0
Kenjon Barner,24.4,9,220,0,6,0,37,0,0
Jawill Davis,24.4,7,171,0,6,0,32,0,0
Dontrell Hilliard,24,11,264,0,9,0,31,0,0
Boston Scott,24,4,96,0,3,0,35,0,0
DJ Moore,23.8,5,119,0,4,0,32,0,0
Jamaal Williams,23.8,4,95,0,4,0,30,0,0
Desmond King,23.7,22,522,0,15,1,40,0,0
Marvin Hall,23.7,26,616,0,17,3,53,0,0
Danny Johnson,23.6,12,283,0,7,1,44,0,0
Devontae Booker,23.4,10,234,0,8,0,35,0,0
Phillip Lindsay,23.3,7,163,0,4,0,32,0,0
Victor Bolden,23.2,5,116,0,5,0,28,0,0
Anthony Miller,23.2,6,139,0,4,0,31,0,0
Marcus Johnson,23,1,23,0,1,0,23,0,0
J.J. Jones,23,3,69,0,2,0,33,0,0
Tommylee Lewis,23,3,69,0,2,0,26,0,0
Logan Thomas,23,1,23,0,1,0,23,0,0
