Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Dwayne Harris,22.9,29,663,0,21,0,34,0,1
Darius Jackson,22.5,4,90,0,4,0,27,0,0
Tim White,22.5,6,135,0,3,0,37,0,0
Quadree Henderson,22.4,5,112,0,4,0,30,0,0
DeAndre Carter,22.4,19,425,0,13,0,30,0,1
Chris Moore,22.3,22,491,0,16,0,39,0,0
Bashaud Breeland,21.6,8,173,0,6,0,38,0,0
Benny Cunningham,21.6,8,173,0,3,0,31,0,0
Brandon Powell,21.5,2,43,0,1,0,27,0,0
Jabrill Peppers,21.5,19,408,0,12,0,29,0,0
Pharoh Cooper,21.3,13,277,0,8,0,28,0,0
Kenyan Drake,21.3,10,213,0,7,0,26,0,0
Adam Jones,21.2,4,85,0,3,0,25,0,0
Zach Pascal,21.2,14,297,0,8,0,29,0,0
Rashad Greene,21,5,105,0,4,0,31,0,0
Ty Montgomery,21,10,210,0,7,0,27,0,1
Aldrick Robinson,21,1,21,0,1,0,21,0,0
Marquez Valdes-Scantling,21,1,21,0,1,0,21,0,0
Curtis Samuel,20.9,10,209,0,6,0,32,0,1
Senorise Perry,20.5,8,164,0,3,0,32,0,0
T.J. Jones,20.2,4,81,0,3,0,22,0,0
Ryan Switzer,20.2,30,607,0,19,0,35,0,0
Trenton Cannon,20,1,20,0,1,0,20,0,0
Trevor Davis,20,1,20,0,1,0,20,0,0
Derwin James,20,1,20,0,1,0,20,0,0
Roc Thomas,20,1,20,0,1,0,20,0,0
Isaiah McKenzie,19.8,12,237,0,6,0,33,0,0
Dare Ogunbowale,19.6,7,137,0,3,0,25,0,0
De'Anthony Thomas,19.3,3,58,0,2,0,26,0,0
Sony Michel,19.2,4,77,0,2,0,26,0,0
Brandon Williams,19.2,10,192,0,4,0,29,0,0
Kapri Bibbs,19,3,57,0,1,0,20,0,0
Shelton Gibson,19,3,57,0,1,0,30,0,0
Jourdan Lewis,19,2,38,0,0,0,19,0,0
Byron Marshall,19,6,114,0,3,0,28,0,0
Greg Stroman,18.3,6,110,0,2,0,23,0,0
Ray-Ray McCloud,18,1,18,0,0,0,18,0,1
J.D. McKissic,18,1,18,0,0,0,18,0,0
David Moore,18,1,18,0,0,0,18,0,0
JoJo Natson,18,6,108,0,3,0,24,0,0
Antonio Callaway,17.9,8,143,0,4,0,35,0,0
Taiwan Jones,17.8,5,89,0,2,0,27,0,0
Rashaad Penny,17.5,8,140,0,2,0,23,0,0
Luke Willson,17.5,2,35,0,1,0,20,0,0
Shaun Wilson,17.4,7,122,0,2,0,29,0,0
Jacquizz Rodgers,17.3,3,52,0,1,0,21,0,0
Travis Benjamin,17,1,17,0,0,0,17,0,0
Damiere Byrd,17,2,34,0,1,0,22,0,0
Matt Dayes,17,1,17,0,0,0,17,0,0
Marcus Sherels,17,2,34,0,0,0,17,0,0
T.J. Carrie,16.5,2,33,0,0,0,19,0,0
Wendell Smallwood,16.5,2,33,0,0,0,17,0,0
Chase Edmonds,16,3,48,0,0,0,18,0,0
Brian Hill,16,1,16,0,0,0,16,0,0
Zach Line,16,1,16,0,0,0,16,0,0
Brendan Langley,15.2,4,61,0,0,0,18,0,1
Taquan Mizzell,15.1,7,106,0,2,0,22,0,0
James Develin,15,1,15,0,0,0,15,0,0
Matt Longacre,15,2,30,0,0,0,16,0,0
Trent Taylor,15,1,15,0,0,0,15,0,0
Brandon Zylstra,15,1,15,0,0,0,15,0,0
River Cracraft,14.3,3,43,0,2,0,23,0,1
Stacy Coley,13.5,2,27,0,1,0,21,0,0
Robbie Chosen,13,1,13,0,0,0,13,0,0
Kalen Ballage,13,2,26,0,0,0,16,0,0
Alfred Blue,13,1,13,0,0,0,13,0,0
Willie Snead,13,1,13,0,0,0,13,0,0
Giovani Bernard,12.5,2,25,0,0,0,14,0,0
Dede Westbrook,12.3,3,37,0,0,0,16,0,0
Orson Charles,12,1,12,0,0,0,12,1,0
Cyrus Jones,12,1,12,0,0,0,12,0,0
Roosevelt Nix,12,1,12,0,0,0,12,0,0
Scott Simonson,12,1,12,0,0,0,12,0,0
Lucas Patrick,11.5,2,23,0,0,0,15,0,0
Tarik Cohen,11,2,22,0,1,0,22,0,0
Demetrius Harris,11,1,11,0,0,0,11,0,0
Jarvis Landry,11,2,22,0,0,0,14,0,0
Chris Herndon,10.5,2,21,0,0,0,11,1,0
Matt LaCosse,10,1,10,0,0,0,10,0,0
Chester Rogers,10,1,10,0,0,0,10,0,0
Eric Tomlinson,10,1,10,0,0,0,10,0,0
Spencer Ware,10,1,10,0,0,0,10,0,0
Antony Auclair,9.5,2,19,0,0,0,10,0,0
Blake Bell,9,1,9,0,0,0,9,0,0
Adam Humphries,8.5,2,17,0,0,0,13,0,0
Cole Beasley,8,1,8,0,0,0,8,0,0
Andy Janovich,8,1,8,0,0,0,8,0,0
Niles Paul,8,1,8,0,0,0,8,0,0
Donte Moncrief,7,1,7,0,0,0,7,0,0
Jordan Wilkins,7,1,7,0,0,0,7,0,0
Corey Grant,6,1,6,0,0,0,6,0,0
Jeremy Sprinkle,6,1,6,0,0,0,6,0,0
Chris Conley,5,1,5,0,0,0,5,0,0
Anthony Sherman,5,1,5,0,0,0,5,0,0
Michael Thomas,4,1,4,0,0,0,4,0,0
Justin Hardy,3.5,2,7,0,0,0,7,0,0
Darren Sproles,2,1,2,0,0,0,2,0,0
Tanner Vallejo,2,1,2,0,0,0,2,0,0
Ted Ginn,1,1,1,0,0,0,1,0,0
Bronson Kaufusi,0,1,0,0,0,0,0,0,0
Jaylen Samuels,0,1,0,0,0,0,0,0,0
Durham Smythe,0,1,0,0,0,0,0,0,0
Chris Thompson,0,1,0,0,0,0,0,0,0
Corey Thompson,0,1,0,0,0,0,0,0,0
Robert Woods,0,1,0,0,0,0,0,0,0
Brandon Wilson,-3,1,-3,0,0,0,-3,0,0
