Player,INT,INT TD,INT Yds,Lng
Kyle Fuller,7,0,52,35
Xavien Howard,7,0,52,39
Damontae Kazee,7,0,54,33
Eddie Jackson,6,2,81,41
Alec Ogletree,5,2,61,20
Shawn Williams,5,1,131,58
Andrew Adams,4,0,34,16
Kevin Byard,4,0,1,1
Duron Harmon,4,0,0,0
Donte Jackson,4,0,0,0
John Johnson,4,0,46,35
Trumaine Johnson,4,1,38,31
Steven Nelson,4,0,53,35
Jordan Poyer,4,0,11,11
Damarious Randall,4,0,59,50
Curtis Riley,4,1,67,46
D.J. Swearinger,4,0,33,22
Mike Adams,3,0,11,18
Kiko Alonso,3,0,30,15
Prince Amukamara,3,1,58,49
Jessie Bates,3,1,42,21
Tre Boston,3,0,9,9
Malcolm Butler,3,1,90,56
Ha Ha Clinton-Dix,3,0,25,24
Gareon Conley,3,1,64,36
Quandre Diggs,3,1,41,37
Rasul Douglas,3,0,14,17
Marcus Gilchrist,3,0,2,2
Andre Hal,3,0,2,2
Anthony Harris,3,0,33,33
Chris Harris,3,1,68,53
J.C. Jackson,3,0,9,9
Derwin James,3,0,30,23
Jonathan Jones,3,0,34,28
Reshad Jones,3,1,109,54
Desmond King,3,1,75,42
Darron Lee,3,1,82,36
Cory Littleton,3,1,48,22
T.J. McDonald,3,0,41,31
Bradley McDougald,3,0,39,39
Matt Milano,3,0,41,29
Kenny Moore II,3,0,52,32
Josh Norman,3,0,79,40
Marcus Peters,3,1,107,50
Brian Poole,3,0,2,2
Jalen Ramsey,3,0,0,0
Justin Reid,3,1,128,101
Justin Simmons,3,0,8,8
Darius Slay,3,1,107,67
Harrison Smith,3,0,66,52
Earl Thomas,3,0,25,25
Denzel Ward,3,0,26,26
Lorenzo Alexander,2,0,9,8
Adrian Amos,2,0,27,26
Eli Apple,2,0,29,29
Chris Banjo,2,0,0,0
Bashaud Breeland,2,1,48,26
Preston Brown,2,0,20,18
Bryce Callahan,2,0,12,12
Brandon Carr,2,0,26,32
Morris Claiborne,2,1,17,17
Quinton Dunbar,2,0,21,24
Tremaine Edmunds,2,0,19,17
Minkah Fitzpatrick,2,1,64,50
Mason Foster,2,0,4,4
Kendall Fuller,2,0,0,0
Stephon Gilmore,2,0,0,0
B.J. Goodson,2,0,8,5
Shaquill Griffin,2,0,8,8
Joe Haden,2,0,0,0
Erik Harris,2,0,22,21
Troy Hill,2,0,7,7
Malik Hooker,2,0,34,27
Marlon Humphrey,2,0,0,0
Micah Hyde,2,0,16,16
Adoree' Jackson,2,0,7,7
Kareem Jackson,2,0,24,13
Janoris Jenkins,2,0,29,29
Deion Jones,2,1,61,41
Johnathan Joseph,2,1,46,28
Eric Kendricks,2,0,3,3
Christian Kirksey,2,0,17,13
Marshon Lattimore,2,0,0,0
Shaquille Leonard,2,0,38,28
Avonte Maddox,2,0,23,23
Tyrann Mathieu,2,0,6,6
Reggie Nelson,2,0,0,0
Ron Parker,2,1,33,33
Patrick Peterson,2,0,0,0
Jimmy Smith,2,0,4,4
Telvin Smith,2,1,33,33
Darian Stewart,2,0,3,3
Michael Thomas,2,0,26,26
Danny Trevathan,2,0,12,12
Leighton Vander Esch,2,0,56,28
Tre'Davious White,2,0,37,37
Marcus Williams,2,0,100,78
Xavier Woods,2,0,15,15
Jamal Adams,1,0,38,38
Jahleel Addae,1,0,19,19
