Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Nick Foles,1413,7.2,195,141,72.3,7,4,96,60,30.8,14,4,83,9,47
C.J. Beathard,1252,7.4,169,102,60.4,8,7,81.8,60,35.5,17,4,82,18,156
Brock Osweiler,1247,7,178,113,63.5,6,4,86,58,32.6,13,3,75,17,130
Lamar Jackson,1201,7.1,170,99,58.2,6,3,84.5,60,35.3,13,2,74,16,71
Jeff Driskel,1003,5.7,176,105,59.7,6,2,82.2,50,28.4,15,0,37,16,122
Jimmy Garoppolo,718,8.1,89,53,59.6,5,3,90,35,39.3,9,1,56,13,97
Cody Kessler,709,5.4,131,85,64.9,2,2,77.4,35,26.7,5,0,35,22,149
Blaine Gabbert,626,6.2,101,61,60.4,4,4,74.9,32,31.7,4,0,35,5,37
Josh Johnson,590,6.5,91,52,57.1,3,4,69.4,29,31.9,7,1,79,9,67
Josh McCown,539,4.9,110,60,54.6,1,4,55.8,27,24.6,4,1,41,7,35
Chase Daniel,515,6.8,76,53,69.7,3,2,90.6,24,31.6,6,1,46,9,40
Tyrod Taylor,473,5.6,85,42,49.4,2,2,64.5,17,20,7,1,47,13,81
Derek Anderson,465,6.6,70,42,60,0,4,56,22,31.4,6,1,40,5,33
Sam Bradford,400,5,80,50,62.5,2,4,62.5,16,20,6,0,35,6,33
Colt McCoy,372,6.9,54,34,63,3,3,78.6,17,31.5,4,1,53,6,36
Taylor Heinicke,320,5.6,57,35,61.4,1,3,60.6,19,33.3,2,0,33,2,17
Nathan Peterman,296,3.6,81,44,54.3,1,7,30.7,13,16,3,0,26,7,34
Kyle Allen,266,8.6,31,20,64.5,2,0,113.1,11,35.5,4,1,53,0,0
Matt Barkley,232,9.3,25,15,60,2,0,117.4,12,48,4,2,47,1,8
DeShone Kizer,187,4.4,42,20,47.6,0,2,40.5,8,19,2,0,29,4,38
Mike Glennon,174,8.3,21,15,71.4,1,0,112,8,38.1,1,0,26,1,8
Mark Sanchez,138,3.9,35,19,54.3,0,3,28,3,8.6,1,0,20,7,42
Teddy Bridgewater,118,5.1,23,14,60.9,1,1,70.6,8,34.8,0,0,18,2,8
Odell Beckham Jr.,106,53,2,2,100,2,0,158.3,2,100,2,2,57,0,0
Kevin Byard,66,66,1,1,100,1,0,158.3,1,100,1,1,66,0,0
Taysom Hill,64,9.1,7,3,42.9,0,1,36.3,3,42.9,1,1,44,1,3
Jarvis Landry,63,31.5,2,1,50,0,0,95.8,1,50,1,1,63,0,0
Matt Cassel,59,3.5,17,7,41.2,0,1,26.4,2,11.8,0,0,11,1,13
Albert Wilson,52,52,1,1,100,1,0,158.3,1,100,1,1,52,0,0
Christian McCaffrey,50,50,1,1,100,1,0,158.3,1,100,1,1,50,0,0
Joshua Dobbs,43,3.6,12,6,50,0,1,24,2,16.7,1,0,22,0,0
Julian Edelman,43,21.5,2,2,100,0,0,118.8,1,50,1,0,37,0,0
Garrett Gilbert,40,13.3,3,2,66.7,0,0,109.7,1,33.3,1,0,31,1,5
Larry Fitzgerald,32,32,1,1,100,1,0,158.3,1,100,1,0,32,0,0
Chad Henne,29,9.7,3,2,66.7,0,0,97.9,2,66.7,1,0,22,0,0
Danny Amendola,28,28,1,1,100,1,0,158.3,1,100,1,0,28,0,0
Emmanuel Sanders,28,28,1,1,100,1,0,158.3,1,100,1,0,28,0,0
Sean Mannion,23,7.7,3,2,66.7,0,0,89.6,1,33.3,0,0,18,0,0
Nate Sudfeld,22,11,2,1,50,1,0,129.2,1,50,1,0,22,0,0
Robert Griffin III,21,3.5,6,2,33.3,0,0,44.4,1,16.7,0,0,14,0,0
Darius Jennings,21,21,1,1,100,0,0,118.8,1,100,1,0,21,0,0
Sam Koch,21,21,1,1,100,0,0,118.8,1,100,1,0,21,0,0
Matt Schaub,20,2.9,7,5,71.4,0,0,74.1,1,14.3,0,0,9,0,0
Johnny Hekker,19,4.8,4,2,50,0,0,63.5,2,50,0,0,12,0,0
Nelson Agholor,15,15,1,1,100,0,0,118.8,1,100,0,0,15,0,0
Logan Thomas,15,15,1,1,100,0,0,118.8,1,100,0,0,15,0,0
Derrick Henry,14,4.7,3,2,66.7,0,0,77.1,1,33.3,0,0,8,0,0
Colby Wadman,12,12,1,1,100,0,0,116.7,1,100,0,0,12,0,0
AJ McCarron,8,2.7,3,1,33.3,0,0,42.4,0,0,0,0,8,1,7
Anthony Miller,8,8,1,1,100,0,0,100,1,100,0,0,8,0,0
Matt Prater,8,8,1,1,100,1,0,139.6,1,100,0,0,8,0,0
Geno Smith,8,2,4,1,25,0,0,39.6,0,0,0,0,8,1,16
Brian Hoyer,7,3.5,2,1,50,0,0,58.3,0,0,0,0,7,0,0
Tress Way,7,7,1,1,100,0,0,95.8,1,100,0,0,7,0,0
Mohamed Sanu,5,2.5,2,1,50,1,0,95.8,1,50,0,0,5,0,0
Logan Cooke,4,4,1,1,100,0,0,83.3,1,100,0,0,4,0,0
Kenny Stills,3,3,1,1,100,1,0,118.8,1,100,0,0,3,0,0
Chris Boswell,2,2,1,1,100,1,0,118.8,1,100,0,0,2,0,0
Jacoby Brissett,2,0.5,4,2,50,0,0,56.2,1,25,0,0,4,0,0
Tarik Cohen,1,1,1,1,100,1,0,118.8,1,100,0,0,1,0,0
Keenan Allen,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Bryan Anger,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Cole Beasley,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Corey Bojorquez,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Tyler Boyd,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Antonio Brown,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Matt Darr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric Ebron,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Bruce Ellington,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Dontrell Hilliard,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
DeAndre Hopkins,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Zay Jones,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Kyle Lauletta,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0
Sam Martin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.K. Scott,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Dede Westbrook,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
