Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Keenan Allen,108,1243,7,19,1,42,56,51.8,2,396,150
Tyreek Hill,97,1542,12,26,9,78,69,71.1,1,601,132
CeeDee Lamb,96,1253,8,24,1,49,58,60.4,2,441,131
Michael Pittman,95,984,4,7,2,75,46,48.4,1,432,138
A.J. Brown,90,1258,7,20,3,59,58,64.4,1,425,131
Ja'Marr Chase,89,1092,7,11,4,76,57,64,1,512,128
Stefon Diggs,87,993,8,9,2,55,48,55.2,2,335,132
Amon-Ra St. Brown,87,1063,6,16,2,46,51,58.6,1,433,124
T.J. Hockenson,85,839,5,12,0,29,44,51.8,1,298,116
Adam Thielen,85,827,4,8,0,32,48,56.5,2,275,113
Evan Engram,84,701,3,8,0,34,32,38.1,2,401,103
Puka Nacua,82,1113,4,21,1,70,52,63.4,1,437,126
Travis Kelce,80,896,5,11,2,53,47,58.8,1,380,103
Davante Adams,76,867,4,10,2,46,42,55.3,0,259,128
DJ Moore,76,1071,7,17,2,58,50,65.8,1,450,103
Garrett Wilson,76,853,3,9,2,68,38,50,2,238,134
Chris Olave,72,918,4,14,3,51,45,62.5,0,299,116
DeVonta Smith,69,907,6,13,3,63,40,58,1,228,97
Sam LaPorta,66,702,6,7,2,48,34,51.5,0,271,92
Tyler Lockett,65,711,4,6,0,36,39,60,0,179,93
Zay Flowers,64,673,3,10,3,52,33,51.6,0,295,90
Alvin Kamara,63,402,1,3,0,25,21,33.3,0,427,74
Jaylen Waddle,63,822,3,9,0,35,41,65.1,0,342,90
Mike Evans,62,1020,10,17,6,75,42,67.7,0,263,109
Dalton Kincaid,61,495,2,2,0,22,23,37.7,1,248,72
Cole Kmet,61,548,5,5,1,41,30,49.2,1,267,75
Nico Collins,60,1004,6,20,4,59,40,66.7,0,424,86
Terry McLaurin,60,694,2,10,0,36,34,56.7,0,204,100
David Njoku,59,600,4,6,1,41,27,45.8,1,426,92
Rashee Rice,59,663,6,6,0,39,32,54.2,1,465,75
Chris Godwin,58,659,1,8,1,42,35,60.3,0,249,96
Tyler Boyd,57,522,2,3,1,64,22,38.6,0,213,82
Amari Cooper,57,876,2,14,4,59,36,63.2,2,179,105
DeAndre Hopkins,57,898,6,15,4,61,41,71.9,0,170,107
Christian Kirk,57,787,3,13,3,57,34,59.6,2,247,85
Jakobi Meyers,57,616,6,5,0,33,35,61.4,0,175,82
Jordan Addison,56,713,7,11,2,62,30,53.6,0,192,84
Brandon Aiyuk,56,1053,6,22,3,76,48,85.7,1,297,81
Drake London,56,745,2,14,1,45,39,69.6,0,157,84
Trey McBride,56,610,2,6,0,33,32,57.1,0,292,74
Calvin Ridley,55,742,5,14,1,45,35,63.6,1,144,97
Josh Downs,54,612,2,8,1,59,25,46.3,0,285,81
George Kittle,53,811,6,15,2,66,34,64.2,0,389,72
Courtland Sutton,53,699,10,13,2,46,32,60.4,3,129,79
Breece Hall,52,435,3,6,1,50,20,38.5,0,469,66
Christian McCaffrey,52,437,5,3,0,35,24,46.2,1,367,63
Marquise Brown,51,574,4,8,1,41,32,62.8,0,164,101
Jake Ferguson,51,570,5,7,1,40,30,58.8,0,306,74
DK Metcalf,51,864,7,14,4,73,41,80.4,0,281,93
Curtis Samuel,51,508,2,6,0,37,22,43.1,0,216,68
Elijah Moore,50,543,1,7,1,42,24,48,1,153,91
Romeo Doubs,49,537,7,5,0,33,32,65.3,0,98,81
George Pickens,49,767,3,16,3,71,30,61.2,1,229,84
Tony Pollard,49,285,0,2,1,60,11,22.4,2,309,58
Jaxon Smith-Njigba,49,493,2,5,0,35,22,44.9,0,319,75
Jayden Reed,48,540,5,8,2,46,24,50,0,216,74
Rachaad White,48,419,2,8,1,43,17,35.4,1,494,53
Tank Dell,47,709,7,10,3,68,34,72.3,0,152,75
Tyler Conklin,46,506,0,6,0,37,20,43.5,0,192,65
Mark Andrews,45,544,6,8,0,38,27,60,1,217,61
Jahmyr Gibbs,45,288,0,2,0,24,18,40,0,270,58
Deebo Samuel,45,739,4,14,6,54,26,57.8,1,460,62
Logan Thomas,45,424,3,3,0,29,20,44.4,2,215,63
Jahan Dotson,44,458,4,4,0,33,23,52.3,0,91,74
Travis Etienne,44,383,1,2,1,56,18,40.9,0,401,56
Kyle Pitts,44,549,2,5,0,39,29,65.9,0,115,74
Dallas Goedert,42,440,2,4,1,49,25,59.5,0,245,56
Jerry Jeudy,42,507,1,6,2,46,21,50,1,180,63
Joe Mixon,42,327,1,4,1,45,11,26.2,0,402,51
Wan'Dale Robinson,42,344,1,4,0,32,19,45.2,0,165,52
Jaylen Warren,42,272,0,2,0,30,15,35.7,0,368,53
Cooper Kupp,41,547,3,9,1,49,23,56.1,0,222,69
Jonnu Smith,41,460,2,3,1,60,21,51.2,1,279,55
Chigoziem Okonkwo,40,359,0,3,0,39,16,40,0,174,60
K.J. Osborn,40,433,2,6,0,36,23,57.5,1,149,62
Cade Otton,40,364,4,3,0,27,17,42.5,1,176,55
Samaje Perine,40,378,0,3,0,29,18,45,2,374,44
Bijan Robinson,40,320,3,4,0,33,18,45,0,301,61
Dalton Schultz,40,455,5,7,0,31,24,60,1,174,61
Brandin Cooks,39,534,5,9,0,37,28,71.8,1,115,57
Gabe Davis,39,595,6,9,1,40,29,74.4,1,145,69
Tyjae Spears,39,281,0,3,1,48,13,33.3,1,322,54
Michael Thomas,39,448,1,4,0,31,21,53.8,0,100,64
James Cook,38,391,3,6,1,48,14,36.8,1,362,44
Justin Jefferson,38,598,3,14,2,52,30,79,1,182,56
Rhamondre Stevenson,38,238,0,2,0,34,8,21,0,261,51
Tutu Atwell,37,476,3,8,2,44,24,64.9,0,98,63
Kendrick Bourne,37,406,4,5,0,36,15,40.5,1,203,55
Antonio Gibson,37,322,2,3,1,41,15,40.5,2,304,44
Josh Jacobs,37,296,0,1,0,21,15,40.5,1,293,54
Diontae Johnson,37,475,3,7,0,39,26,70.3,0,152,67
Demario Douglas,36,410,0,5,1,42,18,50,1,262,55
Austin Ekeler,36,344,1,5,0,39,17,47.2,2,390,54
Jonathan Mingo,36,377,0,5,1,40,14,38.9,1,144,76
D'Andre Swift,36,208,1,2,0,20,8,22.2,1,252,45
Darren Waller,36,384,1,5,0,27,18,50,0,142,51
Jerome Ford,35,227,3,1,0,24,12,34.3,0,220,50
Hunter Henry,35,353,5,2,0,24,24,68.6,1,63,52
Gerald Everett,34,293,3,3,0,31,20,58.8,2,184,44
Tyler Higbee,34,367,2,5,0,33,19,55.9,0,156,55
Darius Slayton,34,449,1,8,1,40,20,58.8,0,162,55
Luke Musgrave,33,341,1,5,0,37,14,42.4,0,164,45
Isiah Pacheco,33,209,1,1,0,33,10,30.3,0,305,38
Rashid Shaheed,33,534,3,9,6,58,20,60.6,0,133,55
Tee Higgins,32,436,2,5,1,46,24,75,0,145,58
Javonte Williams,32,180,2,0,0,18,8,25,0,233,41
Saquon Barkley,31,183,4,3,0,32,14,45.2,0,166,44
Odell Beckham Jr.,31,505,3,9,3,51,23,74.2,1,151,57
Ezekiel Elliott,31,226,1,1,0,23,9,29,1,267,39
Michael Gallup,31,405,2,6,1,41,19,61.3,0,104,52
Josh Reynolds,31,494,5,15,0,33,26,83.9,1,117,48
Robert Woods,31,324,1,2,0,26,21,67.7,0,78,60
Chuba Hubbard,30,174,0,1,0,25,7,23.3,1,203,34
Quentin Johnston,29,333,1,4,1,57,16,55.2,0,124,48
Rondale Moore,29,260,1,3,1,48,12,41.4,0,160,47
Kalif Raymond,29,387,1,8,1,41,16,55.2,0,191,38
Brian Robinson,29,326,3,7,2,51,12,41.4,1,363,36
JuJu Smith-Schuster,29,260,1,3,0,37,13,44.8,0,94,47
Tanner Hudson,28,249,1,3,0,26,14,50,0,93,34
Trey Palmer,28,244,2,4,0,26,13,46.4,1,59,49
Christian Watson,28,422,5,5,2,77,20,71.4,0,105,53
Michael Wilson,28,435,2,5,1,69,21,75,0,100,39
Zach Ertz,27,187,1,0,0,17,8,29.6,0,46,43
Alexander Mattison,27,174,3,1,1,47,5,18.5,0,160,41
Darnell Mooney,27,395,1,7,1,41,19,70.4,0,177,49
Alec Pierce,27,413,1,7,1,55,20,74.1,0,69,48
Allen Robinson,27,225,0,2,0,31,7,25.9,0,55,41
Nick Westbrook-Ikhine,27,337,3,7,0,33,17,63,0,107,43
Taysom Hill,26,229,1,1,0,36,8,30.8,0,106,33
Khalil Shakir,26,422,2,8,1,81,17,65.4,0,187,31
Nelson Agholor,25,314,3,4,0,37,14,56,1,113,33
Zach Charbonnet,25,146,0,1,0,39,3,12,0,197,30
DJ Chark,25,345,3,6,1,47,14,56,0,60,46
Brandon Powell,25,269,1,4,0,28,16,64,0,90,35
Hunter Renfrow,25,255,0,3,0,38,11,44,1,152,34
Kadarius Toney,25,164,1,0,0,18,12,48,1,116,34
Dontayvion Wicks,25,394,1,7,0,35,20,80,2,139,42
Kyren Williams,25,189,3,2,0,24,9,36,0,237,39
Rashod Bateman,24,260,1,2,0,29,13,54.2,0,34,40
Noah Fant,24,339,0,6,1,51,13,54.2,0,155,32
Pat Freiermuth,24,227,2,2,0,29,14,58.3,0,106,37
Najee Harris,24,149,0,1,0,32,7,29.2,0,147,33
Roschon Johnson,24,131,0,1,0,22,5,20.8,0,154,28
Zack Moss,24,172,1,1,0,26,9,37.5,0,173,34
Kenneth Gainwell,23,130,0,0,0,17,7,30.4,0,118,28
Derrick Henry,23,202,0,2,1,46,6,26.1,0,252,30
Zay Jones,23,215,2,2,0,24,11,47.8,0,32,47
Michael Mayer,23,265,1,2,0,32,15,65.2,0,142,35
Josh Palmer,23,377,1,7,2,60,13,56.5,1,108,39
Braxton Berrios,22,207,1,1,0,22,12,54.6,0,76,28
AJ Dillon,22,223,0,4,0,35,10,45.4,0,231,28
Kylen Granson,22,264,1,4,2,46,13,59.1,0,99,38
Noah Gray,22,246,2,3,0,34,12,54.6,0,115,29
Jerick McKinnon,22,173,3,1,0,27,9,40.9,0,203,29
Jaleel McLaughlin,22,96,2,1,0,22,3,13.6,0,204,25
Raheem Mostert,22,170,2,1,0,22,5,22.7,2,202,29
Donald Parham,22,202,4,1,0,21,17,77.3,0,86,35
DeVante Parker,22,264,0,3,0,27,12,54.6,0,94,39
Miles Sanders,22,126,0,0,0,14,7,31.8,0,130,35
Noah Brown,21,439,1,12,1,75,15,71.4,0,191,35
Mike Gesicki,21,182,1,0,0,18,9,42.9,0,66,32
Connor Heyward,21,163,0,0,0,13,7,33.3,0,88,32
Skyy Moore,21,244,1,3,1,54,13,61.9,0,109,38
Kenneth Walker III,21,206,1,3,1,64,7,33.3,0,223,28
Justin Watson,21,350,2,6,0,37,15,71.4,1,28,40
Parris Campbell,20,104,0,0,0,17,2,10,0,65,27
Juwan Johnson,20,152,1,2,0,27,8,40,0,55,34
Allen Lazard,20,290,1,5,0,39,16,80,0,56,42
Durham Smythe,20,194,0,1,0,22,11,55,0,76,28
Michael Carter,19,83,0,0,0,10,4,21,0,68,24
Jalin Hyatt,19,343,0,7,3,58,10,52.6,1,43,31
Aaron Jones,19,169,1,2,1,51,9,47.4,1,195,30
Devin Singletary,19,117,0,1,0,33,6,31.6,0,135,26
Adam Trautman,19,150,3,0,0,19,8,42.1,0,56,28
Marquez Valdes-Scantling,19,295,1,5,1,46,13,68.4,1,83,37
Mike Williams,19,249,1,4,1,49,9,47.4,0,108,26
De'Von Achane,18,125,2,1,0,21,7,38.9,0,159,25
Mack Hollins,18,251,0,3,1,45,9,50,0,55,30
Hayden Hurst,18,184,1,1,1,48,7,38.9,0,67,32
Trenton Irwin,18,241,1,5,0,32,13,72.2,1,88,24
Dawson Knox,18,138,1,0,0,15,10,55.6,0,79,31
Isaiah Likely,18,212,1,2,1,54,7,38.9,0,132,25
Terrace Marshall Jr.,18,134,0,0,0,14,8,44.4,1,48,32
Marvin Mims Jr.,18,298,1,5,3,60,7,38.9,0,128,26
Calvin Austin III,17,180,1,1,1,72,7,41.2,0,73,28
Justice Hill,17,85,0,1,0,24,3,17.6,1,116,20
Isaiah Hodgins,17,176,3,1,0,24,9,52.9,1,65,27
Jauan Jennings,17,240,1,3,0,31,11,64.7,0,73,31
Latavius Murray,17,119,0,2,0,22,7,41.2,1,92,21
Jalen Tolbert,17,200,1,2,0,32,9,52.9,0,34,30
Salvon Ahmed,16,88,1,1,0,20,4,25,0,109,23
Austin Hooper,16,154,0,1,0,20,7,43.8,0,92,19
Josh Oliver,16,118,2,1,0,29,7,43.8,1,78,19
Colby Parkinson,16,178,1,4,0,27,7,43.8,0,76,22
Irv Smith,16,97,1,0,0,11,4,25,1,58,23
Jonathan Taylor,16,137,1,2,1,40,5,31.2,0,146,19
John Bates,15,131,0,1,0,35,5,33.3,0,49,20
Daniel Bellinger,15,160,0,3,0,26,4,26.7,0,92,17
Jake Bobo,15,171,2,3,0,31,8,53.3,0,67,19
Jamison Crowder,15,151,1,1,0,26,8,53.3,0,67,18
Foster Moreau,15,151,1,1,0,23,7,46.7,0,79,16
Deven Thompkins,15,82,1,1,0,26,5,33.3,1,64,22
Ameer Abdullah,14,92,0,0,0,13,3,21.4,0,63,19
Matt Breida,14,74,0,2,0,22,2,14.3,1,73,17
James Conner,14,36,0,0,0,11,4,28.6,0,74,20
Dalvin Cook,14,72,0,0,0,15,3,21.4,0,97,19
Deonte Harty,14,138,1,2,1,43,8,57.1,0,71,20
Khalil Herbert,14,103,1,1,0,23,7,50,1,102,23
Van Jefferson,14,164,0,1,1,46,8,57.1,0,11,31
Tucker Kraft,14,159,1,2,1,43,7,50,0,102,19
Chris Moore,14,314,0,7,3,49,10,71.4,1,49,22
Jeremy Ruckert,14,135,0,1,0,23,5,35.7,0,47,20
Drew Sample,14,97,2,1,0,22,5,35.7,0,100,17
Tommy Tremble,14,86,3,1,0,21,7,50,0,28,19
Ced Wilson,14,201,2,4,0,31,9,64.3,0,30,23
Ty Chandler,13,90,0,0,0,19,3,23.1,0,116,15
Xavier Gipson,13,162,0,3,0,36,7,53.8,0,60,18
Will Mallory,13,141,0,1,1,43,6,46.2,0,68,20
John Metchie III,13,144,0,1,0,22,7,53.8,0,70,21
Kyle Philips,13,166,0,4,0,29,7,53.8,0,72,19
Byron Pringle,13,156,0,1,0,26,7,53.8,0,31,18
Jameson Williams,13,195,2,4,1,45,8,61.5,0,51,25
Brock Wright,13,91,1,1,0,25,2,15.4,0,49,14
Tyler Allgeier,12,83,0,1,1,46,3,25,0,82,17
Dyami Brown,12,168,1,2,0,35,8,66.7,0,76,22
Derius Davis,12,44,0,0,0,11,0,0,0,95,13
Emari Demercado,12,64,0,0,0,13,2,16.7,0,59,16
Rico Dowdle,12,82,2,0,0,17,4,33.3,0,108,13
KhaDarel Hodge,12,217,0,3,1,52,11,91.7,0,82,18
Brevin Jordan,12,159,1,3,0,27,10,83.3,0,95,15
David Montgomery,12,106,0,0,0,19,6,50,0,123,18
Demarcus Robinson,12,153,2,3,0,30,10,83.3,0,38,20
Cam Akers,11,70,0,1,0,30,2,18.2,0,78,12
Will Dissly,11,111,0,1,0,21,6,54.6,0,86,16
Greg Dortch,11,124,1,1,0,31,7,63.6,0,58,22
Luke Farrell,11,120,0,1,1,42,4,36.4,0,90,13
D'Onta Foreman,11,77,1,0,0,17,6,54.6,0,65,16
Kareem Hunt,11,62,0,0,0,13,3,27.3,0,77,14
Isaiah McKenzie,11,82,0,1,0,30,4,36.4,0,72,14
