Team,Att,Cmp,Cmp %,Yds/Att,Pass Yds,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Bears,684,404,59.1,6.4,4352,25,22,76.6,203,29.7,53,11,80,38,216
Packers,605,344,56.9,6.8,4132,23,23,74.8,196,32.4,52,11,74T,36,232
Giants,602,350,58.1,6.7,4015,17,20,73.9,197,32.7,46,6,80T,42,296
Dolphins,589,329,55.9,6.3,3736,20,21,71.5,188,31.9,49,7,69T,37,251
Chargers,583,332,57,6.2,3627,12,24,65.2,171,29.3,44,12,80T,46,284
Panthers,575,345,60,7.7,4447,36,15,94.3,208,36.2,61,9,88T,51,286
49ers,560,324,57.9,6.3,3526,14,19,70.7,172,30.7,37,8,62,34,241
Lions,558,326,58.4,7.3,4074,22,14,83.9,179,32.1,54,15,77,64,388
Cardinals,558,287,51.4,5.5,3085,11,30,52.2,150,26.9,36,8,71,45,282
Broncos,554,319,57.6,6.6,3646,16,18,73.6,168,30.3,42,7,88,34,227
Saints,553,288,52.1,6.5,3598,16,30,59.6,159,28.8,47,11,90,41,305
Bengals,548,300,54.7,6.4,3504,18,18,71.6,161,29.4,32,7,76T,49,278
Ravens,546,270,49.4,6.2,3360,21,20,66.5,148,27.1,46,12,76,56,336
Colts,546,338,61.9,7.7,4182,26,17,88.5,200,36.6,56,11,80T,14,116
Patriots,540,305,56.5,7.4,3985,19,21,75.4,184,34.1,50,13,68T,56,349
Redskins,537,324,60.3,7.7,4112,26,14,89.5,183,34.1,64,14,65,31,186
Jaguars,535,320,59.8,7,3716,16,11,82.3,194,36.3,44,8,62T,36,221
Steelers,535,301,56.3,5.8,3118,19,18,71.1,159,29.7,32,3,49T,37,235
Rams,530,343,64.7,8.6,4580,42,15,106.6,207,39.1,62,17,75,33,227
Vikings,530,316,59.6,8.2,4318,32,21,89.3,192,36.2,71,11,80,43,329
Titans,527,304,57.7,6.9,3622,23,13,83.1,167,31.7,49,8,65,25,137
Seahawks,525,288,54.9,6.9,3629,25,16,79.8,179,34.1,52,6,51T,38,232
Raiders,520,306,58.8,7.4,3850,24,14,86.1,196,37.7,52,7,50,49,241
Bills,513,290,56.5,6.8,3478,21,16,78.1,173,33.7,44,8,54T,27,185
Falcons,509,278,54.6,7.2,3691,22,19,76.7,179,35.2,51,10,62T,49,345
Cowboys,507,295,58.2,6.5,3278,20,13,80,139,27.4,41,7,90,24,151
Chiefs,502,295,58.8,6.8,3409,22,15,81.5,164,32.7,36,6,86T,26,170
Browns,492,271,55.1,6.1,2997,19,15,73.5,134,27.2,37,6,78T,60,385
Jets,476,272,57.1,6.3,3001,22,16,77.4,139,29.2,39,6,65,37,210
Eagles,474,235,49.6,5.1,2405,18,18,61.4,123,26,25,5,84,49,321
Buccaneers,447,268,60,6.2,2781,18,16,76.5,132,29.5,26,5,68T,42,303
