Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
LaDainian Tomlinson,1474,315,15,13,2,49,75,23.8,0
Adrian Peterson,1341,238,12,11,5,73,62,26,4
Brian Westbrook,1333,278,7,11,0,36,73,26.3,0
Willie Parker,1316,321,2,12,0,32,49,15.3,4
Jamal Lewis,1304,298,9,9,2,66,58,19.5,4
Clinton Portis,1262,325,11,3,0,32,61,18.8,6
Edgerrin James,1222,324,7,4,0,27,52,16,4
Willis McGahee,1207,294,7,5,1,46,56,19,4
Fred Taylor,1202,223,5,8,4,80,45,20.2,2
Thomas Jones,1119,310,1,2,0,36,55,17.7,2
Marshawn Lynch,1115,280,7,6,2,56,51,18.2,1
LenDale White,1110,303,7,4,0,28,57,18.8,5
Frank Gore,1102,260,5,5,1,43,42,16.2,3
Joseph Addai,1072,261,12,2,0,23,65,24.9,0
Justin Fargas,1009,222,4,6,1,48,52,23.4,3
Brandon Jacobs,1009,202,4,4,1,43,49,24.3,4
Steven Jackson,1002,237,5,8,4,54,36,15.2,3
Marion Barber,975,204,10,8,2,54,48,23.5,1
Ryan Grant,956,188,8,11,2,66,36,19.2,0
Earnest Graham,898,222,10,6,0,28,46,20.7,0
DeShaun Foster,876,247,3,1,0,20,42,17,5
Chester Taylor,844,157,7,8,1,84,35,22.3,5
Laurence Maroney,835,185,6,2,2,59,49,26.5,0
Ron Dayne,773,194,6,5,0,39,43,22.2,1
Maurice Jones-Drew,768,167,9,8,2,57,46,27.5,1
Kenny Watson,763,178,7,1,0,24,40,22.5,2
Selvin Young,729,140,1,8,2,50,22,15.7,1
Warrick Dunn,720,227,4,3,0,38,34,15,2
DeAngelo Williams,717,144,4,5,1,75,27,18.8,0
Shaun Alexander,716,207,4,5,0,25,37,17.9,2
Travis Henry,691,167,4,3,0,33,36,21.6,3
Cedric Benson,674,196,4,3,1,43,33,16.8,3
Maurice Morris,628,140,4,4,2,46,32,22.9,1
Jerious Norwood,613,103,1,6,1,67,25,24.3,0
Ronnie Brown,602,119,4,2,1,60,39,32.8,0
Derrick Ward,602,125,3,4,1,44,28,22.4,2
Julius Jones,588,164,2,3,0,25,24,14.6,0
Reggie Bush,581,157,4,3,0,22,32,20.4,7
Kevin Jones,581,153,8,3,0,34,35,22.9,2
Larry Johnson,559,158,3,5,1,54,24,15.2,1
LaMont Jordan,549,144,3,4,0,33,24,16.7,0
Kenton Keith,533,121,3,2,0,22,43,35.5,1
Jesse Chatman,515,128,1,4,0,30,26,20.3,0
Adrian Peterson,510,151,3,2,0,21,26,17.2,2
Najeh Davenport,499,107,5,2,1,45,37,34.6,1
Rudi Johnson,497,170,3,2,0,22,26,15.3,3
Chris Brown,462,102,5,3,1,42,28,27.4,1
Aaron Stecker,448,115,5,1,0,26,29,25.2,1
Kolby Smith,407,112,2,0,0,19,26,23.2,0
Vince Young,395,93,3,2,0,21,24,25.8,5
Sammy Morris,384,85,3,1,1,49,24,28.2,0
Leon Washington,353,71,3,2,1,49,12,16.9,1
Ladell Betts,335,93,1,1,0,20,16,17.2,1
T.J. Duckett,335,65,3,3,1,53,16,24.6,1
Michael Turner,316,71,1,2,2,74,10,14.1,1
Correll Buckhalter,313,62,4,3,0,30,17,27.4,0
Brian Leonard,303,86,0,1,0,31,14,16.3,0
Dominic Rhodes,302,75,1,1,0,25,18,24,2
Fred Jackson,300,58,0,3,0,27,12,20.7,0
Michael Pittman,286,68,0,2,0,29,12,17.6,0
Jason Wright,277,60,1,0,0,18,19,31.7,1
Reuben Droughns,275,85,6,2,1,45,27,31.8,1
Brandon Jackson,267,75,1,1,1,46,10,13.3,0
Kevin Faulk,265,62,0,0,0,14,15,24.2,0
Musa Smith,264,75,2,1,0,24,13,17.3,1
Darius Walker,264,58,1,1,1,41,13,22.4,0
Ahman Green,260,70,2,0,0,18,17,24.3,0
Tarvaris Jackson,260,54,3,1,0,32,19,35.2,2
Pierre Thomas,252,52,1,1,0,24,15,28.8,0
Michael Bennett,241,61,1,1,0,28,10,16.4,0
Donovan McNabb,236,50,0,3,1,40,16,32,3
Andre Hall,216,44,2,2,1,62,10,22.7,1
Cadillac Williams,208,54,3,1,0,20,12,22.2,1
Jay Cutler,205,44,1,4,0,31,15,34.1,7
Ben Roethlisberger,204,35,2,1,0,30,17,48.6,1
DeShawn Wynn,203,50,4,2,1,44,10,20,0
Ahmad Bradshaw,190,23,1,1,1,88,6,26.1,0
Jason Campbell,185,36,1,2,0,29,15,41.7,5
David Garrard,185,49,1,0,0,19,19,38.8,0
DeDe Dorsey,183,21,0,2,1,45,9,42.9,0
Tatum Bell,182,44,1,1,0,24,7,15.9,1
Darren Sproles,164,37,2,1,0,34,6,16.2,0
Samkon Gado,150,53,4,1,0,20,9,17,0
Leonard Weaver,146,33,1,1,0,37,13,39.4,0
Josh McCown,143,29,0,2,0,24,9,31,3
Jerome Harrison,142,23,0,0,0,17,8,34.8,0
Antonio Pittman,139,38,0,1,1,43,7,18.4,0
Priest Holmes,137,46,0,0,0,11,6,13,0
Tony Romo,129,31,2,0,0,17,8,25.8,3
Lorenzo Booker,125,28,0,1,0,22,8,28.6,0
Heath Evans,121,34,3,0,0,11,13,38.2,0
Michael Robinson,121,26,0,2,0,28,7,26.9,1
Chris Henry,119,31,2,2,0,24,5,16.1,0
Greg Jones,119,42,2,0,0,11,7,16.7,0
Maurice Hicks,117,21,1,0,0,18,3,14.3,1
Luke McCown,117,12,0,2,0,31,7,58.3,1
Jeff Garcia,116,35,1,1,0,21,10,28.6,4
Mewelde Moore,113,20,0,0,0,17,7,35,1
Kellen Clemens,111,27,1,0,0,18,10,37,1
J.P. Losman,110,20,0,0,0,17,8,40,2
Vernand Morency,108,29,0,0,0,15,5,17.2,0
Cleo Lemon,102,31,4,0,0,11,16,51.6,2
Tom Brady,98,37,2,0,0,19,14,37.8,1
Dwayne Wright,94,29,0,0,0,15,8,27.6,0
Deuce McAllister,92,24,0,0,0,15,3,12.5,1
Kyle Eckel,90,33,2,0,0,14,5,15.2,0
Kyle Boller,89,19,0,0,0,15,9,47.4,0
Matt Hasselbeck,89,39,0,0,0,12,8,20.5,4
Alex Smith,89,13,0,2,0,25,5,38.5,0
Anthony Thomas,89,36,0,0,0,9,4,11.1,0
Adimchinobe Echemandu,85,20,0,1,0,20,3,15,1
Garrett Wolfe,85,31,0,1,0,25,4,12.9,0
J.J. Arrington,78,26,0,0,0,12,3,11.5,0
Mike Sellers,78,26,2,0,0,15,9,34.6,0
Cory Ross,72,12,1,1,0,32,3,25,0
Derek Anderson,70,32,3,0,0,11,12,37.5,1
Eli Manning,69,29,1,0,0,18,9,31,4
Carey Davis,68,17,0,0,0,12,1,5.9,0
Travis Minor,68,17,0,0,0,13,3,17.6,0
Steve Smith,66,9,0,1,0,22,4,44.4,0
Clifton Dawson,64,30,1,0,0,12,3,10,0
Jon Kitna,63,25,0,0,0,11,4,16,4
Mike Anderson,62,15,0,0,0,16,3,20,1
Josh Cribbs,61,9,0,0,0,18,3,33.3,0
David Carr,59,17,0,0,0,15,5,29.4,1
Cecil Sapp,59,18,2,0,0,12,5,27.8,0
Quinn Gray,57,19,0,0,0,15,7,36.8,0
Brandon Marshall,57,5,0,1,0,24,4,80,0
Troy Smith,54,12,1,0,0,14,5,41.7,2
Tyson Thompson,54,14,0,1,0,23,3,21.4,0
Drew Brees,52,23,1,0,0,9,8,34.8,1
Calvin Johnson,52,4,1,1,0,32,3,75,0
Matt Schaub,52,17,0,0,0,12,4,23.5,1
Sage Rosenfels,51,21,1,0,0,19,6,28.6,1
Trent Edwards,49,14,0,0,0,14,4,28.6,1
Jackie Battle,47,14,1,0,0,6,3,21.4,0
Patrick Cobbs,47,15,1,0,0,12,3,20,0
Chad Johnson,47,6,0,0,0,16,2,33.3,0
Artose Pinner,46,5,0,1,1,49,2,40,0
Brad Smith,45,12,0,0,0,11,2,16.7,1
Jason Snelling,43,13,1,0,0,17,6,46.2,0
Lawrence Vickers,43,15,0,0,0,7,10,66.7,0
Matt Leinart,42,11,0,1,0,20,5,45.4,0
Marcel Shipp,41,15,1,0,0,14,5,33.3,0
Daunte Culpepper,40,20,3,0,0,9,7,35,3
Brad Hoover,39,12,0,0,0,10,4,33.3,0
Aveion Cason,38,11,0,0,0,12,2,18.2,0
Jerricho Cotchery,38,5,0,0,0,16,3,60,0
Brandon Jones,37,2,0,0,0,19,2,100,0
Travis Williams,37,1,0,1,0,37,1,100,0
Cedrick Wilson,37,2,0,1,0,37,1,50,0
Reggie Brown,36,5,0,0,0,12,2,40,0
Brian Calhoun,35,7,0,0,0,17,2,28.6,0
Wes Welker,34,4,0,1,0,27,1,25,0
Joey Harrington,33,14,0,0,0,13,2,14.3,0
Philip Rivers,33,29,1,0,0,10,8,27.6,5
Trent Green,32,7,0,1,0,23,3,42.9,2
Steve McNair,32,10,0,0,0,13,4,40,2
Lorenzo Neal,32,13,0,0,0,10,5,38.5,0
Chad Pennington,32,20,1,0,0,5,9,45,2
Kevin Walter,30,5,0,0,0,13,2,40,0
Dallas Clark,29,2,0,0,0,15,2,100,0
Aaron Rodgers,29,7,0,0,0,13,3,42.9,0
Troy Williamson,29,2,0,1,0,26,1,50,0
Brian Griese,28,13,0,0,0,9,3,23.1,4
Justin Griffith,27,7,0,0,0,6,0,0,0
Rex Grossman,27,14,0,0,0,12,4,28.6,2
Dennis Northcutt,27,6,0,0,0,8,0,0,0
LaBrandon Toefield,27,13,1,0,0,7,2,15.4,0
Jake Delhomme,26,6,0,0,0,13,2,33.3,0
Trent Dilfer,25,10,0,0,0,11,1,10,4
Jeremi Johnson,25,7,0,0,0,12,1,14.3,0
Jameel Cook,24,8,0,0,0,9,2,25,0
A.J. Feeley,23,7,0,0,0,7,2,28.6,0
Michael Clayton,22,5,0,1,0,20,2,40,0
Vinny Testaverde,22,9,0,0,0,16,0,0,0
Gary Russell,21,7,0,0,0,8,1,14.3,0
Bruce Gradkowski,20,7,0,0,0,13,1,14.3,0
Devery Henderson,20,2,0,0,0,15,1,50,0
Chris Davis,19,2,0,0,0,14,1,50,0
Roscoe Parrish,19,3,1,1,0,24,1,33.3,0
Mack Strong,19,4,0,0,0,9,1,25,0
Brooks Bollinger,18,5,0,0,0,10,1,20,1
Brodie Croyle,18,7,0,0,0,6,1,14.3,0
Dante Hall,18,3,0,0,0,9,2,66.7,0
Le'Ron McClain,18,8,0,0,0,4,2,25,0
Thomas Tapeh,18,5,0,0,0,11,3,60,0
Santonio Holmes,17,5,0,0,0,11,1,20,1
Mike Karney,17,11,2,0,0,10,4,36.4,0
Jason McKie,17,6,1,0,0,6,3,50,1
Moran Norris,17,7,0,0,0,6,4,57.1,0
Seneca Wallace,17,4,0,0,0,11,2,50,0
Tony Hunt,16,10,1,0,0,4,5,50,0
Chris Redman,16,8,0,0,0,7,0,0,0
Naufahu Tahi,15,6,0,0,0,6,0,0,0
Kurt Warner,15,17,1,0,0,9,1,5.9,7
Ricky Williams,15,6,0,0,0,6,2,33.3,1
Anquan Boldin,14,1,0,0,0,14,1,100,0
Shaun Hill,14,12,1,0,0,12,2,16.7,1
T.J. Houshmandzadeh,14,5,0,0,0,8,0,0,0
Brian Moorman,14,4,0,0,0,10,2,50,1
Marc Bulger,13,9,0,0,0,14,1,11.1,2
Luke Lawton,13,5,0,0,0,4,1,20,0
Sean Morey,13,1,0,0,0,13,1,100,0
