Player,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
James Thrash,35.5,2,71,0,1,1,62,1,1
Brian Westbrook,19.8,4,79,0,1,1,64,0,1
Tramon Williams,19.7,6,118,1,1,1,94,0,0
Nate Clements,16.4,7,115,0,2,2,41,0,0
Roscoe Parrish,16.3,27,440,1,8,2,74,2,1
Devin Hester,15.5,42,651,4,10,4,89,6,5
Dante Hall,15,19,286,1,4,1,85,6,2
Josh Cribbs,13.5,30,405,1,6,2,76,10,3
Will Blackmon,13.2,8,106,1,1,1,57,0,0
T.J. Rushing,13.1,19,249,1,2,1,90,14,0
Mark Jones,11.9,12,143,0,2,0,35,6,0
Nate Burleson,11.3,58,658,1,9,2,94,8,2
Chris Barclay,11.3,3,34,0,0,0,19,1,0
Glenn Martinez,11.2,14,157,1,2,1,80,12,2
Yamon Figurs,10.7,16,171,1,2,1,75,9,2
Dre' Bly,10,2,20,0,0,0,10,0,0
Mike Furrey,10,3,30,0,0,0,13,4,0
Eddie Kennison,10,8,80,0,1,0,21,3,1
Mewelde Moore,10,13,130,0,1,1,42,8,0
Wes Welker,10,25,249,0,4,0,35,7,1
Ted Ginn,9.6,24,230,1,2,1,87,15,3
Darren Sproles,9.5,24,229,1,4,1,45,2,1
Jacoby Jones,9.5,30,286,0,2,1,74,7,1
Chris Davis,9.4,31,293,0,4,0,39,12,5
Steve Breaston,9.4,42,395,1,3,2,73,6,0
Ed Reed,9.4,10,94,1,1,1,63,3,1
Maurice Jones-Drew,9.3,3,28,0,0,0,17,0,0
Lance Moore,9.2,20,185,0,2,1,48,15,2
B.J. Sams,9.2,4,37,0,0,0,16,0,0
Dennis Northcutt,9.2,26,240,0,2,0,37,13,1
Troy Brown,9.2,6,55,0,1,0,28,2,1
Leon Washington,9.2,20,183,0,3,0,33,14,1
Patrick Crayton,9.1,22,201,0,2,1,49,20,1
Jim Leonhard,9,4,36,0,0,0,13,2,1
Ryne Robinson,8.7,30,262,0,3,0,34,19,2
Craig Davis,8.7,6,52,0,1,0,24,6,1
DeAngelo Hall,8.2,5,41,0,0,0,16,1,0
Charles Woodson,8.1,33,268,0,3,0,34,5,1
Reno Mahe,8,31,249,0,2,0,32,11,2
Troy Walters,7.9,15,118,0,0,0,18,16,1
Michael L. Lewis,7.6,44,336,0,4,1,51,4,2
R.W. McQuarters,7.6,42,318,0,3,0,27,18,1
Brandon Williams,7.5,13,98,0,0,0,15,12,2
Micheal Spurlock,7.5,4,30,0,0,0,15,3,0
Cory Ross,7.2,5,36,0,0,0,15,0,1
Bobby Wade,7,16,112,0,0,0,17,11,1
Eddie Drummond,6.9,32,222,0,2,0,22,11,2
Chris Carr,6.5,8,52,0,1,0,24,7,0
Terence Newman,6.5,4,26,0,0,0,13,1,0
Allen Rossum,6.4,36,232,0,3,1,49,8,3
Adam Jennings,6.2,30,186,0,2,0,23,17,1
Antwaan Randle El,6.2,34,209,0,3,0,27,7,2
Ike Hilliard,6.1,15,92,0,1,0,20,4,1
Tim Dwight,6,9,54,0,0,0,16,3,2
Cortland Finnegan,5.5,2,11,0,0,0,9,3,0
Antonio Chatman,5.2,18,93,0,0,0,19,8,0
Craphonso Thorpe,5.2,6,31,0,1,0,29,0,0
Johnnie Lee Higgins,5.2,20,103,0,1,1,54,6,4
Brandon Jones,4.8,6,29,0,0,0,13,0,0
Keenan McCardell,4.8,4,19,0,0,0,9,2,0
Joey Galloway,4.7,3,14,0,0,0,10,0,0
Domenik Hixon,4.6,7,32,0,0,0,14,5,0
Skyler Green,4.2,9,38,0,0,0,9,10,0
Reggie Bush,4,3,12,0,0,0,10,0,1
J.R. Reed,4,2,8,0,0,0,8,0,1
Chad Jackson,3.5,2,7,0,0,0,6,0,0
Steve Smith,3.5,2,7,0,0,0,6,0,0
Phillip Buchanon,3.4,16,55,0,1,0,24,0,1
Cedrick Wilson,3,2,6,0,0,0,6,1,0
Dane Looker,2.5,2,5,0,0,0,5,0,0
Ahmad Bradshaw,1,1,1,0,0,0,1,0,0
Antoine Harris,1,1,1,0,0,0,1,0,0
Greg Lewis,1,4,4,0,0,0,5,1,1
Dexter Wynn,0.5,2,1,0,0,0,4,1,0
David Anderson,0,1,0,0,0,0,0,0,1
Nnamdi Asomugha,0,1,0,0,0,0,0,0,1
Jarrett Bush,0,1,0,0,0,0,0,0,1
Jason Craft,0,1,0,0,0,0,0,0,0
William Gay,0,1,0,0,0,0,0,0,1
Nick Graham,0,1,0,0,0,0,0,0,1
Marques Hagans,0,1,0,0,0,0,0,1,1
Brent Hawkins,0,1,0,0,0,0,0,0,1
Israel Idonije,0,1,0,0,0,0,0,0,0
Brandon McGowan,0,1,0,0,0,0,0,0,1
Chad Nkang,0,1,0,0,0,0,0,0,1
Kassim Osgood,0,2,0,0,0,0,0,0,0
Chad Owens,0,1,0,0,0,0,0,1,1
