Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Tom Brady,4806,8.3,578,398,68.9,50,8,117.2,240,41.5,56,15,69,21,128
Drew Brees,4423,6.8,652,440,67.5,28,18,89.4,232,35.6,47,8,58,16,109
Tony Romo,4211,8.1,520,335,64.4,36,19,97.4,215,41.4,55,11,59,24,176
Brett Favre,4155,7.8,535,356,66.5,28,15,95.7,197,36.8,49,16,82,15,93
Carson Palmer,4131,7.2,575,373,64.9,26,20,86.7,213,37,51,8,70,17,119
Jon Kitna,4068,7.2,561,355,63.3,18,20,80.9,196,34.9,45,7,91,51,320
Peyton Manning,4040,7.8,515,337,65.4,31,14,98,205,39.8,53,9,73,21,124
Matt Hasselbeck,3966,7.1,562,352,62.6,28,12,91.4,204,36.3,48,7,65,33,204
Derek Anderson,3787,7.2,527,298,56.6,29,19,82.5,187,35.5,53,6,78,14,109
Jay Cutler,3497,7.5,467,297,63.6,20,14,88.1,175,37.5,41,7,68,27,153
Kurt Warner,3417,7.6,451,281,62.3,27,17,89.8,167,37,44,5,62,20,140
Eli Manning,3336,6.3,529,297,56.1,23,20,73.9,165,31.2,36,6,60,27,217
Donovan McNabb,3324,7,473,291,61.5,19,7,89.9,152,32.1,35,10,75,44,227
Ben Roethlisberger,3154,7.8,404,264,65.4,32,11,104.1,168,41.6,39,6,83,47,347
Philip Rivers,3152,6.8,460,277,60.2,21,15,82.4,157,34.1,44,4,49,22,163
Jason Campbell,2700,6.5,417,250,60,12,11,77.6,148,35.5,30,4,54,21,110
Vince Young,2546,6.7,382,238,62.3,9,17,71.1,141,36.9,24,5,73,25,157
David Garrard,2509,7.7,325,208,64,18,3,102.2,126,38.8,34,5,59,21,99
Jeff Garcia,2440,7.5,327,209,63.9,13,4,94.6,112,34.2,29,8,69,19,104
Marc Bulger,2392,6.3,378,221,58.5,11,15,70.3,129,34.1,29,1,40,37,269
Damon Huard,2257,6.8,332,206,62,11,13,76.8,111,33.4,30,2,58,36,234
Matt Schaub,2241,7.8,289,192,66.4,9,9,87.2,97,33.6,23,6,77,16,126
Joey Harrington,2215,6.4,348,215,61.8,7,8,77.2,100,28.7,26,2,69,32,192
Tarvaris Jackson,1911,6.5,294,171,58.2,9,12,70.8,95,32.3,15,4,71,19,70
Brian Griese,1803,6.9,262,161,61.4,10,12,75.6,82,31.3,21,2,81,15,114
Cleo Lemon,1773,5.7,309,173,56,6,6,71,87,28.2,19,2,64,25,166
Chad Pennington,1765,6.8,260,179,68.8,10,9,86.1,90,34.6,19,3,57,26,178
Kyle Boller,1743,6.3,275,168,61.1,9,10,75.2,90,32.7,19,4,53,24,159
Sage Rosenfels,1684,7,240,154,64.2,15,12,84.8,93,38.8,17,4,53,6,48
Trent Edwards,1630,6.1,269,151,56.1,7,8,70.4,81,30.1,21,4,70,12,105
Kellen Clemens,1529,6.1,250,130,52,5,10,60.9,82,32.8,18,4,56,27,138
Rex Grossman,1411,6.3,225,122,54.2,4,7,66.4,66,29.3,20,5,59,25,198
Daunte Culpepper,1331,7.2,186,108,58.1,5,5,78,60,32.3,17,3,59,21,130
Brodie Croyle,1227,5.5,224,127,56.7,6,6,69.9,58,25.9,9,0,35,17,101
J.P. Losman,1204,6.9,175,111,63.4,4,6,76.9,59,33.7,12,2,85,14,103
Trent Dilfer,1166,5.3,219,113,51.6,7,12,55.1,62,28.3,15,3,57,27,182
Josh McCown,1151,6.1,190,111,58.4,10,11,69.4,54,28.4,12,3,46,14,92
Steve McNair,1113,5.4,205,133,64.9,2,4,73.9,60,29.3,3,0,30,11,85
Chris Redman,1079,7.2,149,89,59.7,10,5,90.4,48,32.2,14,4,74,9,51
Gus Frerotte,1014,6.1,167,94,56.3,7,12,58.3,55,32.9,12,0,38,11,59
Luke McCown,1009,7.3,139,94,67.6,5,3,91.7,45,32.4,11,3,60,15,104
Trent Green,987,7,141,85,60.3,5,7,72.6,51,36.2,14,1,43,7,53
Quinn Gray,986,6.8,144,80,55.6,10,5,85.6,54,37.5,10,3,80,10,68
Vinny Testaverde,952,5.5,172,94,54.6,5,6,65.8,46,26.7,12,3,65,9,46
Alex Smith,914,4.7,193,94,48.7,2,4,57.2,47,24.4,11,1,45,17,121
Todd Collins,888,8.5,105,67,63.8,5,0,106.4,42,40,13,2,54,7,47
Matt Moore,730,6.6,111,63,56.8,3,5,67,37,33.3,7,4,57,6,40
A.J. Feeley,681,6.6,103,59,57.3,5,8,61.2,34,33,8,1,47,3,10
Matt Leinart,647,5.8,112,60,53.6,2,4,61.9,33,29.5,6,1,40,4,23
David Carr,635,4.7,136,73,53.7,3,5,58.3,32,23.5,4,0,38,13,74
Jake Delhomme,624,7.3,86,55,64,8,1,111.8,27,31.4,5,2,74,5,46
John Beck,559,5.2,107,60,56.1,1,3,62,24,22.4,8,0,22,10,69
Kerry Collins,531,6.5,82,50,61,0,0,79.9,30,36.6,4,2,46,5,42
Kelly Holcomb,515,6.2,83,42,50.6,2,1,73.1,23,27.7,5,1,40,12,87
Shaun Hill,501,6.3,79,54,68.4,5,1,101.3,26,32.9,3,0,26,6,31
Kyle Orton,478,6,80,43,53.8,3,2,73.8,19,23.8,3,1,55,2,12
Troy Smith,452,6,76,40,52.6,2,0,79.5,25,32.9,1,1,79,4,29
Brooks Bollinger,391,7.8,50,33,66,1,1,88,18,36,3,2,50,7,36
JaMarcus Russell,373,5.6,66,36,54.6,2,4,55.9,17,25.8,2,0,32,6,40
Byron Leftwich,279,4.8,58,32,55.2,1,2,59.5,13,22.4,2,0,23,6,34
Patrick Ramsey,262,5.5,48,29,60.4,1,1,73.4,12,25,1,0,21,3,13
Charlie Batch,232,6.4,36,17,47.2,2,3,52.1,10,27.8,3,1,59,0,0
Aaron Rodgers,218,7.8,28,20,71.4,1,0,106,9,32.1,2,1,43,3,24
Seneca Wallace,215,7.7,28,19,67.9,2,1,99.6,7,25,3,1,45,3,13
Tim Rattay,164,6.1,27,15,55.6,3,3,71.1,10,37,2,1,42,0,0
Brock Berlin,153,5.5,28,17,60.7,0,1,60.6,8,28.6,1,0,23,0,0
J.T. O'Sullivan,148,5.7,26,13,50,1,2,48.2,7,26.9,2,1,42,3,18
Jim Sorgi,132,3.7,36,18,50,1,0,68.3,7,19.4,0,0,12,2,15
Bruce Gradkowski,130,5.4,24,13,54.2,0,1,52.4,5,20.8,1,0,20,2,14
Chris Weinke,104,4.7,22,13,59.1,1,0,86.2,5,22.7,1,0,21,5,31
Sidney Rice,94,47,2,2,100,0,0,118.8,2,100,1,1,79,0,0
Craig Nall,88,5.9,15,7,46.7,1,0,87.6,4,26.7,1,0,32,1,10
Brad Johnson,79,7.2,11,7,63.6,0,0,85,2,18.2,1,0,35,1,9
Brady Quinn,45,5.6,8,3,37.5,0,0,56.8,3,37.5,0,0,18,0,0
Tyler Thigpen,41,6.8,6,2,33.3,0,1,18.8,2,33.3,1,0,22,1,9
Matt Cassel,38,5.4,7,4,57.1,0,1,32.7,2,28.6,1,0,21,0,0
Andrew Walter,38,4.8,8,5,62.5,0,0,74,2,25,0,0,19,0,0
Leon Washington,36,36,1,1,100,0,0,118.8,1,100,1,0,36,0,0
Charlie Frye,34,3.4,10,4,40,0,1,10,2,20,0,0,15,5,31
Daniel Sepulveda,32,32,1,1,100,0,0,118.8,1,100,1,0,32,0,0
Jared Lorenzen,28,3.5,8,4,50,0,0,58.3,1,12.5,0,0,9,1,5
Chris Kluwe,27,27,1,1,100,0,0,118.8,1,100,1,0,27,0,0
Antwaan Randle El,19,9.5,2,1,50,0,0,83.3,1,50,0,0,19,0,0
LaDainian Tomlinson,17,17,1,1,100,1,0,158.3,1,100,0,0,17,0,0
Matt Gutierrez,15,15,1,1,100,0,0,118.8,1,100,0,0,15,0,0
Clinton Portis,15,15,1,1,100,1,0,158.3,1,100,0,0,15,1,2
Anthony Wright,12,1.7,7,1,14.3,0,0,39.6,1,14.3,0,0,12,0,0
Adrian Peterson,9,9,1,1,100,1,0,143.8,1,100,0,0,9,0,0
Marshawn Lynch,8,8,1,1,100,1,0,139.6,1,100,0,0,8,0,0
Billy Volek,6,0.6,10,3,30,0,1,0,0,0,0,0,4,2,7
Steven Jackson,2,2,1,1,100,1,0,118.8,1,100,0,0,2,0,0
Anquan Boldin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marty Booker,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Mark Clayton,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Josh Cribbs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ronald Curry,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Robbie Gould,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Devin Hester,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
Larry Johnson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Eddie Kennison,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kevin Kolb,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13
Greg Lewis,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Brandon Marshall,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9
Mewelde Moore,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Willie Parker,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Mike Scifres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brad Smith,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Chester Taylor,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Cedrick Wilson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
