Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Ryne Robinson,23,26,598,0,16,2,60,0,0
Aaron Stecker,22.8,6,137,0,4,1,41,0,0
J.J. Arrington,22.8,11,251,0,6,1,56,0,0
Tramon Williams,22.8,30,684,0,19,2,65,0,0
Troy Williamson,22.8,17,387,0,11,1,56,0,0
Ted Ginn,22.8,63,1433,0,39,2,52,0,0
J.R. Reed,22.6,31,701,0,23,0,34,0,0
Earnest Graham,22.5,4,90,0,3,0,31,0,0
Chris Carr,22.5,59,1327,0,40,2,43,0,0
Steve Breaston,22.4,62,1391,0,38,2,59,0,0
Josh Scobey,22.4,5,112,0,4,0,29,0,0
Antonio Cromartie,22.3,3,67,0,2,0,26,0,0
Brian Calhoun,22.1,10,221,0,7,0,33,0,0
Glenn Martinez,22,15,330,0,9,0,35,0,1
Ben Obomanu,22,4,88,0,4,0,25,0,0
Maurice Stovall,22,1,22,0,1,0,22,0,0
Nate Burleson,21.8,27,590,1,12,2,91,0,0
Reuben Droughns,21.8,20,437,0,12,0,34,0,0
Devin Hester,21.7,43,934,2,20,2,97,0,2
Ladell Betts,21.6,5,108,0,2,0,36,0,0
Correll Buckhalter,21.6,37,798,0,23,0,35,0,1
Michael Clayton,21.5,8,172,0,6,0,26,0,0
Troy Walters,21.5,8,172,0,4,0,39,0,0
Eddie Drummond,21.2,37,785,0,22,0,39,0,0
Craphonso Thorpe,21.2,15,318,0,10,1,40,0,0
Willie Reid,21.2,6,127,0,5,0,30,0,1
Chris Barclay,21.2,19,402,0,10,0,37,0,0
Roscoe Parrish,21,6,126,0,4,0,24,0,0
Delanie Walker,21,3,63,0,2,0,30,0,0
Chris Henry,20.9,13,272,0,5,2,46,0,0
Brandon Middleton,20.8,4,83,0,2,0,30,0,0
Tab Perry,20.7,7,145,0,6,0,26,0,1
Casey Fitzsimmons,20.7,3,62,1,1,1,41,0,0
Shaun Bodiford,20.5,2,41,0,1,0,22,0,0
Torrie Cox,20.5,2,41,0,1,0,27,0,0
Jeff Webb,20.4,10,204,0,7,0,28,0,1
Nate Jones,20.3,6,122,0,3,0,27,0,0
Danieal Manning,20.3,3,61,0,3,0,21,0,0
Brad Smith,20.3,9,183,0,6,0,27,0,0
John Broussard,20,1,20,0,1,0,20,0,0
Mewelde Moore,20,1,20,0,1,0,20,0,0
Jacoby Jones,19.5,4,78,0,1,0,23,0,0
Dominic Rhodes,19.5,16,312,0,9,0,31,0,0
Dante Rosario,19.5,2,39,0,1,0,25,0,0
Nick Goings,19.3,9,174,0,5,0,29,0,1
Luke Lawton,19,5,95,0,3,0,22,0,0
Dane Looker,19,1,19,0,0,0,19,0,0
Reno Mahe,19,1,19,0,0,0,19,0,0
LaBrandon Toefield,19,3,57,0,2,0,26,0,0
Jonathan Wade,19,1,19,0,0,0,19,0,0
Chad Owens,18.8,5,94,0,1,0,31,0,0
Lance Moore,18.7,17,318,0,8,0,32,0,0
Selvin Young,18.7,3,56,0,2,0,25,0,0
Marques Hagans,18.6,7,130,0,4,0,22,0,1
Chris Davis,18.5,2,37,0,0,0,19,0,0
Jeff Dugan,18,1,18,0,0,0,18,0,0
Sean Ryan,18,1,18,0,0,0,18,0,0
James Thrash,18,2,36,0,1,0,20,0,0
DeAngelo Williams,17.8,13,231,0,3,0,29,0,0
Najeh Davenport,17.6,7,123,0,2,0,29,0,0
Chad Lucas,17.5,2,35,0,0,0,18,0,0
George Wrighster,17.5,2,35,0,1,0,29,0,0
Michael L. Lewis,17.2,5,86,0,1,0,24,0,0
Chad Jackson,17,5,85,0,1,0,39,0,0
Antwaan Randle El,17,1,17,0,0,0,17,0,0
Benny Sapp,16.7,15,251,0,5,0,32,0,0
Jameel Cook,16.5,2,33,0,1,0,21,0,0
Cory Ross,16.4,9,148,0,3,0,25,0,1
Jason Wright,16.3,3,49,0,1,0,20,0,0
Scott Starks,16.2,5,81,0,2,0,22,0,0
Jeff King,16,1,16,0,0,0,16,1,0
Jim Leonhard,16,2,32,0,0,0,17,0,0
Jesse Chatman,15.5,2,31,0,1,0,21,0,0
Wallace Wright,15.5,2,31,0,1,0,28,0,0
Fred Jackson,15.3,3,46,0,0,0,19,0,0
Kenton Keith,15,1,15,0,0,0,15,0,0
Calvin Lowry,15,1,15,0,0,0,15,0,0
Darrell Reid,15,1,15,0,0,0,15,0,0
Cecil Sapp,15,2,30,0,1,0,22,0,0
DeShawn Wynn,15,1,15,0,0,0,15,0,0
Jerricho Cotchery,14,4,56,0,1,0,32,0,0
Rashied Davis,14,12,168,0,3,0,34,0,0
Geoff Hangartner,14,3,42,0,0,0,16,0,0
Ben Hartsock,14,1,14,0,0,0,14,0,0
Ovie Mughelli,14,2,28,0,0,0,18,0,0
Montae Reagor,14,1,14,0,0,0,14,0,0
Casey Cramer,13,1,13,0,0,0,13,0,0
Heath Evans,13,1,13,0,0,0,13,0,0
Vonta Leach,13,2,26,0,0,0,14,0,0
Anthony Thomas,13,2,26,0,0,0,15,0,0
Reggie Kelly,12.7,3,38,0,0,0,15,1,0
Mike Furrey,12.5,2,25,0,0,0,15,0,0
Derek Hagan,12.5,2,25,0,0,0,14,0,0
Bobby Engram,12,1,12,0,0,0,12,0,0
Pat McQuistan,12,1,12,0,0,0,12,0,0
Travis Minor,12,2,24,0,1,0,21,0,0
Santana Moss,12,1,12,0,0,0,12,0,0
Duke Preston,12,1,12,0,0,0,12,0,0
Isaac Smolko,12,1,12,0,0,0,12,0,0
Taylor Jacobs,11.7,3,35,0,0,0,15,0,0
Kindal Moorehead,11.5,4,46,0,0,0,17,0,0
Blaine Saipaia,11.5,2,23,0,0,0,12,0,0
Justin Griffith,11,1,11,0,0,0,11,0,0
Ben Troupe,10.5,2,21,0,0,0,12,0,0
Lorenzo Alexander,10,1,10,0,0,0,10,0,0
Deon Anderson,10,1,10,0,0,0,10,0,0
David Bowens,10,3,30,0,0,0,17,0,0
DeDe Dorsey,10,2,20,0,1,0,20,0,0
Nick Eason,10,1,10,0,0,0,10,0,0
Antwan Lake,10,1,10,0,0,0,10,0,0
Turk McBride,10,4,40,0,0,0,14,0,0
David Patten,10,2,20,0,0,0,10,0,0
Tony Curtis,9,3,27,0,0,0,16,0,0
Joe Jurevicius,9,1,9,0,0,0,9,0,0
Gene Mruczkowski,9,1,9,0,0,0,9,0,0
Darnell Dinkins,8.9,7,62,0,0,0,19,0,0
Patrick Cobbs,8.8,5,44,0,0,0,11,0,0
Patrick Crayton,8.7,3,26,0,0,0,13,0,0
John Gilmore,8.3,3,25,0,0,0,15,0,0
Jonathan Babineaux,8,1,8,0,0,0,8,0,0
Josh Cooper,8,1,8,0,0,0,8,0,0
Billy Miller,8,1,8,0,0,0,8,0,0
Todd Yoder,8,1,8,0,0,0,8,0,0
Phillip Buchanon,7.5,2,15,0,0,0,16,0,0
Justin McCareins,7.5,2,15,0,0,0,12,0,0
John Eubanks,7,2,14,0,0,0,14,0,0
Lennie Friedman,7,2,14,0,0,0,13,0,0
Kevin Walter,7,1,7,0,0,0,7,0,0
Chris Baker,6,3,18,0,0,0,10,0,0
Tyler Brayton,6,1,6,0,0,0,6,0,0
Kirk Chambers,6,1,6,0,0,0,6,0,0
Brandon Manumaleuna,6,1,6,0,0,0,6,0,0
Ruvell Martin,6,1,6,0,0,0,6,0,0
Bobby Sippio,6,1,6,0,0,0,6,0,0
Adrian Peterson,5.7,3,17,0,0,0,14,0,0
Kenneth Darby,5.5,2,11,0,0,0,14,0,0
Mike Anderson,5,2,10,0,0,0,10,0,1
Matt Chatham,5,1,5,0,0,0,5,0,0
Donald Driver,4,1,4,0,0,0,4,0,0
Reagan Maui'a,4,1,4,0,0,0,4,1,0
Lorenzo Neal,4,1,4,0,0,0,4,0,0
Will Blackmon,3,1,3,0,0,0,3,0,0
Ike Hilliard,3,1,3,0,0,0,3,0,0
Greg Lewis,3,1,3,0,0,0,3,0,1
Mike Vrabel,3,1,3,0,0,0,3,0,0
Otis Grigsby,2,1,2,0,0,0,2,0,0
Ryan Neufeld,2,3,6,0,0,0,7,0,0
Marty Booker,1.5,2,3,0,0,0,3,0,0
Buster Davis,1,1,1,0,0,0,1,0,0
Israel Idonije,1,2,2,0,0,0,2,0,0
Steve Fifita,0,1,0,0,0,0,0,0,1
Derek Landri,0,1,0,0,0,0,0,0,0
Richard Marshall,0,1,0,0,0,0,0,0,0
Stanley McClover,0,1,0,0,0,0,0,0,0
Mike Montgomery,0,1,0,0,0,0,0,0,0
Justin Peelle,0,1,0,0,0,0,0,0,0
Visanthe Shiancoe,0,1,0,0,0,0,0,0,0
Craig Terrill,0,1,0,0,0,0,0,0,0
C.J. Wallace,0,1,0,0,0,0,0,0,0
Ray Willis,0,1,0,0,0,0,0,0,1
George Wilson,0,1,0,0,0,0,0,0,1
Dwayne Wright,0,1,0,0,0,0,0,0,0
