Player,INT,INT TD,INT Yds,Lng
Antonio Cromartie,10,1,144,70
Oshiomogho Atogwe,8,1,125,52
Ed Reed,7,0,130,32
Marcus Trufant,7,1,150,84
Leigh Bodden,6,0,75,26
Anthony Henry,6,1,81,28
Thomas Howard,6,2,172,66
Asante Samuel,6,1,89,42
Atari Bigby,5,0,50,22
Dre' Bly,5,0,71,37
Keith Bulluck,5,0,63,35
DeAngelo Hall,5,0,80,33
Leon Hall,5,0,16,12
Ken Hamlin,5,0,93,35
Clinton Hart,5,0,73,22
Roderick Hood,5,2,196,71
Sean Jones,5,0,37,26
Reggie Nelson,5,0,76,37
Kerry Rhodes,5,0,76,36
Antrel Rolle,5,3,231,57
Sean Taylor,5,0,98,48
Brian Urlacher,5,1,101,85
Antoine Bethea,4,0,47,30
Gary Brackett,4,0,128,49
Fakhir Brown,4,1,48,36
Nate Clements,4,0,74,62
Walt Harris,4,0,42,23
Johnathan Joseph,4,1,76,42
Sammy Knight,4,0,31,15
Sam Madison,4,0,59,27
Terrence McGee,4,0,4,2
Kirk Morrison,4,0,94,45
Terence Newman,4,1,129,70
Jermaine Phillips,4,0,2,2
Darren Sharper,4,1,61,41
Dwight Smith,4,1,112,93
Shawn Springs,4,0,63,53
Lofa Tatupu,4,0,116,49
Gibril Wilson,4,0,12,10
Charles Woodson,4,1,48,46
Jason Allen,3,0,15,13
Champ Bailey,3,0,3,3
Fred Bennett,3,0,47,33
Sheldon Brown,3,0,3,3
Phillip Buchanon,3,0,22,19
Deke Cooper,3,0,19,19
Chris Crocker,3,0,40,18
Karlos Dansby,3,0,55,28
Jason David,3,0,21,19
London Fletcher,3,1,36,27
Randall Gay,3,0,52,31
Deon Grant,3,0,34,34
Michael Griffin,3,0,3,3
Nick Harper,3,0,62,32
Roman Harper,3,1,58,31
Kelvin Hayden,3,0,17,20
Richard Marshall,3,1,107,73
Marlon McCree,3,0,20,19
Mike McKenzie,3,2,161,75
Chinedum Ndukwe,3,0,44,44
Jarrad Page,3,0,37,37
Darrelle Revis,3,0,20,19
Aaron Ross,3,1,51,43
Stanford Routt,3,0,31,31
Junior Seau,3,0,28,23
Keith Smith,3,1,64,64
Ike Taylor,3,1,56,51
Charles Tillman,3,0,24,20
Matt Wilhelm,3,0,11,7
Brian Williams,3,0,10,6
Gerald Alexander,2,0,70,36
Ronde Barber,2,1,32,29
Nick Barnett,2,0,40,38
Ronald Bartell,2,0,10,9
Rocky Boiman,2,0,28,26
Michael Boley,2,0,12,12
Fernando Bryant,2,0,0,0
Josh Bullocks,2,0,6,6
