Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
Adrian Peterson,1760,363,10,20,4,67,81,22.3,9
Michael Turner,1699,376,17,11,2,70,84,22.3,3
DeAngelo Williams,1515,273,18,15,5,69,66,24.2,0
Clinton Portis,1487,342,9,13,0,31,75,21.9,3
Thomas Jones,1312,290,13,6,1,59,63,21.7,2
Steve Slaton,1282,268,9,13,5,71,60,22.4,2
Matt Forte,1238,316,8,8,2,50,63,19.9,1
Chris Johnson,1228,251,9,9,3,66,54,21.5,1
Ryan Grant,1203,312,4,6,1,57,53,17,4
LaDainian Tomlinson,1110,292,11,6,3,45,52,17.8,0
Brandon Jacobs,1089,219,15,12,1,44,57,26,3
Steven Jackson,1042,253,7,6,1,56,58,22.9,5
Frank Gore,1036,240,6,8,1,41,44,18.3,6
Marshawn Lynch,1036,250,8,5,1,50,53,21.2,2
Derrick Ward,1025,182,2,8,1,51,53,29.1,2
Jamal Lewis,1002,279,4,3,0,29,42,15,1
Kevin Smith,976,238,8,8,1,50,49,20.6,2
Brian Westbrook,936,233,9,5,0,39,49,21,1
Ronnie Brown,916,214,10,4,1,62,48,22.4,1
Le'Ron McClain,902,232,10,2,1,82,51,22,3
Marion Barber,885,238,7,4,0,35,57,24,3
Larry Johnson,874,193,5,7,3,65,44,22.8,5
Justin Fargas,853,218,1,2,1,42,32,14.7,3
Jonathan Stewart,836,184,10,8,1,41,42,22.8,2
Maurice Jones-Drew,824,197,12,3,1,46,47,23.9,4
Willie Parker,791,210,5,4,0,34,29,13.8,0
Warrick Dunn,786,186,2,3,1,40,31,16.7,0
LenDale White,773,200,15,4,2,80,43,21.5,0
Cedric Benson,747,214,2,3,1,46,36,16.8,2
Sammy Morris,727,156,7,6,0,35,45,28.8,1
Julius Jones,698,158,2,6,0,33,29,18.4,4
Willis McGahee,671,170,7,1,1,77,34,20,2
Ricky Williams,659,160,4,4,1,51,35,21.9,4
Pierre Thomas,625,129,9,3,1,42,43,33.3,1
Mewelde Moore,588,140,5,4,0,32,36,25.7,0
Maurice Morris,574,132,0,4,2,45,27,20.4,1
Fred Jackson,571,130,3,3,0,32,34,26.2,1
Earnest Graham,563,132,4,3,3,68,26,19.7,2
Fred Taylor,556,143,1,5,0,34,24,16.8,0
Joseph Addai,544,155,5,1,0,23,34,21.9,1
Dominic Rhodes,538,152,6,3,0,38,27,17.8,0
Edgerrin James,514,133,3,1,0,35,24,18,1
Kevin Faulk,507,83,3,4,1,41,24,28.9,0
Darren McFadden,499,113,4,4,1,50,24,21.2,3
Jerious Norwood,489,95,4,4,3,45,22,23.2,1
Tashard Choice,472,92,2,5,0,38,25,27.2,0
Ray Rice,454,107,0,3,1,60,19,17.8,1
Leon Washington,448,76,6,3,3,61,14,18.4,1
Michael Bush,421,95,3,2,1,67,15,15.8,1
Deuce McAllister,418,107,5,0,0,19,23,21.5,0
Reggie Bush,404,106,2,4,1,43,20,18.9,2
Tim Hightower,399,143,10,1,0,30,34,23.8,1
Chester Taylor,399,101,4,2,0,21,19,18.8,0
Tyler Thigpen,386,62,3,4,0,32,22,35.5,4
Correll Buckhalter,369,76,2,5,0,33,18,23.7,0
LaMont Jordan,363,80,4,1,1,49,21,26.2,1
