Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Andre Johnson,115,1575,8,20,4,65,79,68.7,1,473,170
Wes Welker,111,1165,3,13,1,64,57,51.4,1,751,150
Brandon Marshall,104,1265,6,16,1,47,65,62.5,3,411,183
Larry Fitzgerald,96,1431,12,20,5,78,66,68.8,1,446,154
Tony Gonzalez,96,1058,10,10,0,35,67,69.8,0,258,154
T.J. Houshmandzadeh,92,904,4,10,1,46,51,55.4,0,366,135
Eddie Royal,91,980,5,8,2,93,43,47.2,1,343,129
Anquan Boldin,89,1038,11,10,3,79,56,62.9,3,571,127
Roddy White,88,1382,7,18,4,70,61,69.3,1,370,148
Dwayne Bowe,86,1022,7,12,0,36,49,57,0,386,158
Antonio Bryant,83,1248,7,16,4,71,60,72.3,1,373,137
Chris Cooley,83,849,1,7,0,28,43,51.8,3,459,111
Reggie Wayne,82,1145,6,13,3,65,63,76.8,0,290,130
Hines Ward,81,1043,7,15,2,49,55,67.9,1,411,124
Jason Witten,81,952,4,14,1,42,50,61.7,0,330,121
Greg Jennings,80,1292,9,21,8,63,55,68.8,1,368,139
Derrick Mason,80,1037,5,12,1,54,60,75,2,234,121
Lance Moore,79,928,10,8,2,70,40,50.6,0,283,120
Santana Moss,79,1044,6,15,3,67,50,63.3,1,428,137
Calvin Johnson,78,1331,12,21,7,96,52,66.7,2,489,151
Steve Smith,78,1421,6,23,6,65,59,75.6,1,429,129
Steve Breaston,77,1006,3,13,3,58,44,57.1,0,245,113
Dallas Clark,77,848,6,13,0,33,41,53.2,2,360,107
Donald Driver,74,1012,5,13,6,71,44,59.5,0,348,115
Jerricho Cotchery,71,858,5,11,3,56,43,60.6,2,350,111
Laveranues Coles,70,850,7,12,2,54,44,62.9,1,287,116
Owen Daniels,70,862,2,10,0,35,46,65.7,2,411,101
Randy Moss,69,1008,11,14,3,76,46,66.7,3,341,124
Terrell Owens,69,1052,10,15,6,75,38,55.1,1,274,140
Matt Jones,65,761,2,9,0,35,47,72.3,1,190,108
Muhsin Muhammad,65,923,5,12,3,60,46,70.8,2,322,108
Torry Holt,64,796,3,9,1,45,40,62.5,0,162,119
Lee Evans,63,1017,3,13,4,87,46,73,2,267,101
Matt Forte,63,477,4,0,0,19,23,36.5,0,437,77
Maurice Jones-Drew,62,565,2,4,0,26,27,43.6,2,574,75
DeSean Jackson,62,912,2,17,2,60,43,69.4,1,263,121
Isaac Bruce,61,835,7,14,1,63,43,70.5,0,199,108
Antonio Gates,60,704,8,8,0,34,39,65,1,227,92
Marvin Harrison,60,636,5,4,2,67,41,68.3,1,162,107
Kevin Walter,60,899,8,15,4,61,39,65,0,305,95
Vincent Jackson,59,1098,7,16,7,60,52,88.1,1,204,100
Kevin Faulk,58,486,3,1,0,22,23,39.7,0,474,75
Bo Scaife,58,561,2,4,1,44,29,50,1,372,83
Anthony Gonzalez,57,664,4,7,1,58,36,63.2,0,184,79
Steve Smith,57,574,1,3,0,30,35,61.4,1,136,83
Ted Ginn,56,790,2,7,4,64,36,64.3,3,192,93
Zach Miller,56,778,1,16,1,63,32,57.1,0,259,87
Josh Reed,56,597,1,6,0,24,36,64.3,0,145,79
Greg Camarillo,55,613,2,6,0,33,31,56.4,0,175,83
John Carlson,55,627,5,10,0,33,36,65.4,0,236,80
Braylon Edwards,55,873,3,15,4,70,42,76.4,0,216,139
Santonio Holmes,55,821,5,10,2,48,40,72.7,2,211,114
Davone Bess,54,554,1,5,0,37,29,53.7,0,265,75
Greg Olsen,54,574,5,6,1,52,31,57.4,2,255,82
Brian Westbrook,54,402,5,2,2,47,18,33.3,1,387,74
Donnie Avery,53,674,3,8,4,69,30,56.6,0,201,102
Chad Johnson,53,540,4,3,0,26,36,67.9,0,84,96
Antwaan Randle El,53,593,4,6,0,31,34,64.2,0,184,87
Bobby Wade,53,645,2,8,3,59,32,60.4,2,238,88
Marion Barber,52,417,2,2,1,70,16,30.8,4,413,61
Reggie Bush,52,440,4,5,1,42,22,42.3,1,387,72
LaDainian Tomlinson,52,426,1,4,0,32,19,36.5,1,470,77
Devin Hester,51,665,3,9,1,65,29,56.9,1,200,91
Michael Jenkins,50,777,3,13,2,62,37,74,0,176,81
Jeremy Shockey,50,483,0,4,0,26,30,60,2,216,72
Steve Slaton,50,377,1,4,1,46,14,28,1,446,59
Brandon Stokley,49,528,3,3,0,36,35,71.4,0,160,84
Bernard Berrian,48,964,7,14,7,99,34,70.8,0,320,96
Dustin Keller,48,535,3,7,1,54,32,66.7,0,172,78
Heath Miller,48,514,3,4,0,22,29,60.4,1,257,66
