Player,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
Santana Moss,20.7,6,124,1,2,1,80,0,0
Nate Burleson,18,3,54,0,1,0,21,3,0
Earl Bennett,17,1,17,0,0,0,17,0,0
Fred Jackson,16.6,7,116,0,3,0,35,0,1
Bernard Berrian,16.3,7,114,1,1,1,82,5,1
Roscoe Parrish,15.3,21,322,1,6,2,63,10,2
Allen Rossum,14.9,15,223,0,3,1,45,7,0
Clifton Smith,14.1,23,324,1,3,2,70,4,0
Reggie Bush,13.5,20,270,3,4,3,71,3,0
Kevin Faulk,13.2,10,132,0,1,0,24,9,0
Leodis McKelvin,13,2,26,0,0,0,14,0,0
Johnnie Lee Higgins,13,44,570,3,7,3,93,12,0
Jacoby Jones,12.1,32,386,2,6,2,73,17,4
Harry Douglas,11.9,19,226,1,4,1,61,3,1
Bobby Wade,11.7,3,35,0,1,0,20,3,0
Jim Leonhard,11.6,20,232,0,4,2,46,9,1
Syndric Steptoe,11.5,2,23,0,0,0,14,0,0
Mark Jones,11.4,39,443,0,5,1,55,20,0
Darren Sproles,11.3,22,249,0,4,1,43,12,1
Brian Witherspoon,11.3,17,192,0,4,0,38,9,2
Glenn Martinez,11.2,5,56,0,1,0,27,0,0
Will Blackmon,11.1,36,398,2,5,2,76,11,4
Davone Bess,11,21,231,0,3,0,27,10,0
Leon Washington,10.4,29,303,0,4,0,37,9,1
Dante Hall,10.3,9,93,0,2,0,34,1,0
Chris Carr,10.1,32,323,0,5,1,44,20,2
Domenik Hixon,10.1,24,242,0,4,2,50,9,0
Eddie Royal,10,14,140,0,3,0,36,10,1
Steve Smith,10,1,10,0,0,0,10,0,0
T.J. Houshmandzadeh,9.9,8,79,0,0,0,15,2,0
Wes Welker,9.9,24,237,0,2,1,44,6,0
Maurice Jones-Drew,9.9,7,69,0,0,0,15,1,0
Justin Forsett,9.7,27,263,0,4,0,29,10,0
Patrick Crayton,9.5,15,143,0,1,0,33,9,0
Shaun McDonald,9.4,11,104,0,1,0,27,8,0
Michael Bumpus,9.4,7,66,0,1,0,30,2,1
Derek Stanley,9.2,11,101,0,1,0,33,4,0
Aveion Cason,9,3,27,0,0,0,13,0,0
DeSean Jackson,8.8,50,440,1,3,2,68,16,3
Kevin Robinson,8.6,11,94,0,1,0,32,0,0
B.J. Sams,8.3,7,58,0,0,0,16,3,0
Josh Cribbs,8.1,28,228,0,1,0,32,7,0
Ed Reed,8,1,8,0,0,0,8,0,0
Ted Ginn,7.7,7,54,0,0,0,15,1,2
Nate Clements,7.7,6,46,0,0,0,16,0,0
Nathan Vasher,7.7,6,46,0,0,0,18,1,0
Antonio Chatman,7.5,21,158,0,2,0,34,5,0
Craig Davis,7.5,2,15,0,0,0,10,0,0
Mike Furrey,7.2,5,36,0,1,0,20,5,1
Steve Breaston,7.2,33,237,0,3,0,25,10,1
Lance Moore,6.7,6,40,0,0,0,11,13,1
Santonio Holmes,6.6,34,226,0,3,0,35,7,2
R.W. McQuarters,6.6,13,86,0,0,0,15,9,1
Antwaan Randle El,6.5,39,254,0,2,0,36,21,2
Aundrae Allison,6.4,9,58,0,1,0,27,4,1
Ike Hilliard,6.3,3,19,0,0,0,11,7,1
Adam Jennings,6.3,24,151,0,1,0,37,6,4
Devin Hester,6.2,32,198,0,4,0,25,14,3
Ahmad Bradshaw,6,1,6,0,0,0,6,0,1
Bobby Engram,6,1,6,0,0,0,6,2,0
Yamon Figurs,6,23,138,0,2,0,35,11,2
Greg Lewis,6,1,6,0,0,0,6,0,0
Dane Looker,5.7,9,51,0,0,0,14,5,0
Keiwan Ratliff,5.6,16,89,0,0,0,19,12,4
Leon Hall,5.3,3,16,0,0,0,12,0,0
Pierre Garcon,5,1,5,0,0,0,5,0,0
Dexter Jackson,4.8,20,97,0,0,0,19,0,0
Arnaz Battle,4.8,6,29,0,0,0,19,2,1
Adam Jones,4.5,21,95,0,0,0,18,0,2
Charles Gordon,4.4,15,66,0,1,0,20,11,1
Antonio Cromartie,4,1,4,0,0,0,4,0,0
Mewelde Moore,3.5,6,21,0,0,0,12,12,1
Chris Davis,3,2,6,0,0,0,9,1,0
Corey Webster,3,1,3,0,0,0,3,0,0
Dennis Northcutt,2.8,5,14,0,0,0,9,7,0
Dantrell Savage,2.1,8,17,0,0,0,11,2,0
Brian Finneran,2,1,2,0,0,0,2,3,0
Marvin Harrison,2,1,2,0,0,0,2,0,0
Deltha O'Neal,1,2,2,0,0,0,2,1,0
John Standeford,1,1,1,0,0,0,1,0,0
Eric Weddle,1,1,1,0,0,0,1,1,0
Tra Battle,0,1,0,0,0,0,0,0,1
Jarrett Bush,0,1,0,0,0,0,0,0,1
Mario Haggan,0,1,0,0,0,0,0,0,0
Joselio Hanson,0,1,0,0,0,0,0,0,0
Nate Salley,0,1,0,0,0,0,0,0,0
Limas Sweed,0,1,0,0,0,0,0,0,1
Aqib Talib,0,1,0,0,0,0,0,0,0
Seneca Wallace,0,1,0,0,0,0,0,1,0
Dante Wesley,0,1,0,0,0,0,0,0,0
Dominique Zeigler,0,2,0,0,0,0,0,3,0
