Player,FGM,Att,FG %,1-19 > A-M,20-29 > A-M,30-39 > A-M,40-49 > A-M,50-59 > A-M,60+ > A-M,Lng,FG Blk
Stephen Gostkowski,36,40,90,0/0,10/12,16/16,9/11,0/0,0/0,50,0
John Carney,35,38,92.1,0/0,15/15,14/15,5/7,0/0,0/0,51,2
David Akers,33,40,82.5,2/2,11/11,10/12,8/10,2/5,0/0,51,3
Matt Bryant,32,38,84.2,0/0,12/12,15/15,5/8,0/3,0/0,49,0
Josh Brown,31,36,86.1,0/0,8/8,7/7,10/13,6/8,0/0,54,0
Phil Dawson,30,36,83.3,0/0,10/10,12/14,5/6,0/0,0/0,56,0
Rian Lindell,30,38,79,1/1,7/8,11/11,10/15,1/3,0/0,53,1
Rob Bironas,29,33,87.9,0/0,6/6,7/7,15/19,1/1,0/0,51,0
Kris Brown,29,33,87.9,0/0,9/10,10/10,8/10,2/3,0/0,53,1
Jason Elam,29,31,93.6,0/0,11/11,7/8,10/10,1/2,0/0,50,0
Ryan Longwell,29,34,85.3,0/0,10/10,7/9,6/9,6/6,0/0,54,2
Joe Nedney,29,33,87.9,0/0,9/9,10/10,8/11,2/3,0/0,53,0
John Kasay,28,31,90.3,0/0,7/7,9/9,11/12,1/3,0/0,50,0
Mason Crosby,27,34,79.4,1/1,8/8,10/13,5/6,3/5,0/1,53,2
Nate Kaeding,27,32,84.4,0/0,13/13,10/10,3/8,1/1,0/0,57,1
Jeff Reed,27,31,87.1,1/1,9/9,8/9,8/10,1/2,0/0,53,0
Matt Stover,27,33,81.8,0/0,11/11,11/12,5/9,0/1,0/0,47,1
Robbie Gould,26,29,89.7,0/0,6/6,12/12,8/11,0/0,0/0,48,2
Shaun Suisham,26,36,72.2,0/0,7/7,7/9,11/16,0/0,0/0,50,1
Matt Prater,25,34,73.5,0/0,7/8,8/9,5/11,5/6,0/0,56,0
Neil Rackers,25,28,89.3,0/0,9/9,9/11,6/6,1/1,0/1,54,1
Jay Feely,24,28,85.7,0/0,9/9,9/12,4/5,2/2,0/0,55,0
Sebastian Janikowski,24,30,80,0/0,11/11,8/8,2/4,3/6,0/1,57,0
Olindo Mare,24,27,88.9,0/0,7/7,9/10,5/6,3/4,0/0,51,0
Dan Carpenter,21,25,84,0/0,4/4,7/7,9/13,1/1,0/0,50,1
Shayne Graham,21,24,87.5,1/1,5/5,6/7,9/11,0/0,0/0,45,0
Jason Hanson,21,22,95.4,0/0,3/3,4/5,6/6,8/8,0/0,56,1
Nick Folk,20,22,90.9,0/0,1/1,7/8,10/11,2/2,0/0,52,0
Adam Vinatieri,20,25,80,0/0,3/3,11/13,4/7,2/2,0/0,52,1
Josh Scobee,19,25,76,0/0,7/7,3/6,5/7,4/5,0/0,53,1
Garrett Hartley,13,13,100,0/0,5/5,4/4,4/4,0/0,0/0,47,0
Connor Barth,10,12,83.3,0/0,6/6,3/4,1/1,0/1,0/0,45,0
Martin Gramatica,6,10,60,0/0,0/0,3/3,2/5,0/0,0/0,53,1
Nick Novak,6,10,60,0/0,3/3,1/3,2/3,0/1,0/0,43,0
Taylor Mehlhaff,3,4,75,0/0,1/1,1/2,1/1,0/0,0/0,44,0
Steven Hauschka,1,2,50,0/0,0/0,0/0,0/0,1/2,0/0,54,0
Dave Rayner,1,1,100,0/0,1/1,0/0,0/0,0/0,0/0,26,0
Lawrence Tynes,1,1,100,1/1,0/0,0/0,0/0,0/0,0/0,19,0
Mike Nugent,0,1,0,0/0,0/0,0/1,0/0,0/0,0/0,0,0
