Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Stephen Gostkowski,95,6083,1672,17,17.9,75,22.3,1,0,1,2
Mason Crosby,92,5952,1639,17,18.5,69,23.8,3,0,3,0
Nate Kaeding,92,5862,1907,8,8.7,83,23,1,1,0,1
Neil Rackers,90,5699,1724,15,16.7,69,25,5,1,1,1
David Akers,89,5853,1654,17,19.1,72,23,0,0,0,1
Rhys Lloyd,88,5967,1287,30,34.1,58,22.2,0,0,0,0
Michael Koenen,87,5823,1536,16,18.4,71,21.6,0,0,0,0
Rob Bironas,85,5708,1524,22,25.9,61,25,1,1,1,0
Kris Brown,84,5398,1611,9,10.7,72,22.4,2,0,0,0
Ryan Longwell,84,5420,1812,6,7.1,77,23.5,1,0,1,0
Matt Prater,83,5400,1554,19,22.9,63,24.7,1,0,0,1
Matt Bryant,82,5157,1542,6,7.3,74,20.8,1,0,1,0
Jay Feely,80,5038,1499,7,8.8,69,21.7,3,1,0,0
Adam Vinatieri,80,5204,1683,8,10,69,24.4,3,1,0,0
John Carney,79,4773,1590,3,3.8,73,21.8,1,0,1,0
Robbie Gould,79,5134,1656,9,11.4,68,24.4,1,0,0,0
Jeff Reed,79,4943,1314,9,11.4,68,19.3,1,0,1,0
Joe Nedney,78,4958,1483,9,11.5,63,23.5,5,0,1,0
Rian Lindell,77,4755,1237,10,13,62,20,1,0,2,0
Dan Carpenter,75,4810,1630,7,9.3,67,24.3,0,0,1,0
Nick Folk,75,4537,1476,0,0,69,21.4,2,0,5,1
Olindo Mare,71,4732,1205,22,31,47,25.6,2,0,0,0
Shaun Suisham,68,4280,1103,9,13.2,55,20,1,0,4,0
Sebastian Janikowski,67,4394,1058,22,32.8,43,24.6,2,1,0,1
Josh Brown,66,4497,1469,8,12.1,56,26.2,1,1,1,0
Phil Dawson,66,4249,1228,12,18.2,53,23.2,0,0,0,1
Jason Hanson,66,4350,1290,7,10.6,56,23,2,1,2,0
Josh Scobee,66,4276,1015,10,15.2,51,19.9,2,1,3,0
Shayne Graham,52,3288,924,8,15.4,42,22,1,1,1,0
Garrett Hartley,49,3211,950,9,18.4,39,24.4,0,0,1,1
Connor Barth,48,2811,1026,4,8.3,42,24.4,3,0,1,1
Steven Hauschka,43,2832,884,4,9.3,39,22.7,0,0,0,1
Matt Stover,42,2626,836,5,11.9,37,22.6,0,0,0,1
Nick Novak,20,1266,439,0,0,20,22,0,0,0,0
Taylor Mehlhaff,17,1103,333,1,5.9,15,22.2,0,0,1,0
Martin Gramatica,15,998,257,4,26.7,11,23.4,0,0,0,0
Lawrence Tynes,14,896,322,1,7.1,12,26.8,0,0,1,0
Steve Weatherford,14,742,287,0,0,11,26.1,3,0,0,0
Dave Rayner,6,401,135,1,16.7,5,27,0,0,0,0
Mike Scifres,4,207,36,0,0,3,12,1,1,0,0
Mitch Berger,3,161,43,0,0,3,14.3,0,0,0,0
Derrick Frost,3,157,48,0,0,3,16,0,0,0,0
Mike Nugent,3,158,49,0,0,3,16.3,0,0,0,0
Sav Rocca,3,178,44,0,0,3,14.7,0,0,0,0
Brandon Fields,2,77,25,0,0,1,25,1,0,0,0
John Kasay,2,41,5,0,0,1,5,1,0,1,0
Andy Lee,2,123,32,0,0,2,16,0,0,0,0
Ben Graham,1,43,20,0,0,1,20,0,0,0,0
Nick Harris,1,68,42,0,0,1,42,0,0,0,0
Brett Kern,1,43,0,0,0,0,0,0,0,1,0
Chris Kluwe,1,68,18,0,0,1,18,0,0,0,0
Shane Lechler,1,65,16,0,0,1,16,0,0,0,0
Brian Moorman,1,48,10,0,0,1,10,0,0,0,0
Sam Paulescu,1,58,18,0,0,1,18,0,0,0,0
Adam Podlesh,1,8,0,0,0,0,0,1,0,0,0
Hunter Smith,1,59,17,0,0,1,17,0,0,0,0
Matt Turk,1,62,19,0,0,1,19,0,0,0,0
Pat Watkins,1,61,16,0,0,1,16,0,0,0,0
