Player,Avg,Net Avg,Net Yds,Punts,Lng,Yds,IN 20,OOB,Dn,TB,FC,Ret,RetY,TD,P Blk
Matt Cassel,57,57,57,1,57,57,1,0,1,0,0,0,0,0,0
Donnie Jones,50,41.1,3370,82,68,4100,20,4,7,7,7,57,590,0,0
Mat McBriar,49,40.5,971,25,66,1175,5,4,1,3,0,16,144,0,1
Shane Lechler,48.8,41.2,3706,90,70,4391,33,5,18,13,11,43,425,0,0
Andy Lee,47.8,39.6,2611,67,82,3155,13,1,6,9,11,39,364,0,1
Glenn Pakulak,47.7,37.8,907,24,70,1144,3,1,3,2,0,18,197,0,0
Chris Kluwe,47.6,35.5,2589,74,62,3473,23,5,5,13,8,42,624,4,1
Brett Kern,46.7,37.8,1740,46,64,2150,13,4,4,4,6,28,330,1,0
Mike Scifres,45.7,40.9,2086,51,67,2332,19,3,8,5,12,23,146,0,0
Jon Ryan,45.6,38.4,2993,79,63,3557,22,9,11,12,8,38,324,0,1
Dave Zastudil,45.5,39.4,2955,75,65,3410,23,7,18,11,7,32,235,0,0
Sam Koch,45,39.9,3352,84,74,3777,34,12,13,9,12,38,245,0,0
Josh Bidwell,44.5,37.6,2894,77,64,3426,27,12,9,7,10,39,392,0,0
Dustin Colquitt,44.4,39.2,2741,70,73,3110,27,2,18,8,14,28,209,0,0
Hunter Smith,44.2,38.8,2054,53,64,2343,23,3,10,2,11,27,249,0,0
Brian Moorman,44.1,39.1,2270,58,63,2557,23,9,14,5,12,18,187,0,0
Jason Baker,44.1,38.9,2841,76,63,3217,30,3,11,5,13,41,276,1,3
Jeff Feagles,44,40.2,2574,64,61,2814,23,19,3,5,13,24,140,0,0
Brandon Fields,43.9,35.5,2624,74,71,3249,24,8,7,7,15,37,485,2,0
Nick Harris,43.9,38,3418,90,66,3952,24,6,5,6,22,51,414,2,0
Chris Hanson,43.7,36.4,1785,49,70,2143,19,9,6,10,13,11,158,0,0
Sav Rocca,43.3,38.4,2958,78,65,3334,24,8,12,4,12,41,296,0,1
Adam Podlesh,43.2,36.6,1683,46,60,1989,12,3,1,5,13,24,206,0,0
Craig Hentrich,42.8,36.5,3175,87,75,3725,27,7,15,13,20,32,290,0,0
Reggie Hodges,42.8,36.3,1597,45,61,1884,14,1,6,5,12,20,187,0,1
Steve Weatherford,42.7,34.1,2014,59,61,2521,8,7,2,10,14,26,307,0,0
Ben Graham,42.5,33.8,1251,37,59,1571,10,5,3,0,8,21,320,1,0
Matt Turk,42.3,35.2,1865,53,59,2240,17,1,10,7,14,21,235,1,0
Derrick Frost,42.1,36.1,1732,48,65,2021,8,6,6,5,7,24,189,0,0
Dirk Johnson,41.8,35.2,1408,40,59,1670,13,4,6,4,7,19,182,0,0
Sam Paulescu,41.8,35.2,1867,53,70,2213,14,6,4,5,17,21,246,0,0
Ryan Plackemeier,41.5,33.8,2231,67,62,2741,17,8,11,10,10,27,310,1,1
Mitch Berger,41.3,36.4,2405,66,61,2728,19,4,7,4,13,38,243,0,0
Brad Maynard,41.2,38.1,3654,96,67,3957,40,18,10,5,27,36,203,0,0
Michael Koenen,40.7,38.7,2437,65,60,2566,25,4,8,4,27,20,49,0,2
Durant Brooks,39.6,32.1,835,26,60,1030,9,2,4,0,8,12,195,2,0
Kyle Larson,39.4,34.5,3449,101,57,3945,28,11,16,3,22,48,436,1,1
Jeremy Kapinos,39.2,34.5,587,17,55,667,7,2,3,1,2,9,60,0,0
Phil Dawson,33,33,33,1,33,33,1,0,1,0,0,0,0,0,0
Paul Ernster,31.6,31.2,375,12,43,379,4,6,0,0,4,2,4,0,0
Josh Brown,20,20,20,1,20,20,1,1,0,0,0,0,0,0,0
