Player,INT,INT TD,INT Yds,Lng
Ed Reed,9,2,264,107
Nick Collins,7,3,295,62
Michael Griffin,7,1,172,83
Troy Polamalu,7,0,59,23
Charles Woodson,7,2,169,62
Oshiomogho Atogwe,5,0,91,43
Jason David,5,0,83,42
Cortland Finnegan,5,1,100,99
Andre' Goodman,5,0,53,55
DeAngelo Hall,5,0,37,21
Brandon McDonald,5,1,146,98
Darrelle Revis,5,1,38,32
Tramon Williams,5,0,78,39
Ronde Barber,4,1,69,65
Melvin Bullitt,4,0,7,3
Stephen Cooper,4,0,11,10
Chris Hope,4,0,53,39
Sean Jones,4,0,27,20
Rashean Mathis,4,2,151,72
Brandon Meriweather,4,0,25,19
Terence Newman,4,0,2,2
Jarrad Page,4,0,2,2
Kevin Payne,4,0,147,50
Jacques Reeves,4,1,108,44
Dominique Rodgers-Cromartie,4,1,157,99
Asante Samuel,4,1,64,50
Gerald Sensabaugh,4,0,38,23
Aqib Talib,4,0,32,19
Josh Wilson,4,1,135,75
Will Allen,3,1,62,32
Rashad Baker,3,0,8,8
Ronald Bartell,3,0,29,24
Jon Beason,3,0,52,44
Lance Briggs,3,0,12,9
James Butler,3,0,62,47
Tyrone Carter,3,1,64,32
Erik Coleman,3,0,48,32
Chris Gamble,3,0,23,19
Leon Hall,3,1,87,50
Walt Harris,3,0,25,24
Kelvin Hayden,3,1,135,85
Renaldo Hill,3,0,34,17
Ellis Hobbs,3,0,0,4
Chris Horton,3,0,13,10
D'Qwell Jackson,3,0,29,16
Chris Johnson,3,0,68,44
Ray Lewis,3,0,43,29
Chris McAlister,3,0,28,16
Terrence McGee,3,0,36,36
Quintin Mikell,3,0,53,41
Deltha O'Neal,3,0,49,47
Jermaine Phillips,3,0,72,58
Brodney Pool,3,0,45,24
Samari Rolle,3,0,5,3
Aaron Ross,3,1,58,50
Takeo Spikes,3,0,14,13
Charles Tillman,3,1,52,26
Corey Webster,3,0,65,57
Eric Wright,3,1,131,94
Gaines Adams,2,1,50,45
Mike Adams,2,0,18,18
Akin Ayodele,2,0,29,17
Fred Bennett,2,0,26,23
Antoine Bethea,2,0,0,0
Dre' Bly,2,0,5,5
Mike Brown,2,0,0,0
Tarell Brown,2,0,1,1
Phillip Buchanon,2,1,33,26
Brandon Carr,2,0,67,35
Antoine Cason,2,1,69,59
Nate Clements,2,0,13,13
Antonio Cromartie,2,1,66,52
Karlos Dansby,2,0,47,34
Brandon Flowers,2,1,118,91
Scott Fujita,2,0,19,17
Deon Grant,2,0,31,31
Jabari Greer,2,2,75,42
Nick Harper,2,0,11,11
Chris Houston,2,1,10,10
Quentin Jammer,2,0,2,2
Tim Jennings,2,0,9,6
Brandon Johnson,2,0,35,35
Michael Johnson,2,0,18,18
Kevin Kaesviharn,2,0,13,13
LaRon Landry,2,0,18,13
Ben Leber,2,0,29,28
Ken Lucas,2,0,74,43
Bryant McFadden,2,0,0,0
Leodis McKelvin,2,1,64,64
Kawika Mitchell,2,0,33,32
Reggie Nelson,2,0,0,0
Haloti Ngata,2,0,8,7
Sabby Piscitelli,2,0,106,84
Hank Poteat,2,0,47,41
Keiwan Ratliff,2,1,37,35
Kerry Rhodes,2,0,50,50
Dunta Robinson,2,0,0,0
Carlos Rogers,2,0,73,42
Aaron Rouse,2,1,136,99
Barrett Ruud,2,0,10,10
Benny Sapp,2,0,13,14
Terrell Suggs,2,2,86,44
Deshea Townsend,2,1,27,25
Brian Urlacher,2,0,11,11
Brian Williams,2,0,31,27
Madieu Williams,2,0,-1,-1
Adrian Wilson,2,0,37,28
Eugene Wilson,2,0,36,19
Gibril Wilson,2,0,5,5
Antoine Winfield,2,0,5,4
Usama Young,2,0,3,3
Jason Allen,1,0,2,2
Nnamdi Asomugha,1,0,0,0
Jordan Babineaux,1,1,35,35
Champ Bailey,1,0,0,0
Dave Ball,1,1,15,15
Justin Bannan,1,0,-4,-4
David Barrett,1,1,25,25
Josh Barrett,1,0,34,34
Atari Bigby,1,0,7,7
Leigh Bodden,1,0,2,2
Michael Boley,1,0,16,16
David Bowens,1,0,24,24
Zack Bowman,1,0,0,0
Stewart Bradley,1,0,17,17
Tyvon Branch,1,0,36,36
Derrick Brooks,1,0,-2,-2
Alex Brown,1,0,-2,-2
Fakhir Brown,1,0,16,16
Ralph Brown,1,0,0,0
Sheldon Brown,1,0,23,23
Josh Bullocks,1,0,23,23
Chris Carr,1,0,0,0
Luis Castillo,1,0,4,4
Ryan Clark,1,0,0,0
Terry Cousin,1,0,4,4
Jason Craft,1,0,16,16
Chris Crocker,1,0,22,22
Tyrone Culver,1,0,1,1
Andra Davis,1,0,4,4
Brian Dawkins,1,0,25,25
Na'il Diggs,1,0,0,0
Zac Diles,1,0,0,0
Tim Dobbins,1,0,4,4
Kevin Dockery,1,0,44,44
Abram Elam,1,1,92,92
Greg Ellis,1,0,11,11
Domonique Foxworth,1,0,1,1
William Gay,1,0,12,12
Charles Godfrey,1,0,16,16
Charles Gordon,1,0,0,0
Corey Graham,1,0,6,6
Eric Green,1,0,1,1
Cedric Griffin,1,0,-2,-2
Cornelius Griffin,1,0,0,0
Brent Grimes,1,0,25,25
Ken Hamlin,1,0,0,0
Joselio Hanson,1,0,13,13
Chris Harris,1,0,16,16
James Harrison,1,0,33,33
Rodney Harrison,1,0,0,0
Derrick Harvey,1,0,0,0
Anthony Henry,1,0,0,0
Roderick Hood,1,0,0,0
Darren Howard,1,0,8,8
Thomas Howard,1,0,-3,-3
Dante Hughes,1,0,16,16
Chevis Jackson,1,1,95,95
Tanard Jackson,1,0,25,25
Mike Jenkins,1,1,23,23
Derrick Johnson,1,0,7,7
Tyrell Johnson,1,0,0,0
Dhani Jones,1,0,13,13
Nate Jones,1,0,0,0
Johnathan Joseph,1,0,22,22
Cato June,1,0,1,1
Bryan Kehl,1,0,17,17
Maurice Leggett,1,1,27,27
Jim Leonhard,1,1,35,35
Dwight Lowery,1,0,0,0
Corey Lynch,1,0,6,6
Sam Madison,1,0,21,21
Danieal Manning,1,0,42,42
Richard Marshall,1,0,11,11
Trumaine McBride,1,0,0,0
Jon McGraw,1,0,4,4
Rocky McIntosh,1,0,4,4
Mike McKenzie,1,0,14,14
Phillip Merling,1,1,25,25
Lawyer Milloy,1,0,38,38
Kirk Morrison,1,0,0,0
Chinedum Ndukwe,1,0,12,12
Ryan Nece,1,0,18,18
Adewale Ogunleye,1,0,0,0
Chike Okeafor,1,0,39,39
Paul Oliver,1,0,0,0
Mike Patterson,1,0,21,21
Karl Paymah,1,0,13,13
Kenny Phillips,1,0,0,0
Bernard Pollard,1,0,0,0
Tracy Porter,1,0,25,25
Paul Posluszny,1,0,9,9
Keith Rivers,1,0,39,39
Antrel Rolle,1,1,40,40
Bob Sanders,1,0,0,0
James Sanders,1,0,9,9
Darren Sharper,1,0,12,12
Lito Sheppard,1,0,0,0
Corey Smith,1,0,0,0
Eric Smith,1,0,6,6
Justin Smith,1,0,0,0
Fred Smoot,1,0,0,0
Shawn Springs,1,0,0,0
Randy Starks,1,0,8,8
Craig Steltz,1,0,44,44
Patrick Surtain,1,0,50,50
Lofa Tatupu,1,0,16,16
Ike Taylor,1,0,0,0
Juqua Parker,1,1,55,55
Marcus Thomas,1,0,11,11
Terrell Thomas,1,0,13,13
Lawrence Timmons,1,0,89,89
Marcus Trufant,1,0,0,0
Justin Tuck,1,1,41,41
Nathan Vasher,1,0,0,0
Jonathan Vilma,1,0,8,8
Mike Vrabel,1,0,5,5
Jonathan Wade,1,0,8,8
Frank Walker,1,0,0,0
Fabian Washington,1,0,12,12
Anthony Weaver,1,0,8,8
Eric Weddle,1,0,3,3
Dewayne White,1,0,-4,-4
Marvin White,1,0,0,0
Matt Wilhelm,1,0,8,8
Jonathan Wilhite,1,0,16,16
Sam Williams,1,0,0,0
Patrick Willis,1,1,86,86
Kamerion Wimbley,1,0,2,2
Will Witherspoon,1,0,2,2
LaMarr Woodley,1,0,6,6
