Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Drew Brees,5069,8,635,413,65,34,17,96.2,232,36.5,66,16,84,13,92
Kurt Warner,4583,7.7,598,401,67.1,30,14,96.9,220,36.8,50,12,79,26,182
Jay Cutler,4526,7.4,616,384,62.3,25,18,86,222,36,55,7,93,11,69
Aaron Rodgers,4038,7.5,536,341,63.6,28,13,93.8,182,34,48,16,71,34,231
Philip Rivers,4009,8.4,478,312,65.3,34,11,105.5,191,40,48,12,67,25,151
Peyton Manning,4002,7.2,555,371,66.8,27,12,95,210,37.8,40,7,75,14,86
Donovan McNabb,3916,6.9,571,345,60.4,23,11,86.4,196,34.3,52,11,90,23,149
Matt Cassel,3693,7.2,516,327,63.4,21,11,89.4,182,35.3,37,6,76,47,219
Chad Pennington,3653,7.7,476,321,67.4,19,7,97.4,180,37.8,38,8,80,24,121
David Garrard,3620,6.8,535,335,62.6,15,13,81.7,183,34.2,42,1,41,42,288
Brett Favre,3472,6.6,522,343,65.7,22,22,81,184,35.2,40,7,56,30,213
Tony Romo,3448,7.7,450,276,61.3,26,14,91.4,150,33.3,48,11,75,20,123
Matt Ryan,3440,7.9,434,265,61.1,16,11,87.7,157,36.2,45,9,70,17,104
Ben Roethlisberger,3301,7,469,281,59.9,17,15,80.1,162,34.5,35,7,65,46,284
Jake Delhomme,3288,7.9,414,246,59.4,15,12,84.7,152,36.7,45,9,65,20,130
Jason Campbell,3245,6.4,506,315,62.2,13,6,84.3,162,32,34,3,67,38,266
Eli Manning,3238,6.8,479,289,60.3,21,10,86.4,169,35.3,32,4,48,27,174
Matt Schaub,3043,8,380,251,66,15,10,92.7,146,38.4,42,8,65,23,149
Kyle Orton,2972,6.4,465,272,58.5,18,12,79.6,141,30.3,34,3,65,27,160
Joe Flacco,2971,6.9,428,257,60,14,12,80.3,143,33.4,37,10,70,32,276
Marc Bulger,2720,6.2,440,251,57,11,13,71.4,121,27.5,33,7,80,38,263
Jeff Garcia,2712,7.2,376,244,64.9,12,6,90.2,125,33.2,33,5,71,23,100
Trent Edwards,2699,7.2,374,245,65.5,11,10,85.4,132,35.3,35,5,65,23,143
Kerry Collins,2676,6.4,415,242,58.3,12,7,80.2,133,32,33,4,56,8,60
Tyler Thigpen,2608,6.2,420,230,54.8,18,12,76,127,30.2,28,4,75,26,162
JaMarcus Russell,2423,6.6,368,198,53.8,13,8,77.1,111,30.2,38,5,84,31,210
Gus Frerotte,2157,7.2,301,178,59.1,12,15,73.8,101,33.6,24,8,99,29,164
Shaun Hill,2046,7.1,288,181,62.8,13,8,87.5,99,34.4,27,3,48,23,148
Ryan Fitzpatrick,1905,5.1,372,221,59.4,8,9,70,100,26.9,14,2,79,38,193
J.T. O'Sullivan,1678,7.6,220,128,58.2,8,11,73.6,77,35,28,3,63,32,197
Dan Orlovsky,1616,6.3,255,143,56.1,8,8,72.6,73,28.6,20,2,96,14,95
Derek Anderson,1615,5.7,283,142,50.2,9,8,66.5,82,29,16,5,70,14,87
Seneca Wallace,1532,6.3,242,141,58.3,11,3,87,72,29.8,15,5,90,14,76
Sage Rosenfels,1431,8.2,174,116,66.7,6,10,79.4,64,36.8,18,4,61,9,58
Matt Hasselbeck,1216,5.8,209,109,52.2,5,10,57.8,65,31.1,14,0,34,19,119
Brian Griese,1073,5.8,184,110,59.8,5,7,69.4,58,31.5,9,0,38,9,69
Tarvaris Jackson,1056,7.1,149,88,59.1,9,2,95.4,48,32.2,16,4,59,14,97
Daunte Culpepper,786,6.8,115,60,52.2,4,6,63.9,30,26.1,11,3,70,14,95
Jon Kitna,758,6.3,120,68,56.7,5,5,72.2,33,27.5,9,1,47,15,89
Carson Palmer,731,5.7,129,75,58.1,3,4,69,41,31.8,7,0,36,11,67
J.P. Losman,584,5.6,104,63,60.6,2,5,62.3,34,32.7,3,1,87,15,119
Trent Green,525,7.3,72,38,52.8,0,6,41.7,19,26.4,8,1,53,6,58
Brady Quinn,518,5.8,89,45,50.6,2,2,66.6,24,27,5,1,42,1,9
Damon Huard,477,5.9,81,50,61.7,2,4,65.7,20,24.7,3,1,68,9,56
Brad Johnson,427,5.5,78,41,52.6,2,5,50.5,16,20.5,4,0,36,8,54
Ken Dorsey,370,4.1,91,43,47.2,0,7,26.4,19,20.9,5,0,28,5,43
Byron Leftwich,303,8.4,36,21,58.3,2,0,104.3,17,47.2,4,1,50,3,22
Matt Leinart,264,9.1,29,15,51.7,1,1,80.2,10,34.5,4,1,78,2,19
Rex Grossman,257,4.2,62,32,51.6,2,2,59.7,12,19.4,1,0,29,2,8
Vince Young,219,6.1,36,22,61.1,1,2,64.5,9,25,3,1,54,3,13
Andrew Walter,204,4.2,49,22,44.9,0,3,31.3,11,22.4,1,0,28,5,39
Jim Sorgi,178,5.9,30,22,73.3,0,0,87.9,10,33.3,2,0,33,0,0
Brodie Croyle,151,5.2,29,20,69,0,0,81.2,7,24.1,2,0,22,1,10
Kevin Kolb,144,4.2,34,17,50,0,4,21.8,8,23.5,0,0,16,0,0
Drew Stanton,119,7,17,9,52.9,1,0,95,6,35.3,2,1,41,6,35
David Carr,115,9.6,12,9,75,2,0,144.1,7,58.3,2,0,27,1,2
Charlie Frye,83,3.6,23,12,52.2,2,2,53.4,5,21.7,0,0,19,3,19
Troy Smith,82,20.5,4,3,75,1,0,156.2,3,75,2,1,43,1,1
