Team,FF,FR,FR TD
Vikings,22,11,2
Broncos,19,15,1
Falcons,17,8,0
Colts,17,9,1
Giants,17,11,0
Steelers,17,9,1
Eagles,16,8,1
Buccaneers,16,10,0
Bills,14,11,0
Texans,14,9,1
Raiders,14,9,2
Dolphins,14,11,0
Patriots,14,7,1
Jets,14,10,1
Chargers,14,12,0
Browns,13,10,1
Lions,13,6,0
Titans,13,8,0
Chiefs,13,8,1
Seahawks,13,8,0
Ravens,12,11,0
Bears,12,5,0
Cowboys,12,6,0
Jaguars,12,11,0
Bengals,11,9,0
Packers,10,11,1
49ers,10,6,0
Commanders,10,10,0
Saints,8,10,1
Rams,6,4,0
Cardinals,6,6,1
Panthers,4,3,0
