Team,KO,Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Broncos,98,6444,9,9.2,89,20.5,0,0,0,0
Packers,89,5846,11,12.4,78,20.5,0,0,0,0
Jaguars,88,5492,10,11.4,77,22.5,2,0,0,0
Jets,85,5663,29,34.1,54,21,2,0,0,0
49ers,85,5243,2,2.4,82,21.3,0,0,1,0
Lions,84,5563,21,25,61,20.8,2,0,0,0
Chiefs,83,5094,3,3.6,80,20.9,0,0,0,0
Seahawks,82,5155,2,2.4,77,23.1,0,0,3,1
Patriots,81,5057,4,4.9,75,22,2,0,0,1
Steelers,81,4951,4,4.9,74,21,2,1,1,1
Cowboys,78,5051,12,15.4,65,18,1,1,0,0
Oilers,78,4720,4,5.1,71,21.5,2,1,1,0
Colts,78,4850,8,10.3,64,24.1,6,3,1,1
Dolphins,78,4968,21,26.9,53,19.2,4,2,1,0
Ravens,76,4917,15,19.7,58,22.8,2,0,1,1
Vikings,76,4782,6,7.9,67,20.9,2,0,1,0
Falcons,74,4804,17,23,52,22.4,4,2,1,0
Bengals,74,4268,2,2.7,67,21,2,0,3,0
Rams,73,4890,17,23.3,54,23.4,1,0,1,1
Eagles,73,4244,2,2.7,66,23.4,5,0,1,0
Giants,72,4859,23,31.9,49,23.7,0,0,0,1
Redskins,71,4393,2,2.8,67,22.6,0,0,2,0
Chargers,69,4244,3,4.4,63,24.1,2,1,1,1
Raiders,68,4605,19,27.9,48,23.4,0,0,1,0
Buccaneers,68,4632,24,35.3,44,21.8,0,0,0,1
Panthers,65,4106,7,10.8,55,23.2,2,0,1,1
Bears,65,3890,7,10.8,52,23.8,6,0,4,0
Cardinals,65,4210,19,29.2,42,22.5,3,1,2,1
Bills,63,3803,5,7.9,55,25.2,3,0,1,3
Saints,62,3992,8,12.9,51,22.3,1,0,2,0
