Team,FF,FR,FR TD
Eagles,28,18,0
Lions,25,16,3
Titans,24,24,2
Jaguars,21,11,1
Cardinals,20,10,0
Broncos,19,11,1
Bears,18,19,1
Vikings,18,18,0
Saints,18,15,2
Redskins,18,13,1
Jets,17,11,1
Bengals,16,15,0
Colts,16,13,1
Chiefs,16,20,4
Buccaneers,16,9,0
Ravens,15,10,0
Panthers,15,14,0
Packers,14,15,2
Rams,14,7,1
Chargers,14,12,2
Raiders,13,13,1
Patriots,13,15,2
Giants,13,7,1
Steelers,13,14,2
Bills,11,9,1
Browns,11,12,0
Dolphins,11,10,1
Seahawks,11,6,0
Cowboys,10,9,1
Falcons,8,6,0
49ers,7,7,3
