Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Bert Jones,3104,9,343,207,60.4,24,9,102.5,94,27.4,0,0,79,29,284
Fran Tarkenton,2961,7.2,412,255,61.9,17,8,89.3,128,31.1,0,0,56,25,221
Jim Hart,2946,7.6,388,218,56.2,18,13,82,124,32,0,0,77,17,132
Ken Stabler,2737,9.4,291,194,66.7,27,17,103.4,85,29.2,0,0,88,19,203
Roger Staubach,2715,7.4,369,208,56.4,14,11,79.9,109,29.5,0,0,53,29,215
Mike Livingston,2682,7.9,338,189,55.9,12,13,77.6,89,26.3,0,0,57,31,284
Jim Zorn,2571,5.9,439,208,47.4,12,27,49.4,68,15.5,0,0,80,25,196
Dan Fouts,2535,7.1,359,208,57.9,14,15,75.4,92,25.6,0,0,81,39,220
Ken Anderson,2367,7,338,179,53,19,14,76.9,85,25.2,0,0,85,34,235
Greg Landry,2191,7.5,291,168,57.7,17,8,89.6,74,25.4,0,0,74,55,397
Brian Sipe,2113,6.8,312,178,57,17,14,77.3,63,20.2,0,0,52,16,142
Bob Griese,2097,7.7,272,162,59.6,11,12,78.9,94,34.6,0,0,47,30,266
Steve Ramsey,1931,7.2,270,128,47.4,11,13,64.9,28,10.4,0,0,71,39,261
Steve Grogan,1903,6.3,302,145,48,18,20,60.6,80,26.5,0,0,58,18,155
Craig Morton,1865,6.6,284,153,53.9,9,20,55.6,80,28.2,0,0,63,39,285
Dan Pastorini,1795,5.8,309,167,54,10,10,68.6,49,15.9,0,0,67,24,234
Steve Spurrier,1628,5.2,311,156,50.2,7,12,57.1,39,12.5,0,0,38,32,267
Jim Plunkett,1592,6.6,243,126,51.8,13,16,63,56,23,0,0,85,26,249
Bob Avellini,1580,5.8,271,118,43.5,8,15,49.4,45,16.6,0,0,63,24,225
Lynn Dickey,1465,6,243,115,47.3,7,14,52.2,53,21.8,0,0,69,28,279
James Harris,1460,9.2,158,91,57.6,8,6,89.6,41,26,0,0,80,14,151
Bobby Douglass,1288,6,213,103,48.4,4,8,58.2,28,13.2,0,0,74,26,189
Billy Kilmer,1252,6.1,206,108,52.4,12,10,70.3,36,17.5,0,0,53,15,125
Mike Boryla,1247,5.1,246,123,50,9,14,53.4,59,24,0,0,48,29,235
Terry Bradshaw,1177,6.1,192,92,47.9,10,9,65.4,39,20.3,0,0,50,16,164
Joe Namath,1090,4.7,230,114,49.6,4,16,40,8,3.5,0,0,35,16,150
Joe Ferguson,1086,7.2,151,74,49,9,1,90,39,25.8,0,0,58,11,80
Bobby Scott,1065,5.6,190,103,54.2,4,6,64.5,23,12.1,0,0,60,24,162
Joe Theismann,1036,6.4,163,79,48.5,8,10,59.8,45,27.6,0,0,44,22,172
Gary Marangi,998,4.3,232,82,35.3,7,16,30.8,50,21.6,0,0,39,22,166
Pat Haden,896,8.5,105,60,57.1,8,4,94.8,19,18.1,0,0,65,13,86
Richard Todd,870,5.4,162,65,40.1,3,12,33.2,12,7.4,0,0,44,29,233
Mike Kruczek,758,8.9,85,51,60,0,3,74.5,27,31.8,0,0,64,11,105
Steve Bartkowski,677,5.6,120,57,47.5,2,9,39.5,36,30,0,0,50,18,150
John Hadl,634,5.6,113,60,53.1,7,8,60.9,20,17.7,0,0,69,15,123
Scott Hunter,633,5.8,110,51,46.4,5,4,64.7,16,14.6,0,0,34,9,81
Tony Adams,575,8.1,71,36,50.7,3,4,68.7,0,0,0,0,49,9,79
Roman Gabriel,476,5.2,92,46,50,2,2,63.5,15,16.3,0,0,34,13,111
Kim McQuilken,450,3.7,121,48,39.7,2,10,21.7,8,6.6,0,0,39,17,164
Joe Reed,425,6.8,62,32,51.6,3,3,69.6,0,0,0,0,57,12,93
Mike Rae,417,6.4,65,35,53.8,6,1,98,8,12.3,0,0,37,8,71
Don Strock,359,7.6,47,21,44.7,3,2,74.7,9,19.2,0,0,53,4,41
Carlos Brown,333,4.5,74,26,35.1,2,6,25.3,0,0,0,0,47,10,66
Norris Weese,314,6.7,47,24,51.1,1,6,40,0,0,0,0,43,9,45
Bill Munson,295,8,37,20,54,1,3,55.6,0,0,0,0,44,3,29
Ron Jaworski,273,5.2,52,20,38.5,1,5,22.8,4,7.7,0,0,42,5,51
Craig Penrose,265,7.4,36,16,44.4,3,3,62.8,0,0,0,0,41,0,0
Scott Bull,252,5.2,48,21,43.8,2,4,39.6,8,16.7,0,0,30,5,44
Randy Johnson,249,7.1,35,21,60,0,1,69.8,6,17.1,0,0,45,2,23
Norm Snead,239,5.7,42,22,52.4,0,4,29.9,9,21.4,0,0,31,5,27
Danny White,213,10.6,20,13,65,2,2,94.4,1,5,0,0,56,1,15
Parnell Dickinson,210,5.4,39,15,38.5,1,5,25.5,0,0,0,0,49,14,124
Bob Lee,156,5.2,30,15,50,0,2,37.6,2,6.7,0,0,21,6,41
Earl Morrall,148,5.7,26,10,38.5,1,1,54.6,0,0,0,0,67,3,29
Mike Phipps,146,4,37,20,54,3,0,90.6,0,0,0,0,23,1,6
Clint Longley,130,5.4,24,12,50,2,3,54.5,0,0,0,0,28,7,51
John Walton,125,4.5,28,12,42.9,0,2,26.6,0,0,0,0,33,1,6
Bill Troup,117,6.5,18,8,44.4,0,1,43.1,0,0,0,0,32,1,4
Marty Domres,101,7.2,14,7,50,0,1,44,0,0,0,0,41,3,32
