Player,INT,INT TD,INT Yds,Lng
Monte Jackson,10,3,173,46
Ken Riley,9,1,141,53
Mike Haynes,8,0,90,28
Joe Lavender,8,0,77,28
Rod Perry,8,0,79,43
Ross Brupbacher,7,0,49,25
Thom Darden,7,0,73,21
James Hunter,7,1,120,39
Tom Jackson,7,1,136,46
Nate Wright,7,0,47,21
Mel Blount,6,0,75,28
Glen Edwards,6,0,95,55
Allan Ellis,6,1,47,22
Don Goode,6,0,82,27
Levi Johnson,6,1,206,76
Rolland Lawrence,6,0,43,22
Tommy Casanova,5,2,109,33
Pat Fischer,5,0,38,32
Tony Greene,5,1,135,101
Prentice McCray,5,2,182,63
Kerry Reardon,5,0,26,22
Jackie Wallace,5,0,105,41
C.L. Whittington,5,0,103,50
Dave Brown,4,0,70,33
Steve Foley,4,0,95,34
Johnnie Gray,4,1,101,67
Tim Gray,4,0,19,11
Ken Houston,4,0,25,12
Monte Johnson,4,0,40,22
Jim Merlo,4,2,142,83
Doug Plank,4,0,31,15
Isiah Robertson,4,0,28,14
John Rowser,4,2,104,41
Clarence Scott,4,0,11,5
Jake Scott,4,0,12,6
Mike Sensibaugh,4,1,60,35
Bill Simpson,4,0,62,30
Norm Thompson,4,0,83,38
Mark Washington,4,0,49,22
Roger Wehrli,4,0,31,26
Mike Williams,4,0,76,35
Roland Woolsey,4,0,19,13
Nate Allen,3,0,44,30
Gary Barbaro,3,0,27,16
Ron Bolton,3,1,76,39
Ray Brown,3,0,58,21
Willie Brown,3,0,25,22
Marvin Cobb,3,0,55,28
Mark Cotney,3,0,25,25
Ray Easterling,3,0,33,19
Tim Fox,3,0,67,29
Randy Gradishar,3,1,44,31
Tom Graham,3,0,55,25
Cliff Harris,3,0,32,29
Bob Howard,3,0,28,15
Doug Jones,3,0,5,5
Willie Lanier,3,0,28,14
Virgil Livers,3,0,34,18
Al Matthews,3,1,60,40
Keith Moody,3,0,63,44
Frank Reed,3,0,48,42
Mel Renfro,3,0,23,23
Bruce Rhodes,3,0,42,30
Charlie Waters,3,0,6,5
Stan White,3,0,26,15
Pete Athas,2,0,22,22
Charlie Babb,2,0,20,20
Bob Babich,2,0,29,21
Lem Barney,2,1,62,26
Bill Bergey,2,0,48,37
Gregg Bingham,2,0,18,15
Matt Blair,2,0,25,20
Bill Bradley,2,0,63,52
Bobby Bryant,2,0,30,25
Waymond Bryant,2,0,6,3
Willie Buchanon,2,0,28,22
Greg Buttle,2,0,20,14
Mario Clark,2,0,21,21
Tim Collier,2,0,10,10
Mike Curtis,2,0,40,26
Ken Ellis,2,0,40,40
Dave Elmendorf,2,0,0,0
Willie Hall,2,0,17,12
Jack Ham,2,0,13,13
Bo Harris,2,0,-3,-3
Tom Hayes,2,1,37,37
Sam Hunt,2,1,106,68
Ernie Jackson,2,0,5,5
Dick Jauron,2,0,0,0
Dan Jilek,2,0,33,28
Calvin Jones,2,0,7,7
Curtis Jordan,2,0,10,10
Paul Krause,2,0,21,19
Jack Lambert,2,0,32,22
Jim Laslavic,2,0,13,13
Derrel Luce,2,0,7,7
Steve Luke,2,0,30,15
Jim Lynch,2,0,7,7
Bob Martin,2,0,15,12
Bob Matheson,2,0,34,34
Steve Nelson,2,0,32,34
Ray Oldham,2,0,40,33
John Outlaw,2,0,19,19
Lemar Parrish,2,0,0,0
Mel Phillips,2,0,14,14
Ken Reaves,2,0,41,25
Rich Sowells,2,0,46,27
Jim Stienke,2,0,0,0
Ken Stone,2,0,47,26
Bob Swenson,2,0,26,26
Jack Tatum,2,0,0,0
Ed Taylor,2,0,22,22
Skip Thomas,2,0,26,14
Emmitt Thomas,2,0,30,29
J.T. Thomas,2,0,43,38
Skip Vanderbundt,2,0,8,8
Brad Van Pelt,2,0,13,7
Rick Volk,2,0,14,11
Mike Wagner,2,0,0,0
Charlie Weaver,2,0,24,19
Jeris White,2,0,4,4
Ray White,2,0,20,16
Jim Youngblood,2,0,28,26
Dick Anderson,1,0,32,32
Billy Andrews,1,0,11,11
Mark Arneson,1,0,0,0
Larry Ball,1,0,2,2
Benny Barnes,1,0,23,23
Autry Beamon,1,0,41,41
Ed Bradley,1,0,29,29
Robert Brazile,1,0,8,8
Bobby Brooks,1,0,9,9
Eddie Brown,1,0,8,8
Terry Brown,1,0,24,24
Fred Carr,1,1,10,10
Wally Chambers,1,0,8,8
Al Clark,1,0,0,0
Craig Clemons,1,0,28,28
Fred Cook,1,0,1,1
Neal Craig,1,0,8,8
Chuck Crist,1,0,20,20
Chris Devlin,1,0,2,2
Clarence Duren,1,0,8,8
Brad Dusek,1,0,0,0
John Ebersole,1,0,0,0
Tom Ehlers,1,0,27,27
Jimbo Elrod,1,0,3,3
Mike Fuller,1,0,0,0
Dave Gallagher,1,0,7,7
Charlie Hall,1,0,12,12
Chris Hanburger,1,0,20,20
Larry Hand,1,0,4,4
Dwight Harrison,1,0,18,18
Ted Hendricks,1,0,9,9
Bob Horn,1,0,6,6
Randy Hughes,1,0,0,0
Pat Hughes,1,0,5,5
Gerald Irons,1,0,1,1
Bernard Jackson,1,0,0,0
Curtis Johnson,1,0,14,14
Dennis Johnson,1,0,2,2
Jimmy Johnson,1,0,17,17
Leroy Jones,1,0,11,11
Rick Kay,1,0,0,0
Tim Kearney,1,0,0,0
Larry Keller,1,0,31,31
Merv Krakau,1,0,0,0
Jim LeClair,1,0,9,9
Randy Logan,1,0,38,38
Woodrow Lowe,1,0,8,8
Larry Mallory,1,0,0,0
Harvey Martin,1,0,0,0
Dewey McClain,1,0,13,13
Harold McLinton,1,0,8,8
Eddie McMillan,1,0,0,0
John Mendenhall,1,0,3,3
Zeke Moore,1,0,28,28
Lloyd Mumphord,1,0,22,22
Nelson Munsey,1,0,10,10
Tom Myers,1,0,0,0
Tommy Nobis,1,0,5,5
Frank Nunley,1,0,12,12
Ed O'Neil,1,0,16,16
Cal Peterson,1,0,15,15
Charlie Phillips,1,0,11,11
Randy Poltl,1,0,0,0
Clyde Powers,1,0,11,11
Steve Preece,1,0,6,6
Elex Price,1,1,23,23
Ron Pritchard,1,0,0,0
Mike Reinfeldt,1,0,19,19
Joe Rizzo,1,0,8,8
Guy Roberts,1,0,7,7
Andy Russell,1,0,0,0
Bryant Salter,1,0,0,0
Donnie Shell,1,0,4,4
Jerry Sherk,1,0,0,0
Jeff Siemon,1,0,0,0
John Skorupan,1,0,13,13
Perry Smith,1,0,0,0
Mo Spencer,1,0,0,0
Greg Stemrick,1,0,0,0
Hal Stringert,1,0,24,24
Shafer Suggs,1,0,12,12
Tom Toner,1,0,28,28
Phil Villapiano,1,0,0,0
Charlie West,1,0,0,0
Sherman White,1,0,5,5
Reggie Williams,1,0,17,17
Jeff Wright,1,0,5,5
Mike Hartenstine,0,1,12,12
Louis Wright,0,0,32,32
