Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Lee Nelson,43,1,43,0,0,0,43,0,0
Pete Athas,34,2,68,0,0,0,39,0,0
Jimmy DuBose,34,1,34,0,0,0,28,0,0
Duriel Harris,32.9,17,559,0,0,0,69,0,0
Danny Reece,30,1,30,0,0,0,30,0,0
Cullen Bryant,28.7,16,459,1,0,0,90,0,0
Kermit Johnson,28.5,4,114,0,0,0,40,0,0
Jess Phillips,28.4,14,397,0,0,0,71,0,0
Freeman Johns,28,2,56,0,0,0,34,0,0
Lonnie Perrin,27.9,14,391,0,0,0,43,0,0
Lawrence Williams,27.5,25,688,0,0,0,64,0,0
Woody Green,27.3,3,82,0,0,0,30,0,0
John Schultz,27.3,3,82,0,0,0,38,0,0
Hubert Ginn,27,1,27,0,0,0,27,0,0
Greg Pruitt,27,1,27,0,0,0,27,0,0
Steve Wagner,27,1,27,0,0,0,27,0,0
James Hunter,26.8,14,375,0,0,0,84,0,0
Rick Jennings,26.1,16,417,0,0,0,55,0,0
Brian Baschnagel,26,29,754,0,0,0,48,0,0
Reggie Harrison,26,1,26,0,0,0,26,0,0
Mike McCoy,25.4,18,457,0,0,0,65,0,0
Willie Shelby,25.4,30,761,1,0,0,97,0,0
Darnell Powell,25.2,4,101,0,0,0,26,0,0
Rolland Lawrence,24.8,21,521,0,0,0,36,0,0
Butch Johnson,24.8,28,693,0,0,0,74,0,0
Eddie Brown,24.6,30,738,0,0,0,67,0,0
Don Hardeman,24.4,7,171,0,0,0,40,0,0
Steve Holden,24.3,19,461,0,0,0,44,0,0
Brian Duncan,24.2,6,145,0,0,0,27,0,0
Jim Jensen,24.1,13,313,0,0,0,35,0,0
Freddie Douglas,23.9,7,167,0,0,0,29,0,0
Gary Davis,23.7,26,617,0,0,0,47,0,0
Howard Stevens,23.7,30,710,0,0,0,83,0,0
Rick Upchurch,23.4,22,514,0,0,0,64,0,0
Keith Moody,23.3,26,605,0,0,0,41,0,0
