Player,Avg,Ret,Yds,PRet T,20+,40+,Lng,FC,FUM
Billy Andrews,38,1,38,0,0,0,38,0,0
Rick Jennings,20,1,20,0,0,0,20,0,0
Freddie Douglas,19.5,4,78,0,0,0,32,0,0
Freddie Solomon,15.8,13,205,1,0,0,79,0,0
Larry Jones,15,1,15,0,0,0,15,0,0
Sammy White,15,3,45,0,0,0,31,1,0
Al Clark,14.2,4,57,0,0,0,24,0,0
Mark Burke,14,1,14,0,0,0,14,0,0
Rick Upchurch,13.7,39,536,4,0,0,92,3,0
Mike Haynes,13.5,45,608,2,0,0,89,0,0
Eddie Brown,13.5,48,646,1,0,0,71,8,0
Mike Fuller,13.2,33,436,0,0,0,43,0,0
Ronnie Coleman,13,7,91,1,0,0,69,2,0
Charlie Babb,12.7,3,38,0,0,0,25,1,0
Larry Brunson,12.5,31,387,0,0,0,48,0,0
Dwight Scales,11.5,4,46,0,0,0,21,0,0
Cullen Bryant,11.1,29,321,0,0,0,25,2,0
Terry Metcalf,11.1,17,188,0,0,0,39,1,0
Tom Myers,11,2,22,0,0,0,11,0,0
Ken Stone,11,1,11,0,0,0,11,0,0
Neal Colzie,10.9,41,448,0,0,0,32,3,0
Ricky Feacher,10.9,13,142,0,0,0,49,1,0
Butch Johnson,10.9,45,489,0,0,0,55,11,0
Larry Marshall,10.7,27,290,0,0,0,29,9,0
Billy Johnson,10.6,38,403,0,0,0,46,9,0
Dick Anderson,10.5,2,21,0,0,0,11,1,0
Keith Moody,10.4,16,166,1,0,0,67,8,0
Ralph McGill,10.3,10,103,1,0,0,50,1,0
Theo Bell,10,39,390,0,0,0,35,2,0
Bill Thompson,10,6,60,0,0,0,20,0,0
Louie Giammona,9.8,12,117,0,0,0,25,1,0
Pat Tilley,9.7,15,146,0,0,0,17,0,0
Pete Athas,9.5,35,332,0,0,0,67,10,0
Manfred Moore,9.2,20,184,0,0,0,23,0,0
Doug Beaudoin,9,2,18,0,0,0,11,0,0
Steve Largent,9,4,36,0,0,0,12,0,0
Nat Moore,9,8,72,0,0,0,23,3,0
Jake Scott,9,3,27,0,0,0,11,0,0
Bruce Rhodes,8.9,16,142,0,0,0,22,2,0
Jack Deloplaine,8.8,17,150,0,0,0,36,0,0
Duriel Harris,8.8,9,79,0,0,0,16,0,0
Mark Cotney,8.7,3,26,0,0,0,9,0,0
Steve Foley,8.4,5,42,0,0,0,16,0,0
Tony Leonard,8.4,35,293,1,0,0,60,5,0
Lem Barney,8.3,23,191,0,0,0,30,22,0
Johnnie Gray,8.3,37,307,0,0,0,27,7,0
Lou Piccone,8.2,21,173,1,0,0,60,0,0
Howard Stevens,8.1,39,315,0,0,0,44,9,0
Rick Byas,8,1,8,0,0,0,8,0,0
Chuck Crist,8,1,8,0,0,0,8,2,0
Glen Edwards,8,1,8,0,0,0,8,0,0
Willie Shelby,7.7,21,162,0,0,0,30,4,0
Virgil Livers,7.3,28,205,0,0,0,51,0,0
Danny Reece,7.2,20,143,0,0,0,30,0,0
Bill Bradley,7.1,9,64,0,0,0,23,5,0
John Fuqua,7,11,77,0,0,0,13,0,0
Lyle Blackwood,7,19,132,0,0,0,26,2,0
Leonard Willis,6.9,30,207,0,0,0,29,10,0
Rolland Lawrence,6.9,54,372,0,0,0,24,5,0
Rob Scribner,6.8,8,54,0,0,0,20,1,0
Dave Brown,6.7,11,74,0,0,0,19,5,0
Steve Holden,6.6,31,205,0,0,0,38,2,0
Lemar Parrish,6.1,20,122,0,0,0,32,2,0
Mike Esposito,6,1,6,0,0,0,6,0,0
Robert Gaddis,6,1,6,0,0,0,6,0,0
Jim Stienke,6,3,18,0,0,0,10,3,0
Rondy Colbert,5.5,13,72,0,0,0,15,0,0
Jim Bertelsen,5.5,10,55,0,0,0,19,0,0
Steve Schubert,5.4,11,60,0,0,0,14,5,0
Gary Hammond,5.3,3,16,0,0,0,8,0,0
Bruce Taylor,5.3,3,16,0,0,0,11,1,0
Marvin Cobb,4.7,3,14,0,0,0,7,2,0
Mike Williams,4.6,5,23,0,0,0,15,1,0
Tommy Casanova,4.5,10,45,0,0,0,15,2,0
Eddie Bell,4.4,7,31,0,0,0,10,0,0
Jimmy Robinson,4.4,24,106,0,0,0,22,7,0
Willie Miller,4.4,5,22,0,0,0,8,0,0
Roland Hooks,4.1,11,45,0,0,0,12,3,0
Tony Galbreath,4,2,8,0,0,0,4,0,0
Kerry Reardon,4,1,4,0,0,0,4,1,0
Lynn Swann,3.7,3,11,0,0,0,7,0,0
Charlie Phillips,3.5,2,7,0,0,0,4,0,0
C.L. Whittington,3.3,3,10,0,0,0,7,0,0
Steve Rivera,3,1,3,0,0,0,3,0,0
Charlie West,3,3,9,0,0,0,4,2,0
John Holland,2.8,4,11,0,0,0,8,2,0
Autry Beamon,2.7,7,19,0,0,0,14,5,0
Leon McQuay,2.5,2,5,0,0,0,11,0,0
Roland Woolsey,2.5,2,5,0,0,0,5,0,0
Mike Adamle,2,1,2,0,0,0,2,0,0
Isaac Hagins,2,1,2,0,0,0,2,0,0
John Schultz,2,1,2,0,0,0,2,2,0
Darryl Stingley,2,1,2,0,0,0,2,0,0
James Hunter,1.8,4,7,0,0,0,5,0,0
Brian Baschnagel,1,2,2,0,0,0,3,1,0
Gordon Bell,1,1,1,0,0,0,1,0,0
Karl Farmer,0,1,0,0,0,0,0,0,0
Freeman Johns,0,1,0,0,0,0,0,0,0
Bill Knox,0,1,0,0,0,0,0,0,0
Ron Lee,0,1,0,0,0,0,0,0,0
Ron Mabra,0,1,0,0,0,0,0,0,0
Tommy Marvaso,0,1,0,0,0,0,0,0,0
Steve Neils,0,1,0,0,0,0,0,0,0
Tommy Reamon,0,1,0,0,0,0,0,0,0
Guy Roberts,0,1,0,0,0,0,0,0,0
Garth Ten Napel,0,1,0,0,0,0,0,0,0
Jazz Jackson,-0.2,6,-1,0,0,0,8,1,0
Bob Jones,-1,1,-1,0,0,0,-1,0,0
Eddie McMillan,-1,1,-1,0,0,0,-1,0,0
Willard Harrell,-2.3,3,-7,0,0,0,1,1,0
Roscoe Word,-8,1,-8,0,0,0,-8,0,0
