Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
MacArthur Lane,66,686,1,0,0,44,0,0,0,0,0
Bob Chandler,61,824,10,0,0,58,0,0,0,0,0
Lydell Mitchell,60,555,3,0,0,40,0,0,0,0,0
Drew Pearson,58,806,6,0,0,40,0,0,0,0,0
Chuck Foreman,55,567,1,0,0,41,0,0,0,0,0
Tony Galbreath,54,420,1,0,0,35,0,0,0,0,0
Steve Largent,54,705,4,0,0,45,0,0,0,0,0
Dave Casper,53,691,10,0,0,30,0,0,0,0,0
Ahmad Rashad,53,671,3,0,0,47,0,0,0,0,0
Ike Harris,52,782,1,0,0,40,0,0,0,0,0
Ken Burrough,51,932,7,0,0,69,0,0,0,0,0
Sammy White,51,906,10,0,0,56,0,0,0,0,0
Frank Grant,50,818,5,0,0,53,0,0,0,0,0
Charlie Joiner,50,1056,7,0,0,81,0,0,0,0,0
Reggie Rucker,49,676,8,0,0,45,0,0,0,0,0
Billy Johnson,47,495,4,0,0,40,0,0,0,0,0
Walter White,47,808,7,0,0,41,0,0,0,0,0
Rickey Young,47,441,1,0,0,33,0,0,0,0,0
Cliff Branch,46,1111,12,0,0,88,0,0,0,0,0
Greg Pruitt,45,341,1,0,0,27,0,0,0,0,0
Fred Biletnikoff,43,551,7,0,0,32,0,0,0,0,0
Roger Carr,43,1112,11,0,0,79,0,0,0,0,0
Harold Carmichael,42,503,5,0,0,24,0,0,0,0,0
Billy Joe DuPree,42,680,2,0,0,38,0,0,0,0,0
Bob Tucker,42,498,1,0,0,39,0,0,0,0,0
Isaac Curtis,41,766,6,0,0,85,0,0,0,0,0
Clark Gaines,41,400,2,0,0,27,0,0,0,0,0
Alfred Jenkins,41,710,6,0,0,34,0,0,0,0,0
Ronnie Coleman,40,247,3,0,0,19,0,0,0,0,0
Glenn Doughty,40,628,5,0,0,41,0,0,0,0,0
Brent McClanahan,40,252,1,0,0,23,0,0,0,0,0
Otis Armstrong,39,457,1,0,0,36,0,0,0,0,0
Harold Jackson,39,751,5,0,0,65,0,0,0,0,0
Ray Jarvis,39,822,5,0,0,74,0,0,0,0,0
Scott Laidlaw,38,325,1,0,0,26,0,0,0,0,0
Paul Warfield,38,613,6,0,0,37,0,0,0,0,0
Ron Howard,37,422,0,0,0,30,0,0,0,0,0
Mel Gray,36,686,5,0,0,77,0,0,0,0,0
Doug Kotar,36,319,0,0,0,30,0,0,0,0,0
Sherman Smith,36,384,1,0,0,34,0,0,0,0,0
Charlie Sanders,35,545,5,0,0,36,0,0,0,0,0
Don Herrmann,34,535,0,0,0,57,0,0,0,0,0
Ron Jessie,34,779,6,0,0,58,0,0,0,0,0
Don McCauley,34,347,2,0,0,44,0,0,0,0,0
Don Woods,34,224,1,0,0,34,0,0,0,0,0
Larry Brunson,33,656,1,0,0,57,0,0,0,0,0
Pat Curran,33,349,1,0,0,29,0,0,0,0,0
Wilbur Jackson,33,324,1,0,0,32,0,0,0,0,0
Terry Metcalf,33,388,4,0,0,48,0,0,0,0,0
Nat Moore,33,625,4,0,0,67,0,0,0,0,0
Ken Payne,33,467,4,0,0,57,0,0,0,0,0
Gene Washington,33,457,6,0,0,55,0,0,0,0,0
Sam McCullum,32,506,4,0,0,72,0,0,0,0,0
Fred Willis,32,255,1,0,0,42,0,0,0,0,0
Rich Caster,31,391,1,0,0,41,0,0,0,0,0
Chuck Muncie,31,272,0,0,0,33,0,0,0,0,0
John Cappelletti,30,302,1,0,0,32,0,0,0,0,0
Riley Odoms,30,477,3,0,0,47,0,0,0,0,0
Morris Owens,30,390,6,0,0,27,0,0,0,0,0
Charle Young,30,374,0,0,0,29,0,0,0,0,0
Roland Harper,29,291,1,0,0,39,0,0,0,0,0
Andy Johnson,29,343,4,0,0,53,0,0,0,0,0
Steve Jones,29,152,1,0,0,15,0,0,0,0,0
Norm Bulaich,28,151,0,0,0,25,0,0,0,0,0
Dexter Bussey,28,218,0,0,0,27,0,0,0,0,0
Henry Marshall,28,443,2,0,0,31,0,0,0,0,0
Lawrence McCutcheon,28,305,2,0,0,42,0,0,0,0,0
Lynn Swann,28,516,3,0,0,47,0,0,0,0,0
Mike Thomas,28,290,4,0,0,34,0,0,0,0,0
Stu Voigt,28,303,1,0,0,44,0,0,0,0,0
Sam Cunningham,27,299,0,0,0,41,0,0,0,0,0
Clarence Davis,27,191,0,0,0,17,0,0,0,0,0
Jean Fugett,27,334,6,0,0,33,0,0,0,0,0
Roy Jefferson,27,364,2,0,0,27,0,0,0,0,0
Charlie Smith,27,412,4,0,0,48,0,0,0,0,0
Freddie Solomon,27,453,2,0,0,53,0,0,0,0,0
Delvin Williams,27,283,2,0,0,85,0,0,0,0,0
J.V. Cain,26,400,5,0,0,34,0,0,0,0,0
Henry Childs,26,349,3,0,0,46,0,0,0,0,0
Russ Francis,26,367,3,0,0,48,0,0,0,0,0
James Scott,26,512,6,0,0,63,0,0,0,0,0
Pat Tilley,26,407,1,0,0,45,0,0,0,0,0
Gordon Bell,25,198,0,0,0,20,0,0,0,0,0
