Player,INT,INT TD,INT Yds,Lng
Mark Murphy,9,0,127,48
Vann McElroy,8,0,68,28
Beasley Reece,8,0,103,29
Ken Riley,8,2,89,42
Lionel Washington,8,0,92,26
Deron Cherry,7,0,100,41
Kenny Easley,7,0,106,48
Leslie Frazier,7,1,135,56
Bruce McNorton,7,0,30,15
Lance Mehl,7,1,57,34
Johnnie Poe,7,1,146,31
Rick Sanford,7,0,24,16
Danny Walters,7,0,55,33
Eric Wright,7,2,164,60
Dave Brown,6,0,83,37
Gary Green,6,0,59,25
Terry Jackson,6,0,20,17
William Judson,6,0,60,29
John Swain,6,0,12,11
Dennis Thurman,6,0,49,34
John Turner,6,0,37,14
Louis Wright,6,0,50,34
John Anderson,5,1,54,27
Kirk Collins,5,0,113,58
Vernon Dean,5,0,54,26
Ron Fellows,5,1,139,58
Steve Foley,5,0,28,16
Ray Horton,5,1,121,55
Roland James,5,0,99,46
Tim Lewis,5,0,111,46
Mike Richardson,5,0,9,6
Terry Schmidt,5,1,31,32
Donnie Shell,5,0,18,18
Gerald Small,5,0,60,28
Willie Tullis,5,0,65,44
Steve Wilson,5,0,91,36
Rick Woods,5,0,53,31
Lyle Blackwood,4,0,77,45
Mel Blount,4,0,32,21
Cedric Brown,4,0,78,36
Lloyd Burruss,4,0,46,27
Bobby Butler,4,0,12,12
Garry Cobb,4,0,19,13
Ken Coffey,4,0,62,29
Tom Cousineau,4,0,47,15
Michael Downs,4,0,80,28
Mike Harden,4,0,127,48
Eric Harris,4,0,100,45
Derrick Hatchett,4,0,36,25
LeRoy Irvin,4,0,42,22
Johnnie Johnson,4,2,115,60
Mark Lee,4,0,23,15
Albert Lewis,4,0,42,34
Ronnie Lott,4,0,22,22
Rod Martin,4,2,81,40
Benny Perrin,4,0,50,30
Tom Pridemore,4,0,56,25
Durwood Roquemore,4,1,117,42
Keith Simpson,4,0,39,14
Dennis Smith,4,0,39,23
Everson Walls,4,0,70,37
Anthony Washington,4,0,12,8
Bobby Watkins,4,0,48,31
Carlton Williamson,4,0,51,26
Chip Banks,3,1,95,65
Rufus Bess,3,0,38,19
Glenn Blackwood,3,0,0,0
Tim Collier,3,1,32,32
Nolan Cromwell,3,1,76,43
Hanford Dixon,3,0,41,35
Steve Freeman,3,0,40,29
Russell Gary,3,0,70,26
Nesby Glasgow,3,0,35,18
Bob Glazebrook,3,0,30,25
Anthony Griggs,3,0,61,32
Bob Harris,3,0,10,10
Mark Haynes,3,0,18,23
Jerry Holmes,3,1,107,43
John Holt,3,0,43,25
Ron Johnson,3,1,84,34
E.J. Junior,3,0,27,19
Bobby Kemp,3,0,26,26
Terry Kinard,3,0,49,25
Johnny Lynn,3,1,70,42
Cedric Mack,3,0,25,13
Mike Merriweather,3,1,55,31
Darrol Ray,3,0,77,42
Lucious Smith,3,1,99,58
Willie Teal,3,0,26,12
Mike Whitwell,3,0,67,28
Chris Williams,3,0,6,4
Dennis Winston,3,0,21,15
Dwayne Woodruff,3,0,85,47
Kim Anderson,2,1,81,71
Al Baker,2,0,24,19
Roosevelt Barnes,2,0,70,70
Kim Bokamper,2,1,43,24
Keith Bostic,2,0,0,0
Greg Bracelin,2,0,19,19
Louis Breeden,2,0,47,39
Joey Browner,2,0,0,0
Clinton Burrell,2,0,0,0
James Burroughs,2,0,8,8
Dextor Clinkscale,2,1,68,68
Jim Collins,2,0,46,29
Mark Cotney,2,0,1,1
Bill Currier,2,1,37,30
Jeff Delaney,2,0,16,11
Ken Fantetti,2,0,0,0
Gary Fencik,2,0,34,20
Tim Fox,2,0,14,14
Johnnie Gray,2,0,5,5
Darrell Green,2,0,7,7
Hugh Green,2,2,54,33
Ray Griffin,2,0,24,24
Alvin Hall,2,0,18,18
John Harris,2,0,15,10
Lester Hayes,2,0,49,28
Dwight Hicks,2,2,102,62
Rod Hill,2,0,12,12
Bobby Jackson,2,0,8,8
Robert Jackson,2,0,21,15
Bobby Johnson,2,1,80,70
Kenny Johnson,2,2,57,31
