Player,INT,INT TD,INT Yds,Lng
Lawrence Johnson,2,0,0,0
Mel Kaufman,2,1,93,70
Bill Kay,2,0,31,27
Chris Keating,2,0,20,17
Mike Kozlowski,2,2,73,38
Jack Lambert,2,0,-1,-1
Bobby Leopold,2,0,13,9
Fred Marion,2,0,4,4
Rich Milot,2,0,20,20
Whitney Paul,2,0,3,3
Booker Reese,2,0,11,11
Charles Romes,2,0,27,27
Lucius Sanford,2,0,39,20
Ken Schroy,2,0,6,4
Clarence Scott,2,0,0,0
Wayne Smith,2,0,3,3
Lawrence Taylor,2,0,10,10
Brad Van Pelt,2,0,7,6
Mike Washington,2,0,41,25
Frank Wattelet,2,0,33,24
Greg Williams,2,0,25,25
Andre Young,2,1,49,40
Robert Abraham,1,0,0,0
Larry Anderson,1,0,0,0
George Andrews,1,0,22,22
Bill Bates,1,0,29,29
Gregg Bingham,1,0,4,4
Don Blackmon,1,0,39,39
Matt Blair,1,0,0,0
Scot Brantley,1,0,0,0
Bob Breunig,1,0,0,0
Mark Brown,1,0,0,0
Steve Brown,1,0,16,16
Trent Bryant,1,0,19,19
Keith Butler,1,0,0,0
Greg Buttle,1,0,17,17
Gill Byrd,1,0,0,0
Brian Carpenter,1,0,2,2
Jeremiah Castille,1,1,69,69
Harvey Clayton,1,1,70,70
Johnie Cooks,1,0,15,15
Bob Crable,1,0,0,0
James Davis,1,0,10,10
Mike Davis,1,0,3,3
Mike Dennis,1,0,0,0
Anthony Dickerson,1,0,8,8
Herman Edwards,1,0,0,0
Carl Ekern,1,0,1,1
Ray Ellis,1,0,18,18
Larry Flowers,1,0,19,19
Elbert Foules,1,0,0,0
David Galloway,1,0,17,17
Bob Golic,1,1,7,7
Randy Gradishar,1,0,5,5
Jacob Green,1,1,73,73
Mike Green,1,0,3,3
James Griffin,1,1,41,41
Elois Grooms,1,0,10,10
Al Gross,1,0,18,18
Willie Harper,1,0,37,37
Mike Haynes,1,0,0,0
Bryan Hinkle,1,1,14,14
Rickey Jackson,1,0,0,0
Roger Jackson,1,0,15,15
Tom Jackson,1,0,0,0
Charlie Johnson,1,0,2,2
Mike Jolly,1,0,0,0
Earl Jones,1,0,19,19
Too Tall Jones,1,0,12,12
Curtis Jordan,1,0,20,20
Kerry Justin,1,0,2,2
Brian Kelley,1,0,17,17
Mike Kennedy,1,1,22,22
Linden King,1,0,19,19
Paul Lankford,1,0,10,10
Al Latimer,1,0,0,0
Jim Laughlin,1,0,22,22
Carl Lee,1,0,31,31
Reggie Lewis,1,1,27,27
Randy Logan,1,0,0,0
Dexter Manley,1,0,1,1
Vernon Maxwell,1,0,31,31
Larry McGrew,1,0,3,3
Odis McKinney,1,0,0,0
Miles McPherson,1,0,0,0
Matt Millen,1,0,14,14
Paul Moyer,1,1,19,19
Lee Nelson,1,0,8,8
Steve Nelson,1,0,6,6
Keith Nord,1,0,0,0
Neal Olkewicz,1,0,14,14
Rod Perry,1,0,21,21
Lawrence Pillers,1,0,16,16
Steve Potter,1,0,0,0
Ray Preston,1,0,13,13
Tate Randle,1,0,41,41
Mike Reinfeldt,1,0,19,19
Earnest Rhone,1,0,15,15
Al Richardson,1,0,38,38
Avon Riley,1,0,0,0
Shelton Robinson,1,0,18,18
Bruce Scholtz,1,0,8,8
Randy Scott,1,0,12,12
Mike Singletary,1,0,0,0
Greg Stemrick,1,0,26,26
Fulton Walker,1,0,7,7
Frank Warren,1,0,6,6
Sam Washington,1,0,25,25
Ted Watts,1,0,13,13
James White,1,0,22,22
Eugene Williams,1,0,0,0
Kendall Williams,1,0,32,18
Otis Wilson,1,0,6,6
Roynell Young,1,0,0,0
Clayton Weishuhn,0,1,27,27
