Player,Rush Yds,Att,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM
Eric Dickerson,1808,390,18,11,3,85,116,29.7,12
William Andrews,1567,331,7,8,0,27,77,23.3,3
Curt Warner,1449,335,13,7,1,60,80,23.9,6
Walter Payton,1421,314,6,7,1,49,83,26.4,4
John Riggins,1347,375,24,3,1,44,98,26.1,5
Tony Dorsett,1321,289,8,11,2,77,57,19.7,5
Earl Campbell,1301,322,12,6,1,42,81,25.2,4
Ottis Anderson,1270,296,5,4,1,43,56,18.9,10
Mike Pruitt,1184,293,10,2,0,27,73,24.9,4
George Rogers,1144,256,5,5,2,76,54,21.1,7
Joe Cribbs,1131,263,3,9,1,45,58,22,6
Curtis Dickey,1122,254,4,6,1,56,49,19.3,9
Tony Collins,1049,219,10,7,1,50,45,20.6,9
Billy Sims,1040,220,7,5,1,41,57,25.9,6
Marcus Allen,1014,266,9,0,0,19,59,22.2,12
Franco Harris,1007,279,5,0,0,19,61,21.9,8
Chuck Muncie,886,235,12,4,0,34,66,28.1,6
Butch Woolfolk,857,246,4,1,0,22,47,19.1,8
Wendell Tyler,856,176,4,5,0,39,41,23.3,7
Randy McMillan,802,198,5,4,0,39,62,31.3,4
Wayne Wilson,787,199,9,2,0,29,50,25.1,5
Joe Washington,772,145,0,4,1,41,32,22.1,1
Pete Johnson,763,210,14,0,0,16,51,24.3,2
Sammy Winder,757,196,3,4,1,52,38,19.4,6
Andra Franklin,746,224,8,0,0,18,46,20.5,6
Roger Craig,725,176,8,2,1,71,38,21.6,5
Gerry Ellis,696,141,4,5,1,71,28,19.9,5
Tony Nathan,685,151,3,2,1,40,44,29.1,1
Matt Suhey,681,149,4,3,0,39,40,26.8,3
Freeman McNeil,654,160,1,0,0,19,33,20.6,3
Darrin Nelson,642,154,1,6,1,56,30,19.5,3
James Wilder,640,161,4,3,1,75,27,16.8,1
Rob Carpenter,624,170,4,1,0,37,34,20,2
Frank Pollard,608,135,4,4,0,32,34,25.2,4
Dwayne Crutchfield,578,140,3,0,0,17,31,22.1,2
Mosi Tatupu,578,106,4,2,1,55,33,31.1,1
Ron Springs,541,149,7,0,0,19,36,24.2,1
Frank Hawkins,526,110,6,3,0,32,42,38.2,1
Charles Alexander,523,153,3,0,0,12,29,19,0
James Brooks,516,127,3,2,1,61,29,22.8,4
Billy Jackson,499,152,2,0,0,19,30,19.7,3
Boyce Green,497,104,3,6,0,29,23,22.1,2
Theotis Brown,481,130,8,3,1,49,33,25.4,3
Cliff Stoudt,479,77,4,4,0,23,36,46.8,6
Ted Brown,476,120,10,2,1,43,36,30,0
James Jones,475,135,6,0,0,18,33,24.4,3
Tony Galbreath,474,113,4,3,1,52,25,22.1,2
Walter Abercrombie,446,112,4,1,1,50,23,20.5,2
Mike Pagel,441,54,0,7,0,33,20,37,2
Gerald Riggs,437,100,8,2,1,40,31,31,3
Hubie Oliver,434,121,1,1,0,24,35,28.9,4
Robert Weathers,418,73,1,4,1,77,17,23.3,4
Hokie Gajan,415,81,4,2,1,58,19,23.5,3
David Overstreet,392,85,1,2,1,44,19,22.4,2
Michael Williams,385,103,0,1,0,32,18,17.5,1
Stump Mitchell,373,68,3,2,1,46,22,32.4,1
Barry Redden,372,75,2,3,1,40,24,32,1
Mark van Eeghen,358,95,2,0,0,11,22,23.2,1
Bruce Harper,354,51,1,3,2,78,15,29.4,1
Mel Carver,348,114,0,0,0,16,16,14,5
Eddie Lee Ivery,340,86,2,1,0,21,24,27.9,2
Jessie Clark,328,71,0,1,1,42,16,22.5,1
Larry Moriarty,321,65,3,1,1,80,17,26.2,1
David Hughes,313,83,1,1,0,26,18,21.7,2
Jim McMahon,307,55,2,2,0,32,19,34.6,3
Kenny King,294,82,1,0,0,16,16,19.5,1
Joe Montana,284,61,2,0,0,18,26,42.6,2
Booker Moore,275,60,0,1,0,21,14,23.3,1
Stanley Wilson,267,56,1,0,0,18,14,25,3
James Owens,266,96,5,0,0,15,22,22.9,0
Wayne Morris,257,75,2,0,0,17,17,22.7,1
Bill Ring,254,64,2,1,0,25,13,20.3,0
Dexter Bussey,249,57,0,1,0,26,13,22.8,1
Nathan Poole,246,81,4,0,0,19,15,18.5,0
Joe Theismann,234,37,1,1,0,22,15,40.5,1
Dave Preston,222,57,1,2,0,28,10,17.5,0
Michael Haddix,220,91,2,0,0,11,15,16.5,4
Alvin Moore,205,57,1,0,0,13,10,17.5,0
Mike Meade,201,55,1,0,0,15,10,18.2,1
Woody Bennett,197,49,2,1,0,25,11,22.4,1
Gerald Willhite,188,43,3,2,0,24,10,23.3,0
Timmy Newsome,185,44,2,1,0,20,9,20.4,0
Harlan Huckleby,182,50,4,1,0,20,13,26,3
Eric Hipple,171,41,3,1,0,27,16,39,7
Roosevelt Leaks,157,58,1,0,0,12,18,31,0
Larry Kinnebrew,156,39,3,0,0,17,8,20.5,3
Greg Pruitt,154,26,2,0,0,18,11,42.3,0
Ken Anderson,147,22,1,1,0,29,10,45.4,2
Donnie Craft,147,55,0,0,0,8,4,7.3,0
John Elway,146,28,1,1,0,23,11,39.3,3
Joe Morris,145,35,0,0,0,16,9,25.7,2
Vince Evans,142,22,1,2,0,27,7,31.8,4
Wilbert Montgomery,139,29,0,1,0,32,7,24.1,1
Vince Thompson,138,40,1,0,0,10,8,20,1
Ron Jaworski,129,25,1,2,0,29,9,36,7
Neil Lomax,127,27,2,2,0,35,11,40.7,5
Marc Wilson,122,13,0,1,0,23,6,46.2,1
Turk Schonert,117,29,2,0,0,15,9,31,4
Jewerl Thomas,115,44,0,0,0,11,7,15.9,4
Scott Dierking,113,28,3,1,0,31,13,46.4,0
Steve Grogan,108,23,2,0,0,17,8,34.8,2
Randy Love,103,35,2,0,0,16,7,20,3
Richard Todd,101,35,0,0,0,17,14,40,2
Dwight Walker,100,19,0,0,0,15,8,42.1,0
Dan Doornink,99,40,2,0,0,9,11,27.5,1
Perry Harrington,98,23,1,1,0,35,6,26.1,1
Rick Parros,96,30,1,0,0,13,5,16.7,2
Sherman Smith,91,24,0,1,0,20,4,16.7,1
Rickey Young,90,39,2,0,0,9,15,38.5,0
Joe Ferguson,88,20,0,0,0,19,5,25,2
Otis Wonsley,88,25,0,0,0,9,3,12,0
Cullen Bryant,87,27,0,0,0,9,5,18.5,0
Johnny Hector,85,16,0,1,1,42,3,18.8,2
Billy Johnson,83,15,0,1,0,36,2,13.3,1
Jimmy Rogers,80,26,0,0,0,13,3,11.5,2
Jim Plunkett,78,26,0,1,0,20,5,19.2,2
David Woodley,78,19,0,0,0,15,9,47.4,2
Marion Barber,77,15,1,0,0,13,4,26.7,0
Rodney Tate,77,25,0,0,0,13,3,12,2
Newton Williams,77,28,0,0,0,13,4,14.3,0
Leonard Thompson,72,4,1,2,1,40,2,50,0
Jim Zorn,71,30,1,0,0,18,9,30,1
Dennis Gentry,65,16,0,0,0,17,1,6.2,1
Scott Brunner,64,26,0,0,0,12,9,34.6,4
Lynn Cain,63,19,1,0,0,10,4,21,0
Jeff Hayes,63,2,0,1,1,48,2,100,0
Bill Kenney,59,23,3,0,0,11,6,26.1,3
Brian Sipe,56,26,0,0,0,9,4,15.4,4
Dave Krieg,55,16,2,0,0,10,4,25,5
Oliver Luck,55,17,0,0,0,17,6,35.3,0
Ken Thomas,55,15,0,1,0,28,4,26.7,0
Charlie Brown,53,4,0,0,0,17,4,100,0
Earl Ferrell,53,7,1,0,0,21,4,57.1,0
Nick Giaquinto,53,14,1,0,0,11,5,35.7,0
Jesse Myles,52,8,0,0,0,16,4,50,0
Mike Augustyniak,50,18,2,0,0,6,7,38.9,0
Roy Green,49,4,0,1,0,25,3,75,0
John Tuggle,49,17,1,0,0,7,6,35.3,0
Jarvis Redwine,48,10,0,1,0,21,3,30,1
Greg Hawthorne,47,5,0,1,0,20,2,40,0
Dan Marino,45,28,2,0,0,15,5,17.9,5
Herkie Walls,44,5,0,0,0,14,2,40,0
Jeff Moore,43,15,1,0,0,14,5,33.3,0
Gifford Nielsen,43,8,0,1,0,20,3,37.5,2
Johnny Davis,42,13,0,0,0,16,3,23.1,0
Mike Guman,42,7,0,0,0,11,1,14.3,0
Terry LeCount,42,2,0,1,1,40,1,50,0
Stan Edwards,40,16,0,0,0,9,2,12.5,0
Tony Eason,39,19,0,0,0,12,3,15.8,5
Earnest Jackson,39,11,0,0,0,6,4,36.4,0
Tom Orosz,39,2,0,1,0,23,2,100,1
Steve Bartkowski,38,16,1,0,0,10,1,6.2,3
James Lofton,36,9,0,0,0,13,1,11.1,0
Robert Newhouse,34,9,0,0,0,8,0,0,2
Zachary Dixon,32,9,0,0,0,7,1,11.1,0
Willie Gault,31,4,0,1,0,22,1,25,0
David Verser,31,2,0,1,0,29,1,50,0
Danny White,31,18,4,1,0,22,6,33.3,4
Adger Armstrong,30,7,0,0,0,7,0,0,0
Robert Alexander,28,7,0,0,0,15,1,14.3,0
Steve DeBerg,28,13,1,0,0,11,4,30.8,1
Steve Dils,28,16,0,0,0,8,3,18.8,2
Tony Hunter,28,2,0,1,0,24,1,50,0
Michael Morton,28,13,0,0,0,5,2,15.4,1
Lawrence Ricks,28,21,0,0,0,10,2,9.5,1
Clarence Weathers,28,1,0,1,0,28,1,100,0
Bob Parsons,27,1,0,1,0,27,1,100,0
Mark Reed,27,2,0,0,0,18,1,50,0
Jeff Rutledge,27,7,0,0,0,14,0,0,1
Jack Thompson,27,26,0,0,0,10,4,15.4,6
Wes Chandler,25,2,0,1,0,23,1,50,0
Matt Kofler,25,4,0,0,0,11,1,25,0
Kenny Lewis,25,5,0,0,0,7,2,40,0
Calvin Thomas,25,8,0,0,0,9,1,12.5,0
Carl Monroe,23,10,0,0,0,5,0,0,0
Pat Ryan,23,4,0,1,0,25,1,25,2
Rick Berns,22,6,0,0,0,13,1,16.7,0
Billy Campfield,21,2,0,0,0,13,0,0,0
Mike Martin,21,2,0,0,0,15,1,50,0
Tim Wilson,21,8,0,0,0,7,2,25,0
Cliff Branch,20,1,0,1,0,20,1,100,0
Carlos Carson,20,2,0,0,0,18,1,50,0
Bobby Jones,19,1,0,0,0,19,1,100,0
Rick Kane,19,4,0,0,0,9,0,0,0
Rick Upchurch,19,6,0,0,0,9,2,33.3,0
Dwight Clark,18,3,0,0,0,9,1,33.3,0
Robb Riddick,18,4,0,0,0,12,1,25,0
Vince Ferragamo,17,22,0,0,0,8,7,31.8,6
Gary Kubiak,17,4,1,0,0,8,1,25,0
Paul McDonald,17,3,0,0,0,10,1,33.3,1
Steve Watson,17,3,0,0,0,10,1,33.3,1
Cliff Austin,16,4,0,0,0,5,1,25,0
Gary Lewis,16,4,1,0,0,11,2,50,0
Guido Merkens,16,1,0,0,0,16,1,100,0
Tim Smith,16,2,0,0,0,9,2,100,0
Jeff Groth,15,1,0,0,0,15,1,100,0
Tim Harris,15,2,0,0,0,10,1,50,1
Mike Kerrigan,14,1,0,0,0,14,1,100,0
Ralph Giacomarro,13,2,0,0,0,13,1,50,1
Willard Harrell,13,4,0,0,0,8,1,25,0
Bob Holly,13,4,0,0,0,13,1,25,1
Anthony Hutchison,13,6,1,0,0,5,1,16.7,0
Stanley Morgan,13,1,0,0,0,13,0,0,1
Mark Nichols,13,1,0,0,0,13,1,100,0
Drew Pearson,13,2,0,0,0,10,1,50,0
Malcolm Barnwell,12,1,0,0,0,12,1,100,0
Lynn Dickey,12,21,3,0,0,4,5,23.8,8
Jim Hart,12,5,0,0,0,13,0,0,2
Eddie Hill,12,2,0,0,0,10,1,50,0
Paul Johns,12,2,0,1,0,26,1,50,0
Archie Manning,12,3,0,0,0,11,1,33.3,0
Mike Moroski,12,2,0,0,0,7,2,100,0
Reggie Evans,11,16,4,0,0,5,4,25,0
Jeff Komlo,11,2,0,0,0,11,1,50,1
Luis Sharpe,11,1,0,0,0,11,1,100,0
Van Williams,11,3,0,0,0,5,0,0,0
Jim Hadnot,10,4,0,0,0,7,0,0,0
Lam Jones,10,4,0,0,0,9,1,25,0
Rick Walker,10,2,0,0,0,11,1,50,0
Mark Clayton,9,2,0,0,0,9,0,0,0
Mike Jones,9,1,0,0,0,9,0,0,0
Rusty Lisch,9,2,0,0,0,5,0,0,1
Bo Robinson,9,3,0,0,0,7,0,0,0
Matt Cavanaugh,8,1,0,0,0,8,1,100,0
Gary Danielson,8,6,0,0,0,8,2,33.3,1
Harry Holt,8,3,0,0,0,4,1,33.3,0
Rohn Stark,8,1,0,0,0,8,0,0,0
Henry Ellard,7,3,0,0,0,12,1,33.3,0
Major Everett,7,5,0,0,0,7,1,20,0
Ken Margerum,7,1,0,0,0,7,0,0,0
Cleo Montgomery,7,2,0,0,0,5,0,0,0
Henry Odom,7,2,0,0,0,4,0,0,1
Luke Prestridge,7,1,0,0,0,7,0,0,0
Sammy White,7,1,0,0,0,7,0,0,0
Horace King,6,3,0,0,0,4,1,33.3,0
Emery Moorehead,6,5,0,0,0,5,1,20,0
Max Runager,6,1,0,0,0,6,1,100,0
Gary Allen,5,1,0,0,0,5,0,0,0
John Cappelletti,5,1,0,0,0,5,1,100,0
Ron Crosby,5,1,0,0,0,5,0,0,0
Derrick Jensen,5,1,0,0,0,5,0,0,0
Richard Williams,5,1,0,0,0,5,0,0,1
Terdell Middleton,4,2,0,0,0,2,0,0,0
Terry Bradshaw,3,1,0,0,0,3,0,0,0
Chris Dressel,3,1,0,0,0,3,0,0,0
Floyd Eddings,3,1,0,0,0,3,0,0,0
Byron Franklin,3,1,0,0,0,3,0,0,0
Jerry Golsteyn,3,5,0,0,0,2,1,20,3
Eugene Goodlow,3,1,0,0,0,3,0,0,0
Tommy Kramer,3,8,0,0,0,8,0,0,2
Eason Ramson,3,1,0,0,0,3,0,0,0
Mike Renfro,3,1,0,0,0,3,0,0,0
Freddie Solomon,3,1,0,0,0,3,0,0,0
Dave Wilson,3,5,1,0,0,5,2,40,1
Willis Adams,2,1,0,0,0,2,1,100,0
Brian Baschnagel,2,2,0,0,0,2,1,50,1
Leon Bright,2,1,0,0,0,2,0,0,0
Cris Collinsworth,2,2,0,0,0,8,0,0,0
Dino Hall,2,1,0,0,0,2,0,0,0
Bruce Hardy,2,1,0,0,0,2,0,0,0
Tony Hill,2,1,0,0,0,2,0,0,0
Steve Kreider,2,1,0,0,0,2,0,0,0
Leo Lewis,2,1,0,0,0,2,0,0,0
Mike Miller,2,1,0,0,0,2,0,0,0
Junior Miller,2,1,0,0,0,2,0,0,0
Guy Benjamin,1,1,0,0,0,1,0,0,1
Eric Lane,1,3,0,0,0,7,0,0,2
Willie Scott,1,1,0,0,0,1,0,0,0
Todd Blackledge,0,1,0,0,0,0,0,0,0
Curtis Brown,0,3,1,0,0,1,1,33.3,0
Gerald Carter,0,1,0,0,0,0,0,0,0
Nolan Cromwell,0,1,0,0,0,0,0,0,0
Alvin Garrett,0,2,0,0,0,4,0,0,0
Duriel Harris,0,1,0,0,0,0,0,0,0
Mark Herrmann,0,1,0,0,0,0,0,0,1
John James,0,1,0,0,0,0,0,0,0
Butch Johnson,0,1,0,0,0,0,0,0,0
Bruce Mathison,0,1,0,0,0,0,0,0,1
Dan Pastorini,0,1,0,0,0,0,0,0,1
Benny Perrin,0,1,0,0,0,0,0,0,0
Bob Rush,0,0,0,0,0,0,0,0,1
Chester Willis,0,5,0,0,0,4,0,0,1
David Humm,-1,1,0,0,0,-1,0,0,0
Barry Krauss,-1,1,0,0,0,-1,0,0,0
Joe Pisarcik,-1,3,0,0,0,0,0,0,1
Jeff Christensen,-2,1,0,0,0,-2,0,0,0
Jeff Kemp,-2,3,0,0,0,0,0,0,2
Calvin Sweeney,-2,1,0,0,0,-2,0,0,0
Wade Wilson,-3,3,0,0,0,2,0,0,0
Kevin House,-4,1,0,0,0,-4,0,0,0
David Whitehurst,-4,2,0,0,0,0,0,0,2
Stacey Bailey,-5,2,0,0,0,-5,0,0,0
Rocky Belk,-5,1,0,0,0,-5,0,0,0
Dan Fouts,-5,12,1,0,0,3,2,16.7,4
Eric Sievers,-7,1,0,0,0,-7,0,0,0
Greg Coleman,-9,1,0,0,0,-9,0,0,0
Russell Erxleben,-9,2,0,0,0,1,0,0,0
George Farmer,-9,1,0,0,0,-9,0,0,0
Mike Black,-10,2,0,0,0,0,0,0,1
Otis Grant,-10,2,0,0,0,1,0,0,1
Gary Hogeboom,-10,6,0,0,0,-1,0,0,0
James Wright,-11,1,0,0,0,-11,0,0,1
Ray Guy,-13,2,0,0,0,-3,0,0,0
Ed Luther,-14,9,0,0,0,8,0,0,2
Ken Stabler,-14,9,0,0,0,0,0,0,2
Kenny Duckett,-16,2,0,0,0,2,0,0,0
Don Strock,-16,6,0,0,0,-2,0,0,0
Art Monk,-19,3,0,0,0,2,0,0,0
