Player,Avg,Ret,Yds,KRet TD,20+,40+,Lng,FC,FUM
Horace King,11,1,11,0,0,0,11,0,0
Larry Lee,11,1,11,0,0,0,11,0,0
Mike McCloskey,11,1,11,0,0,0,11,0,0
George Schmitt,10.2,4,41,0,0,0,19,0,1
Adger Armstrong,10,1,10,0,0,0,10,0,0
Chris Dressel,10,4,40,0,0,0,13,0,0
Tim Golden,10,1,10,0,0,0,10,0,0
Keith Lee,10,4,40,0,0,0,19,0,1
Terdell Middleton,10,1,10,0,0,0,10,0,0
Billy Ray Smith Jr.,10,1,10,0,0,0,10,0,0
Matt Millen,9.5,2,19,0,0,0,10,0,0
Chet Winters,9.3,3,28,0,0,0,12,0,0
Marion Barber,9,1,9,0,0,0,9,0,0
Todd Bell,9,2,18,0,0,0,18,0,0
Mike Harden,9,1,9,0,0,0,9,0,0
Mike Mayock,9,1,9,0,0,0,9,0,1
Rickey Young,9,3,27,0,0,0,15,0,0
Doug Cosbie,8.5,2,17,0,0,0,10,0,0
Jim Fritzsche,8.5,2,17,0,0,0,15,0,0
Johnny Davis,8,1,8,0,0,0,8,0,0
Joe McLaughlin,8,1,8,0,0,0,8,0,0
August Curley,7,1,7,0,0,0,7,0,0
Reggie McElroy,7,1,7,0,0,0,7,0,0
Butch Woolfolk,6.5,2,13,0,0,0,11,0,0
Woody Bennett,6,1,6,0,0,0,6,0,0
Bob Kohrs,6,1,6,0,0,0,6,0,0
Eric Sievers,6,1,6,0,0,0,6,0,0
Ken Thomas,6,1,6,0,0,0,6,0,0
Greg Williams,6,1,6,0,0,0,6,0,0
Brian Cabral,5.5,2,11,0,0,0,6,0,0
Dan Rains,5.5,2,11,0,0,0,11,0,0
Tony Nathan,5,3,15,0,0,0,12,0,0
J.T. Smith,5,1,5,0,0,0,5,0,0
Darryl Talley,4.5,2,9,0,0,0,5,0,0
Dave Studdard,4,2,8,0,0,0,8,0,0
Frank Wattelet,4,1,4,0,0,0,4,0,0
Bill Contz,3,1,3,0,0,0,3,0,0
Mickey Shuler,3,1,3,0,0,0,3,0,0
Tom Jackson,2,1,2,0,0,0,2,0,0
John Janata,2,1,2,0,0,0,2,0,0
Byron Darby,1.5,2,3,0,0,0,3,0,1
Tom Dinkel,1,1,1,0,0,0,1,0,0
Dave Drechsler,1,1,1,0,0,0,1,0,0
Doug Barnett,0,1,0,0,0,0,0,0,0
Pat Beach,0,1,0,0,0,0,0,0,0
Mark Brown,0,1,0,0,0,0,0,0,0
Calvin Daniels,0,1,0,0,0,0,0,0,0
Nick Giaquinto,0,1,0,0,0,0,0,0,0
Bob Glazebrook,0,2,0,0,0,0,0,0,1
Bruce Huther,0,1,0,0,0,0,0,0,0
Derrick Jensen,0,1,0,0,0,0,0,0,1
Syd Kitson,0,1,0,0,0,0,0,0,0
Mark Lee,0,1,0,0,0,0,0,0,1
Dave Lindstrom,0,1,0,0,0,0,0,0,0
Rod Martin,0,1,0,0,0,0,0,0,0
Pete Metzelaars,0,1,0,0,0,0,0,0,0
Ulysses Norris,0,1,0,0,0,0,0,0,0
Jim Obradovich,0,1,0,0,0,0,0,0,0
Jeff Simmons,0,1,0,0,0,0,0,0,0
Matt Bouza,-4,1,-4,0,0,0,-4,0,1
