Player,Pass Yds,Yds/Att,Att,Cmp,Cmp %,TD,INT,Rate,1st,1st%,20+,40+,Lng,Sck,SckY
Dave Krieg,2139,8.8,243,147,60.5,18,11,95,98,40.3,34,6,50,38,279
Ken Stabler,1988,6.4,311,176,56.6,9,18,61.4,102,32.8,27,1,48,18,159
Ed Luther,1875,6.5,287,151,52.6,7,17,56.6,86,30,30,3,46,13,120
John Elway,1663,6.4,259,123,47.5,7,14,54.9,75,29,26,5,49,28,218
Steve DeBerg,1617,7.5,215,119,55.4,9,7,79.9,74,34.4,29,3,54,25,201
Oliver Luck,1375,6.3,217,124,57.1,8,13,63.4,68,31.3,16,3,66,16,138
Jeff Rutledge,1208,6.9,174,87,50,3,8,59.3,52,29.9,18,5,54,15,110
Jim Zorn,1166,5.7,205,103,50.2,7,7,64.8,56,27.3,17,2,43,9,64
Turk Schonert,1159,7.4,156,92,59,2,5,73.1,61,39.1,17,3,54,15,122
Gifford Nielsen,1125,6.4,175,90,51.4,5,8,62.2,52,29.7,15,2,48,22,163
Vince Evans,1108,7.6,145,76,52.4,5,7,69,41,28.3,17,3,72,11,92
Marc Wilson,864,7.4,117,67,57.3,8,6,82,44,37.6,9,1,50,10,75
Dave Wilson,770,6.9,112,66,58.9,5,7,68.7,33,29.5,11,1,42,17,146
Archie Manning,755,8.6,88,44,50,2,8,49.2,33,37.5,14,2,47,11,83
Gary Danielson,720,6.4,113,59,52.2,7,4,78,37,32.7,9,2,54,8,68
Jim Hart,592,6.5,91,50,55,4,8,53,27,29.7,9,0,39,13,99
Mike Moroski,575,8.2,70,45,64.3,2,4,75.6,27,38.6,4,3,50,4,41
Tony Eason,557,5.9,95,46,48.4,1,5,48.4,24,25.3,9,0,35,16,139
Tommy Kramer,550,6.7,82,55,67.1,3,4,77.8,30,36.6,2,1,49,3,27
Jerry Golsteyn,535,5.5,97,47,48.4,0,2,56.8,22,22.7,4,3,52,7,52
David Woodley,528,5.9,89,43,48.3,3,4,59.6,21,23.6,6,1,64,10,80
Matt Kofler,440,7.2,61,35,57.4,4,3,81.3,20,32.8,6,0,28,10,85
Don Strock,403,7.8,52,34,65.4,4,1,106.5,20,38.5,5,1,47,3,30
Paul McDonald,341,5,68,32,47.1,1,4,42.6,16,23.5,4,0,27,6,38
Todd Blackledge,259,7.6,34,20,58.8,3,0,112.2,14,41.2,3,1,43,4,50
Pat Ryan,259,6.5,40,21,52.5,2,2,68.6,12,30,4,0,36,1,3
Mark Herrmann,256,7.1,36,18,50,0,3,38.7,7,19.4,6,0,35,7,62
Gary Kubiak,186,8.4,22,12,54.6,1,1,79,7,31.8,2,1,78,2,20
Joe Pisarcik,172,5.1,34,16,47.1,1,0,72.2,6,17.6,3,0,33,4,30
Gary Hogeboom,161,9.5,17,11,64.7,1,1,90.6,10,58.8,3,0,24,0,0
David Whitehurst,149,4.3,35,18,51.4,0,2,38.9,8,22.9,0,0,19,2,16
Jeff Kemp,135,5.4,25,12,48,1,0,77.9,6,24,1,0,21,2,12
Phil Simms,130,10,13,7,53.8,0,1,56.6,5,38.5,3,0,36,3,35
Mark Malone,124,6.2,20,9,45,1,2,42.5,7,35,2,0,38,1,11
Wade Wilson,124,4.4,28,16,57.1,1,2,50.3,6,21.4,1,0,36,3,22
Marcus Allen,111,15.9,7,4,57.1,3,0,141.4,4,57.1,3,1,43,3,26
Guy Benjamin,111,9.2,12,7,58.3,1,0,117,2,16.7,1,1,73,0,0
Walter Payton,95,15.8,6,3,50,3,2,95.8,3,50,2,1,56,0,0
Terry Bradshaw,77,9.6,8,5,62.5,2,0,133.8,4,50,1,0,24,0,0
Matt Suhey,74,74,1,1,100,1,0,158.3,1,100,1,1,74,0,0
Mike Kerrigan,72,5.1,14,6,42.9,0,1,29.5,4,28.6,0,0,19,0,0
Rusty Lisch,66,5.1,13,6,46.2,1,2,47.8,4,30.8,1,0,26,3,27
Eddie Lee Ivery,50,25,2,2,100,0,0,118.8,2,100,1,0,35,0,0
Jeff Komlo,49,6.1,8,4,50,0,1,29.7,2,25,0,0,17,3,25
Carlos Carson,48,48,1,1,100,1,0,158.3,1,100,1,1,48,0,0
Mark Clayton,48,48,1,1,100,1,0,158.3,1,100,1,1,48,0,0
Art Monk,46,46,1,1,100,0,0,118.8,1,100,1,1,46,0,0
Tony Nathan,46,11.5,4,3,75,0,0,112.5,2,50,1,0,22,0,0
Harold Carmichael,45,45,1,1,100,1,0,158.3,1,100,1,1,45,0,0
Bruce Mathison,41,8.2,5,3,60,0,1,46.7,1,20,1,0,25,0,0
Mark Reed,34,3.4,10,6,60,0,1,26.7,2,20,0,0,16,0,0
Gerry Ellis,31,6.2,5,2,40,1,1,61.2,2,40,1,0,20,0,0
Floyd Hodge,28,14,2,1,50,0,1,56.2,1,50,1,0,28,0,0
Dwight Walker,25,8.3,3,1,33.3,0,1,25,1,33.3,1,0,25,0,0
Steve Bryant,24,24,1,1,100,1,0,158.3,1,100,1,0,24,0,0
Russell Erxleben,24,24,1,1,100,0,0,118.8,1,100,1,0,24,0,0
Ralph Giacomarro,23,23,1,1,100,0,0,118.8,1,100,1,0,23,0,0
Jim Bob Taylor,20,10,2,1,50,0,1,45.8,1,50,1,0,20,0,0
Jewerl Thomas,18,9,2,1,50,1,1,81.2,1,50,0,0,18,0,0
Ron Springs,15,7.5,2,1,50,1,0,114.6,1,50,0,0,15,0,0
Carl Birdsong,11,11,1,1,100,0,0,112.5,1,100,0,0,11,0,0
Theotis Brown,11,11,1,1,100,0,0,112.5,1,100,0,0,11,0,0
Steve Largent,11,11,1,1,100,0,0,112.5,1,100,0,0,11,0,0
John James,7,7,1,1,100,0,0,95.8,1,100,0,0,7,0,0
Bob Holly,5,5,1,1,100,0,0,87.5,0,0,0,0,5,1,9
Freeman McNeil,5,5,1,1,100,1,0,127.1,1,100,0,0,5,0,0
Benny Perrin,4,4,1,1,100,0,0,83.3,1,100,0,0,4,0,0
Joe Cribbs,3,1.5,2,1,50,0,0,56.2,1,50,0,0,3,0,0
William Andrews,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Mike Black,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Maury Buford,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Wes Chandler,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Dwight Clark,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Tony Dorsett,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Hokie Gajan,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Pete Holohan,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Dave Jennings,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Billy Johnson,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
James Jones,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
Steve Kreider,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Terry LeCount,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Henry Marshall,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
John Mistler,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Dan Pastorini,0,0,5,0,0,0,0,39.6,0,0,0,0,0,0,0
Drew Pearson,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Greg Pruitt,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
John Riggins,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Sherman Smith,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Rohn Stark,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Rick Upchurch,0,0,2,0,0,0,0,39.6,0,0,0,0,0,0,0
Joe Washington,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
Gerald Willhite,0,0,1,0,0,0,0,39.6,0,0,0,0,0,0,0
