Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Todd Christensen,92,1247,12,15,3,45,62,67.4,1,0,0
Ozzie Newsome,89,970,6,15,1,66,46,51.7,0,0,0
Kellen Winslow,88,1172,8,19,2,46,62,70.4,3,0,0
Tim Smith,83,1176,6,23,3,47,55,66.3,1,0,0
Carlos Carson,80,1351,7,25,5,50,57,71.2,2,0,0
Charlie Brown,78,1225,8,18,4,75,54,69.2,0,0,0
Earnest Gray,78,1139,5,17,4,62,49,62.8,0,0,0
Roy Green,78,1227,14,23,4,71,50,64.1,3,0,0
Ron Springs,73,589,1,3,1,80,25,34.2,2,0,0
Steve Largent,72,1074,11,17,4,46,50,69.4,3,0,0
Dwight Clark,70,840,8,8,1,46,46,65.7,0,0,0
Mike Quick,69,1409,13,28,10,83,57,82.6,1,0,0
Marcus Allen,68,590,2,3,0,36,28,41.2,2,0,0
Cris Collinsworth,66,1130,5,26,6,63,47,71.2,2,0,0
Charlie Joiner,65,960,3,18,0,33,50,76.9,2,0,0
Billy Johnson,64,709,4,9,2,47,33,51.6,1,0,0
Wesley Walker,61,868,7,10,4,64,35,57.4,0,0,0
William Andrews,59,609,4,5,1,40,35,59.3,3,0,0
Steve Watson,59,1133,5,23,6,78,47,79.7,0,0,0
Wes Chandler,58,845,5,17,1,44,40,69,1,0,0
James Lofton,58,1300,8,22,10,74,45,77.6,0,0,0
Stanley Morgan,58,863,2,16,2,50,38,65.5,3,0,0
Joe Cribbs,57,524,7,5,0,33,27,47.4,0,0,0
John Jefferson,57,830,7,12,0,36,43,75.4,1,0,0
James Wilder,57,380,2,2,0,31,20,35.1,0,0,0
Stacey Bailey,55,881,6,14,5,53,40,72.7,1,0,0
Mike Barber,55,657,3,5,1,42,30,54.6,1,0,0
Ottis Anderson,54,459,1,6,1,40,20,37,0,0,0
Paul Coffman,54,814,11,14,1,74,44,81.5,1,0,0
Walter Payton,53,607,2,6,3,74,19,35.8,1,0,0
Gerry Ellis,52,603,2,8,2,56,28,53.8,1,0,0
Tony Nathan,52,461,1,2,0,25,23,44.2,1,0,0
Eric Dickerson,51,404,2,3,0,37,15,29.4,1,0,0
Mark Duper,51,1003,10,13,7,85,41,80.4,0,0,0
Darrin Nelson,51,618,0,6,1,68,27,52.9,2,0,0
Henry Marshall,50,788,6,10,3,52,42,84,0,0,0
Jeff Groth,49,585,1,6,1,42,31,63.3,0,0,0
Tony Hill,49,801,7,10,5,75,33,67.4,1,0,0
Hubie Oliver,49,421,2,3,0,25,17,34.7,1,0,0
Matt Suhey,49,429,1,4,1,52,16,32.6,2,0,0
Gerald Carter,48,694,2,6,3,56,31,64.6,3,0,0
Roger Craig,48,427,4,2,0,23,20,41.7,1,0,0
Bruce Harper,48,413,2,2,0,33,20,41.7,0,0,0
Theotis Brown,47,418,2,5,1,53,16,34,1,0,0
Kevin House,47,769,5,11,5,74,33,70.2,0,0,0
Art Monk,47,746,5,14,1,43,36,76.6,0,0,0
Drew Pearson,47,545,5,4,0,32,28,59.6,1,0,0
Joe Washington,47,454,6,3,1,67,22,46.8,1,0,0
Doug Cosbie,46,588,6,7,2,61,33,71.7,0,0,0
James Jones,46,467,1,4,1,46,24,52.2,1,0,0
Tony Galbreath,45,348,2,2,0,23,19,42.2,2,0,0
John Mistler,45,422,0,2,0,24,24,53.3,1,0,0
Pat Tilley,44,690,5,12,2,71,31,70.4,1,0,0
Lam Jones,43,734,4,14,1,50,33,76.7,2,0,0
Isaac Curtis,42,571,2,7,1,80,32,76.2,1,0,0
Steve Kreider,42,554,1,5,1,54,27,64.3,0,0,0
Emery Moorehead,42,597,3,11,0,36,26,61.9,0,0,0
Chuck Muncie,42,396,1,4,0,27,17,40.5,2,0,0
Dan Ross,42,483,3,6,0,30,28,66.7,0,0,0
Billy Sims,42,419,0,2,2,54,13,31,0,0,0
Curt Warner,42,325,1,4,0,28,13,31,1,0,0
Hoby Brenner,41,574,3,11,0,38,27,65.8,0,0,0
Ted Brown,41,357,1,3,0,25,20,48.8,1,0,0
Eugene Goodlow,41,487,2,6,0,26,31,75.6,0,0,0
Butch Johnson,41,561,3,8,1,46,32,78,0,0,0
Leonard Thompson,41,752,3,12,2,80,31,75.6,2,0,0
Jeff Chadwick,40,617,4,8,1,45,33,82.5,0,0,0
Tony Dorsett,40,287,1,1,0,24,15,37.5,0,0,0
George Farmer,40,556,5,8,2,46,27,67.5,0,0,0
Willie Gault,40,836,8,14,5,87,28,70,1,0,0
Rick Upchurch,40,639,2,14,1,40,30,75,0,0,0
Cliff Branch,39,696,5,7,3,99,32,82,0,0,0
Nat Moore,39,558,6,7,1,66,28,71.8,1,0,0
Calvin Sweeney,39,577,5,7,2,42,32,82,0,0,0
Harold Carmichael,38,515,3,6,0,35,26,68.4,0,0,0
Alfred Jenkins,38,487,1,8,0,26,27,71,0,0,0
Anthony Hancock,37,584,1,10,3,50,25,67.6,0,0,0
Dave Logan,37,627,2,13,0,34,34,91.9,1,0,0
Jerry Butler,36,385,3,3,0,25,23,63.9,1,0,0
Tony Hunter,36,402,3,6,1,40,18,50,1,0,0
Bobby Jones,36,507,4,7,0,32,25,69.4,0,0,0
Frank Lewis,36,486,3,7,0,27,27,75,0,0,0
Charle Young,36,529,2,8,2,47,25,69.4,1,0,0
Malcolm Barnwell,35,513,1,6,1,41,23,65.7,0,0,0
Bennie Cunningham,35,442,3,7,0,29,24,68.6,4,0,0
Mike Guman,34,347,4,3,2,60,17,50,0,0,0
Franco Harris,34,278,2,3,0,29,12,35.3,1,0,0
Paul Johns,34,486,4,9,0,30,26,76.5,0,0,0
Booker Moore,34,199,1,1,0,21,9,26.5,0,0,0
Wendell Tyler,34,285,2,3,0,26,14,41.2,0,0,0
Preston Dennard,33,465,5,8,1,61,21,63.6,0,0,0
Scott Dierking,33,275,0,0,0,19,16,48.5,0,0,0
Russ Francis,33,357,4,3,0,25,22,66.7,2,0,0
Eric Sievers,33,452,3,8,0,28,21,63.6,0,0,0
Charles Alexander,32,187,0,0,0,14,9,28.1,1,0,0
Jerome Barkum,32,385,1,5,0,34,14,43.8,2,0,0
Mel Carver,32,262,1,1,0,20,11,34.4,1,0,0
Chris Dressel,32,316,4,2,0,35,16,50,0,0,0
Billy Jackson,32,243,0,1,0,29,6,18.8,0,0,0
Doug Marsh,32,421,8,7,0,38,23,71.9,1,0,0
Bob Bruer,31,315,2,3,0,26,17,54.8,0,0,0
Freddie Solomon,31,662,4,13,3,77,27,87.1,1,0,0
Byron Franklin,30,452,4,8,2,43,20,66.7,0,0,0
Bernard Henry,30,416,4,6,1,40,18,60,0,0,0
Stephone Paige,30,528,6,11,2,43,24,80,1,0,0
Mike Pruitt,30,157,2,3,0,21,6,20,0,0,0
Mike Wilson,30,433,0,5,2,49,20,66.7,1,0,0
Harry Holt,29,420,3,7,2,48,18,62.1,1,0,0
Mark Nichols,29,437,1,5,2,46,20,69,2,0,0
Joe Rose,29,345,3,5,0,37,17,58.6,0,0,0
Willie Scott,29,247,6,3,0,22,14,48.3,0,0,0
Dwight Walker,29,273,1,3,0,35,10,34.5,0,0,0
Sammy White,29,412,4,5,1,43,22,75.9,0,0,0
David Hill,28,280,2,2,0,34,12,42.9,1,0,0
Tracy Porter,28,384,0,5,0,38,19,67.9,0,0,0
Ken Thomas,28,236,1,3,0,25,11,39.3,2,0,0
Butch Woolfolk,28,368,0,6,3,44,13,46.4,0,0,0
Tony Collins,27,257,0,2,0,20,11,40.7,1,0,0
Nick Giaquinto,27,372,0,6,0,35,19,70.4,0,0,0
Walter Abercrombie,26,391,3,7,3,51,15,57.7,0,0,0
Rob Carpenter,26,258,2,2,0,38,9,34.6,0,0,0
Ulysses Norris,26,291,7,4,1,41,19,73.1,0,0,0
Mickey Shuler,26,272,1,2,0,28,13,50,0,0,0
Theo Bell,25,410,2,5,1,52,20,80,0,0,0
Matt Bouza,25,385,0,6,0,26,19,76,0,0,0
Mark Brammer,25,215,2,1,0,21,14,56,0,0,0
James Brooks,25,215,0,2,0,36,5,20,1,0,0
Alvin Garrett,25,332,1,3,2,84,11,44,0,0,0
Jimmie Giles,25,349,1,3,1,80,14,56,1,0,0
Boyce Green,25,167,1,2,0,33,6,24,2,0,0
Floyd Hodge,25,280,4,3,1,76,14,56,0,0,0
Tim Sherwin,25,358,0,8,0,30,14,56,0,0,0
Curtis Dickey,24,483,3,9,3,72,14,58.3,0,0,0
Dan Doornink,24,328,2,5,1,47,17,70.8,0,0,0
Dan Johnson,24,189,4,1,0,33,11,45.8,1,0,0
Randy McMillan,24,195,1,2,0,27,6,25,1,0,0
Derrick Ramsey,24,335,6,5,0,39,18,75,0,0,0
Lindsay Scott,24,274,0,3,0,35,15,62.5,1,0,0
Michael Haddix,23,254,0,3,0,34,9,39.1,0,0,0
Pete Holohan,23,272,2,3,0,35,13,56.5,0,0,0
Mike Renfro,23,316,2,4,0,38,13,56.5,1,0,0
Bill Ring,23,182,0,3,0,24,13,56.5,1,0,0
Robert Weathers,23,212,0,0,0,19,7,30.4,0,0,0
Sammy Winder,23,150,0,0,0,17,6,26.1,1,0,0
Bruce Hardy,22,202,0,2,0,25,8,36.4,0,0,0
Terry LeCount,21,318,2,4,1,49,14,66.7,1,0,0
Ken Margerum,21,336,2,4,1,60,17,81,1,0,0
Sam McCullum,21,314,2,4,1,49,13,61.9,0,0,0
Freeman McNeil,21,172,3,2,0,21,7,33.3,1,0,0
Zeke Mowatt,21,280,1,5,1,46,13,61.9,0,0,0
Rickey Young,21,193,0,1,1,48,9,42.9,0,0,0
Willis Adams,20,374,2,6,1,59,17,85,1,0,0
Dave Casper,20,251,0,4,0,34,12,60,0,0,0
Bobby Duckworth,20,422,5,9,4,59,15,75,0,0,0
Ron Egloff,20,205,2,3,0,32,12,60,0,0,0
Frank Hawkins,20,150,2,1,0,28,6,30,1,0,0
Cedric Jones,20,323,1,6,0,30,16,80,1,0,0
Dennis McKinnon,20,326,4,7,2,49,13,65,0,0,0
Nathan Poole,20,184,0,1,0,23,10,50,1,0,0
Don Warren,20,225,2,2,0,33,14,70,0,0,0
Byron Williams,20,346,1,6,1,43,17,85,1,0,0
Wayne Wilson,20,178,2,3,0,24,7,35,1,0,0
Earl Campbell,19,216,0,3,1,66,8,42.1,0,0,0
Dwayne Crutchfield,19,133,0,0,0,15,8,42.1,0,0,0
Kenny Duckett,19,283,2,5,1,48,10,52.6,0,0,0
Gregg Garrity,19,279,1,4,0,38,15,79,1,0,0
Greg Hawthorne,19,300,0,5,1,52,16,84.2,0,0,0
Jeff Moore,19,206,0,4,0,34,11,57.9,0,0,0
Clarence Weathers,19,379,3,8,2,58,17,89.5,0,0,0
Jerry Bell,18,200,1,1,0,33,7,38.9,2,0,0
Jessie Clark,18,279,1,5,1,75,8,44.4,1,0,0
Doug Donley,18,370,2,9,1,47,16,88.9,0,0,0
Phil Epps,18,313,0,7,1,45,16,88.9,0,0,0
Vyto Kab,18,195,1,3,0,25,9,50,0,0,0
Timmy Newsome,18,250,4,2,1,52,15,83.3,0,0,0
Rodney Tate,18,142,0,2,0,25,8,44.4,1,0,0
Derrick Gaffney,17,243,0,2,0,35,13,76.5,0,0,0
Hokie Gajan,17,130,0,1,0,26,5,29.4,0,0,0
Renaldo Nehemiah,17,236,1,4,0,27,12,70.6,1,0,0
Dave Preston,17,137,1,2,0,25,8,47.1,0,0,0
Eason Ramson,17,125,1,0,0,16,3,17.6,2,0,0
Gerald Riggs,17,149,0,1,0,25,8,47.1,1,0,0
Malcolm Scott,17,206,0,5,0,24,6,35.3,0,0,0
Stephen Starring,17,389,2,5,3,76,14,82.4,1,0,0
Perry Tuttle,17,261,3,4,0,38,14,82.4,1,0,0
Rick Walker,17,168,2,3,0,29,8,47.1,0,0,0
Michael Williams,17,142,0,1,0,29,7,41.2,0,0,0
Steve Bryant,16,211,0,2,0,26,12,75,0,0,0
Henry Ellard,16,268,0,5,1,44,10,62.5,1,0,0
Eddie Lee Ivery,16,139,1,0,0,17,9,56.2,0,0,0
Mike McCloskey,16,137,1,1,0,20,6,37.5,0,0,0
Mike Meade,16,110,2,2,0,31,6,37.5,1,0,0
Junior Miller,16,125,0,0,0,19,5,31.2,1,0,0
Frank Pollard,16,127,0,0,0,17,6,37.5,0,0,0
