Team,KO,Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
49ers,94,5520,15,16,76,18.9,0,0,3,0
Rams,89,4928,2,2.2,84,19.4,0,0,1,0
Bills,87,4728,8,9.2,75,15.8,0,0,1,0
Redskins,86,5129,10,11.6,74,20.7,0,1,0,1
Bengals,85,4756,24,28.2,55,21.9,0,1,2,0
Vikings,83,4738,7,8.4,68,18.9,0,0,7,0
Saints,82,5092,27,32.9,55,17.8,0,0,0,0
Broncos,81,4702,9,11.1,72,17.4,0,0,0,0
Packers,79,4607,14,17.7,63,22,0,0,0,0
Oilers,79,4361,15,19,59,17.5,0,1,4,1
Giants,78,4376,4,5.1,73,17.9,0,0,1,0
Eagles,78,4555,15,19.2,60,21.8,0,0,3,1
Bears,76,4286,5,6.6,68,20.2,0,0,1,0
Chiefs,75,4183,13,17.3,55,21.2,0,0,5,2
Raiders,74,4395,14,18.9,59,17,0,0,1,2
Dolphins,74,4235,8,10.8,63,19.4,0,0,1,0
Patriots,73,4152,9,12.3,61,19.8,0,2,0,0
Browns,72,4034,10,13.9,58,20.2,0,0,0,0
Lions,72,3736,2,2.8,65,16,0,0,3,1
Colts,72,4354,9,12.5,63,19.2,0,0,0,0
Buccaneers,72,4059,12,16.7,55,20.8,0,1,1,0
Falcons,70,3916,3,4.3,60,19.8,0,1,4,0
Steelers,66,3986,13,19.7,53,20.7,0,0,0,0
Cardinals,64,3531,0,0,57,21.1,0,1,3,0
Chargers,64,3500,3,4.7,57,22.2,0,0,1,1
Seahawks,61,3689,15,24.6,44,18.5,0,1,0,0
Jets,58,3230,8,13.8,47,21.5,0,1,1,0
Cowboys,53,2970,5,9.4,46,18.5,0,0,2,0
