Player,INT,INT TD,INT Yds,Lng
Reggie Nelson,2,0,0,0
Terence Newman,2,0,8,9
Ron Parker,2,0,29,15
Troy Polamalu,2,1,36,19
Tracy Porter,2,1,44,43
Paul Posluszny,2,1,69,59
Darrelle Revis,2,0,3,3
Vincent Rey,2,1,29,25
Carlos Rogers,2,0,14,11
DeMeco Ryans,2,0,46,36
Orlando Scandrick,2,0,0,0
Jimmy Smith,2,0,0,0
Harrison Smith,2,0,4,4
Malcolm Smith,2,1,69,37
Sean Smith,2,1,96,100
Lawrence Timmons,2,0,26,23
Desmond Trufant,2,0,0,0
Bobby Wagner,2,0,9,9
T.J. Ward,2,1,57,44
Daryl Washington,2,0,49,41
Lardarius Webb,2,0,19,19
Eric Weddle,2,0,21,21
Melvin White,2,1,9,8
Donte Whitner,2,0,7,7
Jimmy Wilson,2,0,21,23
Major Wright,2,1,46,38
Husain Abdullah,1,1,44,44
Mike Adams,1,0,3,3
Antonio Allen,1,1,23,23
Nate Allen,1,0,43,43
Prince Amukamara,1,0,-4,-4
Pat Angerer,1,0,4,4
Kyle Arrington,1,0,5,5
Akeem Ayers,1,0,5,5
Connor Barwin,1,0,-2,-2
David Bass,1,1,24,24
Jon Beason,1,0,9,9
E.J. Biggers,1,0,15,15
Will Blackmon,1,0,1,1
Jon Bostic,1,0,0,0
Ahmad Brooks,1,0,22,22
Zach Brown,1,0,3,3
Brandon Browner,1,0,49,49
Vontaze Burfict,1,0,12,12
Kevin Burnett,1,0,0,0
Jarrett Bush,1,0,0,0
Donald Butler,1,0,30,30
Chris Carr,1,0,0,0
Tony Carter,1,0,0,0
Barry Church,1,0,0,0
Morris Claiborne,1,0,0,0
Chris Clemons,1,0,0,0
Marquice Cole,1,0,0,0
Derek Cox,1,0,2,2
Brian Cushing,1,1,18,18
Johnathan Cyprien,1,0,27,27
Demario Davis,1,0,0,0
Ryan Davis,1,0,8,8
Vontae Davis,1,0,0,0
Alfonzo Dennard,1,0,0,0
Reed Doughty,1,0,25,25
Matt Elam,1,0,18,18
Cortland Finnegan,1,0,1,1
Brandon Flowers,1,0,32,32
William Gay,1,1,21,21
Matt Giordano,1,1,82,82
Dashon Goldson,1,0,0,0
Josh Gordy,1,0,7,7
Khaseem Greene,1,0,49,49
Jabari Greer,1,0,22,22
Michael Griffin,1,0,0,0
Jose Gumbs,1,0,2,2
Tamba Hali,1,1,10,10
Leon Hall,1,0,0,0
Roman Harper,1,0,0,0
James Harrison,1,0,9,9
A.J. Hawk,1,0,7,7
D.J. Hayden,1,0,0,0
William Hayes,1,0,5,5
Jeff Heath,1,0,0,0
Will Herring,1,0,6,6
Davon House,1,0,11,11
George Iloka,1,0,-1,-1
Bruce Irvin,1,0,8,8
D'Qwell Jackson,1,0,0,0
Rob Jackson,1,0,4,4
A.J. Jefferson,1,0,1,1
Janoris Jenkins,1,0,5,5
Tony Jerod-Eddie,1,0,6,6
Michael Johnson,1,0,7,7
Leonard Johnson,1,1,48,48
Reshad Jones,1,1,25,25
Thomas Keiser,1,0,6,6
Shiloh Keo,1,0,4,4
Terrance Knighton,1,0,2,2
Dawan Landry,1,0,38,38
Manny Lawson,1,0,0,0
Kendrick Lewis,1,0,1,1
Sean Lissemore,1,1,0,0
Rey Maualuga,1,0,14,14
Brice McCain,1,0,0,0
Colin McCarthy,1,0,1,1
Devin McCourty,1,0,0,0
Clinton McDonald,1,0,3,3
T.J. McDonald,1,0,-2,-2
Leodis McKelvin,1,0,0,0
Sterling Moore,1,0,21,21
Ryan Mundy,1,0,91,91
Mike Neal,1,0,5,5
Alec Ogletree,1,1,98,98
Brian Orakpo,1,1,29,29
Johnny Patrick,1,0,0,0
Julius Peppers,1,0,14,14
Shaun Phillips,1,0,3,3
Jason Pierre-Paul,1,1,24,24
Jerraud Powers,1,0,9,9
Shaun Prater,1,0,30,30
Jordan Pugh,1,0,16,16
Perry Riley,1,0,0,0
Nick Roach,1,0,0,0
Craig Robertson,1,0,12,12
Nickell Robey-Coleman,1,1,19,19
Justin Rogers,1,0,0,0
Aaron Ross,1,0,9,9
Asante Samuel,1,0,1,1
Da'Norris Searcy,1,1,32,32
Andrew Sendejo,1,0,1,1
Marcus Sherels,1,0,0,0
Buster Skrine,1,0,5,5
Brandon Spikes,1,0,3,3
D.J. Swearinger,1,0,0,0
Cam Thomas,1,0,0,0
Josh Thomas,1,0,0,0
Michael Thomas,1,0,0,0
Terrell Thomas,1,0,65,65
Walter Thurmond,1,1,29,29
Greg Toler,1,0,26,26
Justin Tuck,1,0,-2,-2
Stephen Tulloch,1,0,0,0
DeAngelo Tyson,1,0,0,0
Osi Umenyiora,1,1,68,68
Kenny Vaccaro,1,0,29,29
DeMarcus Ware,1,0,0,0
Dekoda Watson,1,0,0,0
Sean Weatherspoon,1,1,71,71
Kayvon Webster,1,0,10,10
Corey White,1,0,43,43
Muhammad Wilkerson,1,0,6,6
Dan Williams,1,1,2,2
Kevin Williams,1,0,0,0
George Wilson,1,0,0,0
Josh Wilson,1,0,0,0
Tavon Wilson,1,1,74,74
Will Witherspoon,1,0,20,20
Earl Wolff,1,0,0,0
Charles Woodson,1,0,13,13
Wesley Woodyard,1,0,0,0
Eric Wright,1,0,0,0
Shareece Wright,1,0,41,41
Usama Young,1,0,26,26
Frank Zombo,1,0,5,5
